Αφρική	África
Ντουέιν "Ροκ@@@u0026 Τζόνσον	Dwayne Johnson
Αυτόνομες κοινότητες της Ισπανίας	Comunidad autónoma
Αλμέν Αμπντί	Almen Abdi
Κόλντιτς	Colditz
Επιθέσεις της 11ης Σεπτεμβρίου 2001	Atentados del 11 de septiembre de 2001
Ερπετά	Reptilia
Βομβιστικές επιθέσεις της 7ης Ιουλίου	Atentados del 7 de julio de 2005 en Londres
Μαριάνο Ραχόι	Mariano Rajoy
Τρωκτικά	Rodentia
Περιστερίδες	Columbidae
Ισπανικός Εμφύλιος	Guerra Civil Española
Αρχαία	Archaea
Λέο φον Καπρίβι	Leo von Caprivi
Τύφλωση	Ceguera
Βακτήριο	Bacteria
Δέντρο	Árbol
Πρώτιστα	Protista
Λάμδα	Λ
Αμφίβια	Amphibia
Χορδωτά	Chordata
Ανώνυμοι	Anonymous
Hardcore Punk	Hardcore punk
Emo	Emo
Επανάσταση	Revolución
Νεφέλωμα του Καρκίνου	Nebulosa del Cangrejo
Τυρί	Queso
Δεύτερη Σύνοδος της Λυών	Concilio de Lyon II
Έβρος (Ισπανία)	Ebro
Σταφύλι	Uva
Τρίαθλο	Triatlón
Μέλι	Miel
Κρέας	Carne
Πατάτα	Solanum tuberosum
Ζάχαρη	Azúcar
Λαχανικό	Verdura
Βουλή των Κοινοτήτων του Ηνωμένου Βασιλείου	Cámara de los Comunes del Reino Unido
Σόγια	Glycine max
Βουλή των Λόρδων	Cámara de los Lores
Κάρυο (βοτανική)	Nuez (fruto)
Ρομπότ	Robot
Τεχνολογία	Tecnología
Μηχανή	Máquina
Κοχλίας	Tornillo
Επιστήμες μηχανικών	Ingeniería
Επικοινωνία	Comunicación
Σεμαράνγκ	Semarang
Πληροφορία	Información
Δημοσιογραφία	Periodismo
Εφημερίδα	Prensa escrita
Μέσα ενημέρωσης	Medio de comunicación de masas
Τηλέφωνο	Teléfono
The Rolling Stones	The Rolling Stones
Κουλτούρα	Cultura
RNA	Ácido ribonucleico
2010 AB78	2010 AB78
Σανσκριτική γλώσσα	Sánscrito
55 Καρκίνου	55 Cancri
Διαγωνισμός Τραγουδιού Eurovision 2001	Festival de la Canción de Eurovisión 2001
Αστρονόμος	Astrónomo
Καρδιαγγειακό σύστημα	Aparato circulatorio
Αμνησία	Amnesia
Ενδοκρινικό σύστημα	Sistema endocrino
Νόσος Αλτσχάιμερ	Enfermedad de Alzheimer
Παχύ έντερο	Intestino grueso
Νόσος του Πάρκινσον	Enfermedad de Parkinson
Κοιλιοκάκη	Celiaquía
Λεπτό έντερο	Intestino delgado
Θυρεοειδίτιδα Χασιμότο	Tiroiditis de Hashimoto
Μεσιέ 2	Cúmulo globular M2
Αισθητικό σύστημα	Sistema sensorial
Μπέικον	Panceta
Διαγωνισμός Τραγουδιού Eurovision 2000	Festival de la Canción de Eurovisión 2000
Διαγωνισμός Τραγουδιού Eurovision 1999	Festival de la Canción de Eurovisión 1999
Λούγο	Lugo
Διεύθυνση IP	Dirección IP
Συνθήκη του Μάαστριχτ	Tratado de la Unión Europea
The Guardian	The Guardian
Γλώσσες της Ευρωπαϊκής Ένωσης	Lenguas de la Unión Europea
Κύπελλο Αγγλίας (ποδόσφαιρο ανδρών)	FA Cup
Λιγκ Καπ Αγγλίας	Copa de la Liga de Inglaterra
Border Gateway Protocol	Border Gateway Protocol
Οξύ	Ácido
UDP	User Datagram Protocol
Ανόργανη χημεία	Química inorgánica
DHCP	Dynamic Host Configuration Protocol
Άντις Μερσέντες	Addys Mercedes
Χημική ένωση	Compuesto químico
Εσωτερική παθολογία	Medicina interna
Ιουλιανό ημερολόγιο	Calendario juliano
Παγκόσμιος πληθυσμός	Población mundial
Διακομιστής μεσολάβησης	Proxy
Ιατρική	Medicina
World Factbook	The World Factbook
Κίμι Ράικονεν	Kimi Räikkönen
Βάση	Base (química)
Σαράγεβο	Sarajevo
Σερβική Δημοκρατία	República Srpska
Λογάριθμος	Logaritmo
Ομοσπονδία Βοσνίας-Ερζεγοβίνης	Federación de Bosnia y Herzegovina
Μεσιέ 3	Cúmulo globular M3
Σύστημα γραμμικών εξισώσεων	Sistema de ecuaciones lineales
Αριθμητική	Aritmética
Συνταγματικό Δίκαιο (Ελλάδα)	Derecho constitucional
Πεντάγωνο (ΗΠΑ)	El Pentágono
Υπουργείο Άμυνας των ΗΠΑ	Departamento de Defensa de los Estados Unidos
Σύστημα αναφοράς	Sistema de coordenadas
Ένοπλες Δυνάμεις των ΗΠΑ	Fuerzas armadas de los Estados Unidos
Μεσιέ 4	Cúmulo globular M4
Διαφορική εξίσωση	Ecuación diferencial
Windows 7	Windows 7
Αριθμητική ανάλυση	Análisis numérico
Μεσιέ 5	Cúmulo globular M5
Πολεμικό Ναυτικό των ΗΠΑ	Armada de los Estados Unidos
Στρουμφάκια	Los Pitufos
Αμερικανική Πολεμική Αεροπορία	Fuerza Aérea de los Estados Unidos
Σμήνος Πεταλούδα	Cúmulo de la Mariposa
Windows Vista	Windows Vista
Υπουργείο Εσωτερικής Ασφάλειας των ΗΠΑ	Departamento de Seguridad Nacional de los Estados Unidos
Σμήνος του Πτολεμαίου	Cúmulo de Ptolomeo
Παγκόσμιο Κέντρο Εμπορίου	World Trade Center
Νέλσον Ροκφέλερ	Nelson Rockefeller
Smiley	Smiley
Νεφέλωμα Λιμνοθάλασσας	Nebulosa de la Laguna
Παγκόσμιο Κέντρο Εμπορίου 1	One World Trade Center
Windows Server 2003	Windows Server 2003
Windows XP	Windows XP
Kubuntu	Kubuntu
Αλάτι	Sal
Microsoft Office	Microsoft Office
Φιντέλ Κάστρο	Fidel Castro
Μεσιέ 9	Cúmulo globular M9
Microsoft Word	Microsoft Word
Κουβανική Επανάσταση	Revolución cubana
Μεσιέ 10	Cúmulo globular M10
Κογκρέσο των Ηνωμένων Πολιτειών	Congreso de los Estados Unidos
Φουλχένσιο Μπατίστα	Fulgencio Batista
MPEG	Moving Picture Experts Group
Κτίριο Κράισλερ	Edificio Chrysler
Σφαιρωτό σμήνος	Cúmulo globular
Κατηγορία:Βραζιλία	Categoría:Brasil
Τρολ (Διαδίκτυο)	Trol (Internet)
Τερματικός Σταθμός Γκραντ Σέντραλ	Grand Central Terminal
Κοραλλιογενής ύφαλος	Arrecife de coral
Σμήνος της Αγριόπαπιας	Cúmulo del Pato Salvaje
Μανχάταν	Manhattan
Ουρανοξύστης	Rascacielos
Μεσιέ 12	Cúmulo globular M12
Κατηγορία:Ιστορία της Βουλγαρίας	Categoría:Historia de Bulgaria
Κατηγορία:Ιστορία της Ρουμανίας	Categoría:Historia de Rumania
Σφαιρωτό Σμήνος του Ηρακλέους	Cúmulo de Hércules
Εμπορικό κέντρο	Centro comercial
Κατηγορία:Ρουμανία	Categoría:Rumania
Μεσιέ 14	Cúmulo globular M14
Μεσιέ 15	Cúmulo globular M15
Χημικό στοιχείο	Elemento químico
Εξίσωση	Ecuación
Συνάρτηση	Función matemática
Νεφέλωμα του Αετού	Nebulosa del Águila
Οργανική χημεία	Química orgánica
Γωνία	Ángulo
Apache HTTP εξυπηρετητής	Servidor HTTP Apache
Νεφέλωμα Ωμέγα	Nebulosa Omega
Υδατάνθρακες	Glúcido
Αριαμπάτα	Aryabhata
Ορμόνη	Hormona
Grunge	Grunge
Εναλλακτική ροκ	Rock alternativo
Λιπίδιο	Lípido
Unix	Unix
Μόριο	Molécula
Μεσιέ 18	Cúmulo abierto M18
Πάροχος υπηρεσιών Διαδικτύου	Proveedor de servicios de Internet
Φυσικοχημεία	Fisicoquímica
Αλβουμάσαρ	Albumasar
Μεσιέ 19	Cúmulo globular M19
Ασύρματο δίκτυο	Red inalámbrica
Επιτάχυνση	Aceleración
Τρισχιδές νεφέλωμα	Nebulosa Trífida
Σίβα	Shiva
Ενέργεια	Energía
Βισνού	Visnú
Τοπικό δίκτυο υπολογιστών	Red de área local
Αρχή διατήρησης της ενέργειας	Conservación de la energía
Μεσιέ 21	Cúmulo abierto M21
Δίκτυο ευρείας περιοχής	Red de área amplia
Ηλεκτρομαγνητική ακτινοβολία	Radiación electromagnética
Ανοικτό σμήνος	Cúmulo abierto
Υπέρυθρη ακτινοβολία	Radiación infrarroja
Βράχμα (θεός)	Brahma
Υπεριώδης ακτινοβολία	Radiación ultravioleta
Μεσιέ 22	Cúmulo globular M22
Εξημέρωση	Domesticación
Μεσιέ 23	Cúmulo abierto M23
Κλασική μηχανική	Mecánica clásica
Συστηματική ταξινόμηση	Clasificación biológica
Ροκ μουσική	Rock
Δύναμη	Fuerza
Φλάουτο	Flauta
Ηλεκτρομαγνητισμός	Electromagnetismo
VMware	VMware
Μαγνητικό πεδίο	Campo magnético
Απαρτχάιντ	Apartheid
Παιχνίδι	Juego
Τάβλι	Backgammon
Βαρύτητα	Gravedad
Γκο	Go
Ισχυρή αλληλεπίδραση	Interacción nuclear fuerte
Τυχερά παιχνίδια	Juego de apuestas
Πολεμικές τέχνες	Arte marcial
Ασθενής αλληλεπίδραση	Interacción débil
Καράτε	Karate
Τζούντο	Judo
Μαγνήτης	Imán
Μάζα	Masa
Κινηματογράφος	Película
Animation	Animación
Μέταλλα	Metal
Χάλυβας	Acero
Πυρηνική σχάση	Fisión nuclear
Κατάσταση της ύλης	Estado de agregación de la materia
Αέριο	Gas
Υγρό	Líquido
Αεροσκάφος	Aeronave
Στερεό	Sólido
Ποδήλατο	Bicicleta
Πλοίο	Buque
Ραδιενέργεια	Radiactividad
Γεωργία (δραστηριότητα)	Agricultura
Γενική θεωρία της Σχετικότητας	Relatividad general
Άρδευση	Riego
Fieseler	Fieseler
Ειδική σχετικότητα	Teoría de la relatividad especial
Ημιαγωγός	Semiconductor
Σερένα Ουίλιαμς	Serena Williams
Ένδυση	Ropa
Ήχος	Sonido
Σουραμπάγια	Surabaya
Άροτρο	Arado (agricultura)
Ταχύτητα	Velocidad
Θερμοκρασία	Temperatura
Μεταλλουργία	Metalurgia
Νανοτεχνολογία	Nanotecnología
Γυαλί	Vidrio
Χρόνος	Tiempo
Χαρτί	Papel
Θερμοδυναμική	Termodinámica
Πλαστικό	Plástico
Κενό	Vacío
Κινηματική	Cinemática
Εμβαδόν	Área
Ντενπασάρ	Denpasar
Ζανάνα Γκουσμάο	Xanana Gusmão
Πυθαγόρειο θεώρημα	Teorema de Pitágoras
100 Εκάτη	(100) Hécate
Ακτίνες γ	Rayos gamma
1002 Ολμπέρσια	(1002) Olbersia
1001 Γκαούσια	(1001) Gaussia
1003 Λιλοφή	(1003) Lilofee
1004 Μπελοπόλσκυα	(1004) Belopolskya
1005 Αραγκό	(1005) Arago
1006 Λαγκράνζεα	(1006) Lagrangea
1007 Παβλοφία	(1007) Pawlowia
Μαθηματική απόδειξη	Demostración matemática
1008 Λα Πας	(1008) La Paz
1009 Σειρήνα	(1009) Sirene
101 Ελένη	(101) Helena
1010 Μαρλέν	(1010) Marlene
1011 Λαοδάμεια	(1011) Laodamia
Κοσμικές ακτίνες	Radiación cósmica
1012 Σαρεμά	(1012) Sarema
1013 Τομπεκά	(1013) Tombecka
1014 Σεμφύρα	(1014) Semphira
1015 Χρίστα	(1015) Christa
1016 Ανίτρα	(1016) Anitra
1017 Ζακλίν	(1017) Jacqueline
1018 Αρνόλδη	(1018) Arnolda
1019 Στρακέα	(1019) Strackea
10199 Χαρικλώ	(10199) Cariclo
102 Μυριάμ	(102) Miriam
1020 Αρκαδία	(1020) Arcadia
Αριθμός	Número
1021 Φλαμαριό	(1021) Flammario
1022 Ολυμπιάδα	(1022) Olympiada
Μιγαδικός αριθμός	Número complejo
Ντάργουιν	Darwin (Australia)
Χιλιόγραμμο	Kilogramo
Κριστιάνο Ρονάλντο	Cristiano Ronaldo
Άβαταρ: Ο Τελευταίος Μαχητής του Ανέμου	Avatar: la leyenda de Aang
Μέτρο (μονάδα μήκους)	Metro
Δευτερόλεπτο	Segundo
Καλαμπόκι	Zea mays
Ραούλ Γκονθάλεθ	Raúl González Blanco
Κριθάρι	Hordeum vulgare
Κλίμακα Κέλβιν	Kelvin
Λίτρο	Litro
Ίκερ Κασίγιας	Iker Casillas
Τούλτσεα	Tulcea
Χλωρίνη	Lejía
Ο Τελευταίος Μαχητής του Ανέμου	The Last Airbender
Χάρυ Τρούμαν	Harry S. Truman
Aaliyah	Aaliyah
Eraserhead	Eraserhead
Ε.Τ. ο Εξωγήινος	E.T., el extraterrestre
Ζωγραφική	Pintura
Αστροναύτης	Astronauta
Φωτογραφία	Fotografía
Γλυπτική	Escultura
Θέατρο	Teatro
Τζούντι Γκάρλαντ	Judy Garland
Χορός	Danza
Γκρέις Μάρεϊ Χόπερ	Grace Murray Hopper
Αγγειοπλαστική	Alfarería
Μουσείο Κακής Τέχνης	Museo del Arte Malo
Nirvana	Nirvana (banda)
Ηλεκτρονική	Electrónica
Ηλεκτρικό ρεύμα	Corriente eléctrica
Συχνότητα	Frecuencia
Δίοδος	Diodo
Μετασχηματιστής	Transformador
Τεχνητή νοημοσύνη	Inteligencia artificial
Στέφι Γκραφ	Steffi Graf
Καιρός	Tiempo atmosférico
Ζοζέ Ράμος Ορτά	José Ramos-Horta
Μαρία Σαράποβα	María Sharápova
Άντριου Κουόμο	Andrew Cuomo
Αγώνες Πείνας	Los juegos del hambre
Χρηματιστήριο	Bolsa de valores
Μετοχή (οικονομία)	Acción (finanzas)
Ομόλογο	Bono (finanzas)
Πρόεδρος των Ηνωμένων Πολιτειών	Presidente de los Estados Unidos
Αντρέας Χόφερ	Andreas Hofer
Βουλή των Αντιπροσώπων (ΗΠΑ)	Cámara de Representantes de los Estados Unidos
Τζον Μπένερ	John Boehner
Αμερικανικές Παρθένοι Νήσοι	Islas Vírgenes de los Estados Unidos
Εστιατόριο	Restaurante
Νοτιοανατολική Ασία	Sudeste Asiático
Σενγιάνγκ	Shenyang
Τσονγκτσίνγκ	Chongqing
Ένγκελμπερτ Ντόλφους	Engelbert Dollfuss
Τιεντζίν	Tianjín
Λαχόρη	Lahore
Γουχάν	Wuhan
Κατάλογος χωρών	Anexo:Países
Ναγκόγια	Nagoya
Χάιντς Φίσερ	Heinz Fischer
Προϊστορία	Prehistoria
Λουδοβίκος Λάζαρος Ζαμένχοφ	L. L. Zamenhof
Εποχή του Λίθου	Edad de Piedra
Εποχή του Ορείχαλκου	Edad del Bronce
Εποχή του Σιδήρου	Edad del Hierro
Μεσοποταμία	Mesopotamia
Αρχαία Αίγυπτος	Antiguo Egipto
Βερίγγειος πορθμός	Estrecho de Bering
Αρχαία Ελλάδα	Antigua Grecia
Ινδική Αυτοκρατορία Γκούπτα	Imperio Gupta
Αρκούδα	Ursidae
Τζον Άνταμς	John Adams
Τόμας Τζέφερσον	Thomas Jefferson
Τζέιμς Μάντισον	James Madison
Τζέιμς Μόνροου	James Monroe
Τζον Κουίνσι Άνταμς	John Quincy Adams
Άντριου Τζάκσον	Andrew Jackson
Μάρτιν Βαν Μπιούρεν	Martin Van Buren
Ρόσας	Rosas (Gerona)
Πάπας Θεόδωρος Β΄ Αλεξανδρείας	Teodoro II (papa copto)
Η Ωραία Κοιμωμένη	La bella durmiente
Χάνσελ και Γκρέτελ	Hansel y Gretel
Η Χιονάτη και οι Επτά Νάνοι	Blancanieves
Ο Παπουτσωμένος Γάτος	El gato con botas
Κοκκινοσκουφίτσα	Caperucita Roja
Σταχτοπούτα	Cenicienta
Αντόνι Γκραμπόφσκι	Antoni Grabowski
Ο λύκος και τα επτά κατσικάκια	El lobo y las siete cabritillas
Ο Πρίγκιπας Βάτραχος	El príncipe rana
Ιταλικές ευρωεκλογές 1999	Elecciones al Parlamento Europeo de 1999 (Italia)
Σίλβιο Μπερλουσκόνι	Silvio Berlusconi
Ουίλιαμ Χένρι Χάρισον	William Henry Harrison
Το Κοριτσάκι με τα Σπίρτα	La pequeña cerillera
Τζον Τάιλερ	John Tyler
Αξλ Ρόουζ	Axl Rose
Γουίλιαμ Ρόουαν Χάμιλτον	William Rowan Hamilton
Τζέιμς Νοξ Πολκ	James K. Polk
Guns N' Roses	Guns N' Roses
Ζαχαρίας Τέιλορ	Zachary Taylor
Υπατία	Hipatia
Καντόνι της Βέρνης	Cantón de Berna
Βουλγαρική Βικιπαίδεια	Wikipedia en búlgaro
Ελληνική Βικιπαίδεια	Wikipedia en griego
Ιταλική Βικιπαίδεια	Wikipedia en italiano
Πορτογαλική Βικιπαίδεια	Wikipedia en portugués
Κέβιν Κόστνερ	Kevin Costner
Μίκυ Μάους	Mickey Mouse
Λοκάρνο	Locarno
Μίννι Μάους	Minnie Mouse
Σκρουτζ Μακ Ντακ	Scrooge McDuck
ΠΣΦ Αϊντχόφεν	PSV Eindhoven
Καρλ Μπαρκς	Carl Barks
ETH Ζυρίχης	Escuela Politécnica Federal de Zúrich
Χιρόνα ΦΚ	Girona Futbol Club
Μίχαελ Μπάλακ	Michael Ballack
ΚΝ Γουαδαλαχάρα (Ισπανία)	Club Deportivo Guadalajara (España)
Αλικάντε	Alicante
Χεράκλες Αλμέλο	Heracles Almelo
Έρκουλες Αλικάντε	Hércules de Alicante Club de Fútbol
Χιούη, Λιούη και Ντιούη	Huey, Dewey, and Louie
Μπαφετιμπί Γκομί	Bafétimbi Gomis
Στάδιο Πόλμαν	Polman Stadion
Σοσιεδάδ Ντεπορτίβα Ουέσκα	Sociedad Deportiva Huesca
