આફ્રિકા	África
ડૉ. સર્વપલ્લી રાધાકૃષ્ણન	Sarvepalli Radhakrishnan
માંકડું	Macaca mulatta
મોહમ્મદ રફી	Mohammad Rafi
કફોત્પાદક ગ્રંથિ	Hipófisis
ઇંગ્લીશ વીલો	Salix alba
સાગ	Tectona grandis
યુનિલિવર	Unilever
ચાર્લ્સ લુસિઅન બોનાપાર્ટ	Charles Lucien Bonaparte
રૂખડો (વનસ્પતિ)	Adansonia
ડેઝા વુ	Déjà vu
આયેશા ટાકિયા	Ayesha Takia
ગ્વાલિયર	Gwalior
પ્રિયંકા ચોપરા	Priyanka Chopra
વિદ્યા બાલન	Vidya Balan
નરગીસ	Nargis Dutt
દીપિકા પદુકોણે	Deepika Padukone
ડચ ઇસ્ટ ઇંડિયા કંપની	Compañía Neerlandesa de las Indias Orientales
સિંહ રાશી	Leo (astrología)
કેમરૂનનો રાષ્ટ્રધ્વજ	Bandera de Camerún
સંયુક્ત રાષ્ટ્રસંઘના સભ્ય દેશોની યાદી	Anexo:Estados miembros de las Naciones Unidas
બોલપેન	Bolígrafo
રામ	Rama (dios indio)
કોલમ્બિયાનો રાષ્ટ્રધ્વજ	Bandera de Colombia
મહમદ અલી ઝીણા	Muhammad Ali Jinnah
ફુદીનો	Mentha arvensis
લંડન આઇ (વિરાટ ચકડોળ)	London Eye
ઘાનાનો રાષ્ટ્રધ્વજ	Bandera de Ghana
ચિત્તભ્રમણા	Delírium
ચીલીનો રાષ્ટ્રધ્વજ	Bandera de Chile
પેચીયું (સ્ક્રૂ ડ્રાઇવર)	Destornillador
શહેરીકરણ	Proceso de urbanización
ગરમાળો (વૃક્ષ)	Cassia fistula
ઝરેર (વનસ્પતિ)	Melilotus officinalis
ક્રમચય	Permutación
કર્ક રાશી	Cáncer (astrología)
અલ્પ વિરામ	Coma (puntuación)
શિવલીંગી (વનસ્પતિ)	Couroupita guianensis
ઇથોપિયાનો રાષ્ટ્રધ્વજ	Bandera de Etiopía
કુંભ રાશી	Acuario (astrología)
સ્વચ્છતા	Higiene
સ્ટેથોસ્કોપ	Estetoscopio
અલ્હાબાદ	Allahabad
ધિરાણનું જોખમ	Riesgo de crédito
કમ્બોડીયાનો રાષ્ટ્રધ્વજ	Bandera de Camboya
ક્યુબાનો રાષ્ટ્રધ્વજ	Bandera de Cuba
સોનિયા ગાંધી	Sonia Gandhi
કોંગોનું ગણતંત્રનો રાષ્ટ્રધ્વજ	Bandera de la República del Congo
થ્રિસુર	Thrissur
વોલ્વો	AB Volvo
સિલિકૉન વૅલી	Silicon Valley
કરિયાતું	Swertia
અમીરાત સ્ટેડિયમ	Emirates Stadium
વૃષભ રાશી	Tauro (astrología)
મકર રાશી	Capricornio (astrología)
કોંગોનું લોકતંત્રીય ગણતંત્રનો રાષ્ટ્રધ્વજ	Bandera de la República Democrática del Congo
કરી (મસાલેદાર રસાવાળી વાની)	Curry
મરચું	Chile (pimiento)
પીરોજ	Turquesa
ચિત્રદુર્ગ જિલ્લો	Distrito de Chitradurga
કોળું	Calabaza gigante
કાર્બ્યુરેટર	Carburador
ગિનિનો રાષ્ટ્રધ્વજ	Bandera de Guinea
ઈક્વેડોરનો રાષ્ટ્રધ્વજ	Bandera de Ecuador
મધ્ય આફ્રીકી ગણતંત્રનો રાષ્ટ્રધ્વજ	Bandera de la República Centroafricana
ચૅડનો રાષ્ટ્રધ્વજ	Bandera de Chad
પોલેંડ રાષ્ટ્રીય ફૂટબોલ ટીમ	Selección de fútbol de Polonia
સાત ઘોર પાપ (ખ્રિસ્તી ધર્મ)	Pecados capitales
ઉદ્‌ગારચિહ્ન	Signo de exclamación
કોર્પોરેશન	Corporación
મધ્યમા	Dedo medio
ગ્રીનહાઉસ વાયુ	Gas de efecto invernadero
તિરુવનંતપુરમ્	Thiruvananthapuram
ભૂસ્ખલન	Corrimiento de tierra
બાષ્પોત્સર્જન	Transpiración
તાઈ ચી ચુઆન	Taichí
માયોપીઆ	Miopía
કોમોરોસનો રાષ્ટ્રધ્વજ	Bandera de las Comoras
જામીનગીરીઓ	Valor (finanzas)
વનનાબૂદી	Deforestación
કેટ હડસન	Kate Hudson
દાર્જિલિંગ	Darjeeling
શ્રીનગર	Srinagar
યાટ	Yate
ભાગીરથી	Río Bhagirathi
કોસ્ટારિકાનો રાષ્ટ્રધ્વજ	Bandera de Costa Rica
તાલ	Ritmo
ફિલિપ્સ	Philips
વિશ્વ આર્થિક મંચ	Foro Económico Mundial
સ્ક્રેબલ	Scrabble
અગરતલા	Agartala
લીમડો	Azadirachta indica
પાર્વતી	Párvati
ફેંગ શુઇ	Feng shui
ઈક્વેટોરીયલ ગીનીનો રાષ્ટ્રધ્વજ	Bandera de Guinea Ecuatorial
એરિટ્રિયાનો રાષ્ટ્રધ્વજ	Bandera de Eritrea
લસિકા ગાંઠ	Ganglio linfático
ગયાનાનો રાષ્ટ્રધ્વજ	Bandera de Guyana
બાણભટ્ટ	Bana Bhatta
સ્ટેમ્ફોર્ડ બ્રિજ (સ્ટેડિયમ)	Stamford Bridge (estadio)
દાનીયેલ	Daniel (profeta)
ભુવનેશ્વર	Bhubaneshwar
બ્લેકબેરી	BlackBerry
આગ્રાનો કિલ્લો	Fuerte de Agra
સિંહાકૃતિ	Emblema nacional de la India
ફ્રેન્ચાઇઝીંગ	Franquicia
ઢોકળાં	Dhokla
પૂર્ણ વિરામ	Punto (puntuación)
કપૂરથલા જિલ્લો	Distrito de Kapurthala
ફિરોઝપુર જિલ્લો	Distrito de Firozpur
માનસા જિલ્લો	Distrito de Mansa
પટિયાલા જિલ્લો	Distrito de Patiala
લુધિયાણા જિલ્લો	Distrito de Ludhiana
ફતેહગઢ સાહિબ જિલ્લો	Distrito de Fatehgarh Sahib
ભટિન્ડા જિલ્લો	Distrito de Bathinda
ફરીદકોટ જિલ્લો	Distrito de Faridkot
કટની	Katni
વળગાડ મુક્તિ	Exorcismo
સાડી	Sari
કટિહાર	Katihar
કૃષિવિજ્ઞાન	Agronomía
ઘોરખોદિયું	Mellivora capensis
સ્વામી સચ્ચિદાનંદ	Swami Satchidananda
સિસ્કો	Cisco Systems
મિસ વર્લ્ડ	Miss Mundo
માર્વલ કૉમિક્સ	Marvel Comics
સુવર્ણ માનક	Patrón oro
ખાદ્ય પદાર્થની સાચવણી	Conserva
અલ સાલ્વાડોરનો રાષ્ટ્રધ્વજ	Bandera de El Salvador
યરૂશાલેમના હિબ્રુ યુનિવર્સિટી	Universidad Hebrea de Jerusalén
સિવિલ એવિએશન રાષ્ટ્રીય શાળા	École nationale de l'aviation civile
રાંચી	Ranchi
કૌંસ	Paréntesis
એગોરાફોબિયા	Agorafobia
વિકિપીડિયા:અવરોધન નીતિ	Wikipedia:Propuesta de política de bloqueo
વિલા પાર્ક	Villa Park
એચએએલ તેજસ	HAL Tejas
હિન્દુ-અરેબીક અંકો	Números arábigos
ઊંઘને લગતી બીમારી (સ્લીપ ડિસઓર્ડર)	Trastorno del sueño
મંગળના ચંદ્રો	Satélites de Marte
સરસ્વતી નદી	Río Sarasvati
મહાવિરામ	Dos puntos
પાતાળ કૂવા	Pozo artesiano
ફુલરિન (Fullerene)	Fullereno
ગ્વાટેમાલાનો રાષ્ટ્રધ્વજ	Bandera de Guatemala
નિંદામણનાશક	Herbicida
તર્ક	Razón
સોનેરી પીઠવાળું લક્કડખોદ	Dinopium benghalense
કબજિયાત	Estreñimiento
અહિંસા	Áhimsa
ગૂચી	Gucci
મનુ	Manu (hinduismo)
કાંડા ઘડિયાળ	Reloj de pulsera
રૂપિયો	Rupia
રોજા	Sawm
ખજુરાહો	Khajuraho
ઍલ્કેમિસ્ટ	El alquimista (novela)
ફતેહપૂર સિક્રી	Fatehpur Sikri
ડોમિનિકાનો રાષ્ટ્રધ્વજ	Bandera de Dominica
ખાવાનો સોડા	Bicarbonato de sodio
શિયાળુ મોટી ડુબકી	Podiceps grisegena
અવકાશ સંશોધન	Exploración espacial
રૂપેરી પેણ	Pelecanus philippensis
કચરાનો પ્રબંધ	Gestión de residuos
સુવર્ણ મંદિર, અમૃતસર	Templo Dorado
યુઇએફએ યૂરો ૨૦૧૨ નામાંકન	Clasificación para la Eurocopa 2012
આયર્ન મૅન	Iron Man
એના નિકોલ સ્મિથ	Anna Nicole Smith
ચક્ર	Chakra
મેલાટોનિન	Melatonina
એપોલો ૧૭	Apolo 17
તમાકુ	Nicotiana tabacum
સાંચીનો સ્તુપ	Sanchi
કપૂર	Alcanfor
વિદેશ નીતિ	Política exterior
મેટ્રોપોલિટન એરિયા નેટવર્ક	Red de área metropolitana
ફીજીનો રાષ્ટ્રધ્વજ	Bandera de Fiyi
રેકી	Reiki
રામકૃષ્ણ પરમહંસ	Ramakrishna
પાણીનું પ્રદૂષણ	Contaminación hídrica
ઓઝોન અવક્ષય	Agujero de la capa de ozono
એનટીએફએસ	NTFS
વિગતવાર વિજ્ઞાન પોલીટેકનિક ઇન્સ્ટિટ્યુટ	Institut polytechnique des sciences avancées
મોહરમ	Ashura
મોક્ષ	Moksha (hinduismo)
કો-ઍક્સિયલ કેબલ	Cable coaxial
હલવો	Halva
મેમરી કાર્ડ	Tarjeta de memoria
વિશ્વ જળ દિન	Día Mundial del Agua
ૐ	Om
લાલી (લિપસ્ટીક)	Lápiz labial
સૌથી તેજસ્વી તારાઓ	Anexo:Estrellas más brillantes
ડોમિનિકન ગણતંત્રનો રાષ્ટ્રધ્વજ	Bandera de la República Dominicana
પેજ રેન્ક	PageRank
ગૉડફ્રે હારૉલ્ડ હાર્ડિ	Godfrey Harold Hardy
અજંતાની ગુફાઓ	Ajantā
રૂઢિપ્રયોગ	Idiotismo (lenguaje)
તર્જની	Dedo índice
કરીના કપૂર	Kareena Kapoor
સિકલસેલ એનીમિયા રોગ	Anemia falciforme
બ્રાહ્મી લિપિ	Brahmi
પ્રારંભિક જાહેર ભરણું (આઈપીઓ)	Oferta pública de venta
શિયાળુ નાની ડુબકી	Podiceps nigricollis
શ્રેણી:મેના-કાબર કુટુંબ	Sturnidae
ટર્બોચાર્જર	Turbocompresor
કાંડુ (શરીર)	Muñeca (anatomía)
અર્જુન	Arjuna
વૈશ્ય	Vaisia
ફિઝિયોથેરાપી	Fisioterapia
અયોધ્યા	Ayodhya
ગંગટોક	Gangtok
ધર્મશાલા	Dharamsala
મેડમ તુસાદ સંગ્રહાલય	Museo Madame Tussauds
વ્હાઈટ હાર્ટ લેન	White Hart Lane
અણુ અપ્રસાર સંધિ	Tratado de No Proliferación Nuclear
દાહોદ જિલ્લો	Distrito de Dahod
અભિષેક બચ્ચન	Abhishek Bachchan
વિકીમેપિયા	WikiMapia
કુતુબ મિનાર	Qutab Minar
મોનોરેલ	Monorriel
પોલિએસ્ટર	Poliéster
સાંબાર	Sambhar
કુદરતી સંપત્તિ	Recurso natural
હનુમાન	Hánuman
ઝરખ	Hyaena hyaena
પ્રીટિ ઝિન્ટા	Preity Zinta
સહી (હસ્તાક્ષર)	Firma
ખેતર	Campo (agricultura)
શિક્ષક દિન	Día del maestro
મત્સ્યઉછેર	Acuicultura
ઇલોરાની ગુફાઓ	Ellora
હુમાયુનો મકબરો	Tumba de Humayun
અષ્ટાધ્યાયી	Panini (gramático)
મતદાન	Voto (elecciones)
મલ્ટિમીટર	Multímetro
ઇસ્કોન	Asociación Internacional para la Conciencia de Krishna
શરીર વૃદ્ધી અંતઃસ્ત્રાવ	Hormona del crecimiento
શક સંવત	Calendario hindú
વેબ ડિઝાઈન	Diseño web
વિલવણીકરણ	Desalinización
સક્રિય કાર્બન	Carbón activado
ચણોઠી	Abrus precatorius
સીતા	Sita
લક્ષ્મી મિત્તલ	Lakshmi Mittal
ગોદાવરી	Río Godavari
લૂઈસ વીટન	Louis Vuitton
કરકરો	Anthropoides virgo
સેન્ટ જેમ્સ પાર્ક	St James' Park
નાણાકીય વર્ષ	Año fiscal
ભારતીય વાનગીઓ	Gastronomía de la India
અનામિકા	Dedo anular
વ્યાપાર ચક્ર	Ciclo económico
ઐઝવાલ	Aizawl
બાળ કામદાર	Explotación infantil
રાજગીધ	Sarcoramphus papa
કાઝીરંગા રાષ્ટ્રીય ઉદ્યાન	Parque nacional de Kaziranga
હાર્લી-ડેવિડસન	Harley-Davidson
ઋતુ-પ્રવાસ	Migración animal
ગોલ્ડમૅન સૅશ	Goldman Sachs
ક્રોપ સર્કલ	Círculos en los cultivos
કૃષ્ણા નદી	Río Krishná
ખંજરી (વાદ્ય)	Pandereta
બંજી જમ્પિંગ	Puentismo
કૃષિ ઈજનેરી	Ingeniería agrícola
સક્રિય કલા વીજસ્થિતિમાન	Potencial de acción
રુપનગર જિલ્લો	Distrito de Rupnagar
મૌલાના આઝાદ	Abul Kalam Azad
રાજેન્દ્ર પ્રસાદ	Rajendra Prasad
લીલો દરીયાઈ કાચબો	Chelonia mydas
દેહરાદૂન	Dehradun
ગુવાહાટી	Guwahati
લેસર પ્રિન્ટર	Impresora láser
વિશાખાપટનમ	Visakhapatnam
વિજયવાડા	Vijayawada
જોધપુર	Jodhpur
અજમેર	Ajmer
