አፍሪቃ	África
1954 እ.ኤ.አ.	1954
1953 እ.ኤ.አ.	1953
1951 እ.ኤ.አ.	1951
1950 እ.ኤ.አ.	1950
1946 እ.ኤ.አ.	1946
1943 እ.ኤ.አ.	1943
1942 እ.ኤ.አ.	1942
1940 እ.ኤ.አ.	1940
1939 እ.ኤ.አ.	1939
1938 እ.ኤ.አ.	1938
1937 እ.ኤ.አ.	1937
1936 እ.ኤ.አ.	1936
ማንችስተር ዩናይትድ	Manchester United Football Club
1935 እ.ኤ.አ.	1935
1934 እ.ኤ.አ.	1934
ኒውካስል ዩናይትድ	Newcastle United Football Club
2 ሰኑስረት	Sesostris II
1933 እ.ኤ.አ.	1933
ሳውዝሃምፕተን እግር ኳስ ክለብ	Southampton Football Club
2 አመነምሃት	Amenemhat II
1932 እ.ኤ.አ.	1932
ዌስት ብሮምዊች አልቢዮን	West Bromwich Albion Football Club
1 ሰኑስረት	Sesostris I
1 አመነምሃት	Amenemhat I
1931 እ.ኤ.አ.	1931
1930 እ.ኤ.አ.	1930
1929 እ.ኤ.አ.	1929
ፕዮንግያንግ	Pionyang
አዲስ ኪዳን	Nuevo Testamento
ኻአንኽሬ ሶበክሆተፕ	Sebekhotep I
ጌታያውያን	Getas
ኦስካር	Premios Óscar
1001 እ.ኤ.አ.	1001
1002 እ.ኤ.አ.	1002
1003 እ.ኤ.አ.	1003
1005 እ.ኤ.አ.	1005
1006 እ.ኤ.አ.	1006
1007 እ.ኤ.አ.	1007
1008 እ.ኤ.አ.	1008
1009 እ.ኤ.አ.	1009
1010 እ.ኤ.አ.	1010
1011 እ.ኤ.አ.	1011
1012 እ.ኤ.አ.	1012
1013 እ.ኤ.አ.	1013
1014 እ.ኤ.አ.	1014
3 አመነምሃት	Amenemhat III
1015 እ.ኤ.አ.	1015
4 አመነምሃት	Amenemhat IV
1016 እ.ኤ.አ.	1016
3 ሰኑስረት	Sesostris III
1017 እ.ኤ.አ.	1017
1018 እ.ኤ.አ.	1018
1019 እ.ኤ.አ.	1019
1020 እ.ኤ.አ.	1020
1021 እ.ኤ.አ.	1021
1022 እ.ኤ.አ.	1022
1023 እ.ኤ.አ.	1023
1024 እ.ኤ.አ.	1024
1025 እ.ኤ.አ.	1025
1026 እ.ኤ.አ.	1026
1027 እ.ኤ.አ.	1027
1028 እ.ኤ.አ.	1028
1029 እ.ኤ.አ.	1029
1030 እ.ኤ.አ.	1030
1031 እ.ኤ.አ.	1031
የዓለም ዋንጫ	Copa Mundial de Fútbol
1032 እ.ኤ.አ.	1032
አቺሬያሌ	Acireale
1033 እ.ኤ.አ.	1033
1034 እ.ኤ.አ.	1034
1035 እ.ኤ.አ.	1035
1036 እ.ኤ.አ.	1036
1037 እ.ኤ.አ.	1037
1038 እ.ኤ.አ.	1038
1039 እ.ኤ.አ.	1039
1040 እ.ኤ.አ.	1040
1041 እ.ኤ.አ.	1041
1042 እ.ኤ.አ.	1042
1043 እ.ኤ.አ.	1043
1044 እ.ኤ.አ.	1044
1045 እ.ኤ.አ.	1045
1046 እ.ኤ.አ.	1046
1047 እ.ኤ.አ.	1047
1048 እ.ኤ.አ.	1048
1049 እ.ኤ.አ.	1049
1050 እ.ኤ.አ.	1050
1051 እ.ኤ.አ.	1051
አንድሬስ ጉዋርዳዶ	Andrés Guardado
1052 እ.ኤ.አ.	1052
1053 እ.ኤ.አ.	1053
1054 እ.ኤ.አ.	1054
1055 እ.ኤ.አ.	1055
1056 እ.ኤ.አ.	1056
1057 እ.ኤ.አ.	1057
1058 እ.ኤ.አ.	1058
1059 እ.ኤ.አ.	1059
1060 እ.ኤ.አ.	1060
1061 እ.ኤ.አ.	1061
1062 እ.ኤ.አ.	1062
1063 እ.ኤ.አ.	1063
1064 እ.ኤ.አ.	1064
1065 እ.ኤ.አ.	1065
1066 እ.ኤ.አ.	1066
1067 እ.ኤ.አ.	1067
1068 እ.ኤ.አ.	1068
1069 እ.ኤ.አ.	1069
1070 እ.ኤ.አ.	1070
1071 እ.ኤ.አ.	1071
1072 እ.ኤ.አ.	1072
1073 እ.ኤ.አ.	1073
1074 እ.ኤ.አ.	1074
1075 እ.ኤ.አ.	1075
1076 እ.ኤ.አ.	1076
1077 እ.ኤ.አ.	1077
1078 እ.ኤ.አ.	1078
1079 እ.ኤ.አ.	1079
1080 እ.ኤ.አ.	1080
1081 እ.ኤ.አ.	1081
1082 እ.ኤ.አ.	1082
1083 እ.ኤ.አ.	1083
1084 እ.ኤ.አ.	1084
1085 እ.ኤ.አ.	1085
1086 እ.ኤ.አ.	1086
1087 እ.ኤ.አ.	1087
1088 እ.ኤ.አ.	1088
1089 እ.ኤ.አ.	1089
1090 እ.ኤ.አ.	1090
1091 እ.ኤ.አ.	1091
1092 እ.ኤ.አ.	1092
1093 እ.ኤ.አ.	1093
1094 እ.ኤ.አ.	1094
1095 እ.ኤ.አ.	1095
1096 እ.ኤ.አ.	1096
1097 እ.ኤ.አ.	1097
ኛ ትራንግ	Nha Trang
1098 እ.ኤ.አ.	1098
1099 እ.ኤ.አ.	1099
1106 እ.ኤ.አ.	1106
1107 እ.ኤ.አ.	1107
1108 እ.ኤ.አ.	1108
1109 እ.ኤ.አ.	1109
1110 እ.ኤ.አ.	1110
ፖዶስክ	Podolsk
1111 እ.ኤ.አ.	1111
1112 እ.ኤ.አ.	1112
1113 እ.ኤ.አ.	1113
1114 እ.ኤ.አ.	1114
1115 እ.ኤ.አ.	1115
1116 እ.ኤ.አ.	1116
1117 እ.ኤ.አ.	1117
1118 እ.ኤ.አ.	1118
1119 እ.ኤ.አ.	1119
1120 እ.ኤ.አ.	1120
1130 እ.ኤ.አ.	1130
ላንታኖይድ	Lantánido
አክቲኖይድ	Actínido
1131 እ.ኤ.አ.	1131
ራፋኤል ኮሬያ	Rafael Correa
1132 እ.ኤ.አ.	1132
1133 እ.ኤ.አ.	1133
1134 እ.ኤ.አ.	1134
1135 እ.ኤ.አ.	1135
1136 እ.ኤ.አ.	1136
1137 እ.ኤ.አ.	1137
1138 እ.ኤ.አ.	1138
1139 እ.ኤ.አ.	1139
5 እ.ኤ.አ.	5
1140 እ.ኤ.አ.	1140
1141 እ.ኤ.አ.	1141
1142 እ.ኤ.አ.	1142
1143 እ.ኤ.አ.	1143
1144 እ.ኤ.አ.	1144
4 እ.ኤ.አ.	4
1145 እ.ኤ.አ.	1145
1146 እ.ኤ.አ.	1146
1147 እ.ኤ.አ.	1147
1148 እ.ኤ.አ.	1148
3 እ.ኤ.አ.	3
1149 እ.ኤ.አ.	1149
1150 እ.ኤ.አ.	1150
1151 እ.ኤ.አ.	1151
1152 እ.ኤ.አ.	1152
1153 እ.ኤ.አ.	1153
2 እ.ኤ.አ.	2
1154 እ.ኤ.አ.	1154
1155 እ.ኤ.አ.	1155
1156 እ.ኤ.አ.	1156
1157 እ.ኤ.አ.	1157
1158 እ.ኤ.አ.	1158
1159 እ.ኤ.አ.	1159
ቡካረስት	Bucarest
1160 እ.ኤ.አ.	1160
1161 እ.ኤ.አ.	1161
1162 እ.ኤ.አ.	1162
1163 እ.ኤ.አ.	1163
1164 እ.ኤ.አ.	1164
1165 እ.ኤ.አ.	1165
1166 እ.ኤ.አ.	1166
1167 እ.ኤ.አ.	1167
1168 እ.ኤ.አ.	1168
1169 እ.ኤ.አ.	1169
1170 እ.ኤ.አ.	1170
የፕዌርቶ ሪኮ ነጻነት ፓርቲ	Partido Independentista Puertorriqueño
1171 እ.ኤ.አ.	1171
ቴምስ ወንዝ	Río Támesis
1172 እ.ኤ.አ.	1172
1173 እ.ኤ.አ.	1173
ቲራና	Tirana
1174 እ.ኤ.አ.	1174
1175 እ.ኤ.አ.	1175
1176 እ.ኤ.አ.	1176
1177 እ.ኤ.አ.	1177
1178 እ.ኤ.አ.	1178
1179 እ.ኤ.አ.	1179
1180 እ.ኤ.አ.	1180
1181 እ.ኤ.አ.	1181
አህያ	Equus africanus asinus
1182 እ.ኤ.አ.	1182
1928 እ.ኤ.አ.	1928
1183 እ.ኤ.አ.	1183
1184 እ.ኤ.አ.	1184
1185 እ.ኤ.አ.	1185
1186 እ.ኤ.አ.	1186
1187 እ.ኤ.አ.	1187
1188 እ.ኤ.አ.	1188
1189 እ.ኤ.አ.	1189
1190 እ.ኤ.አ.	1190
1191 እ.ኤ.አ.	1191
1192 እ.ኤ.አ.	1192
1193 እ.ኤ.አ.	1193
1194 እ.ኤ.አ.	1194
1195 እ.ኤ.አ.	1195
1196 እ.ኤ.አ.	1196
1197 እ.ኤ.አ.	1197
1198 እ.ኤ.አ.	1198
1199 እ.ኤ.አ.	1199
6 እ.ኤ.አ.	6
ብሉይ ኪዳን	Antiguo Testamento
ገና	Navidad
ሶስት ማእዘን	Triángulo
ስቲቭ ጆብስ	Steve Jobs
ብራይንግርበርግ	Breinigerberg
ቩንግ ታው	Vũng Tàu
ኪሺንው	Chisináu
የኮምፒውተር፡ጥናት	Ciencias de la computación
የተፈጥሮ ቁጥር (ናቹራል ነምበር)	Número natural
የባሕል ጥናት	Sociología
አሩባ	Aruba
ብሩማት	Brumath
ፔትሮሊየም	Petróleo
የምድር መጋጠሚያ ውቅር	Coordenadas geográficas
ፍሪድርክ ሺለር	Friedrich Schiller
ባንክ	Banco
መትዝ	Metz
ፔንስልቫኒያ ጀርመንኛ	Alemán de Pensilvania
አየርላንድ	Irlanda (isla)
ብራድፎርድ	Bradford
ኤልን	Elna
1 እ.ኤ.አ.	1
ሉ ሡን	Lu Xun
ሴግሬ ወንዝ	Río Segre
10 እ.ኤ.አ.	10
20 እ.ኤ.አ.	20
30 እ.ኤ.አ.	30
አብካዝያ	Abjasia
40 እ.ኤ.አ.	40
9 እ.ኤ.አ.	9
7 እ.ኤ.አ.	7
8 እ.ኤ.አ.	8
12 እ.ኤ.አ.	12
ዶሚኒክ ኤንግር	Jean-Auguste-Dominique Ingres
በረዶ	Hielo
አባታችን ሆይ	Padre nuestro
ሀይቅ	Lago
ነጭ ሽንኩርት	Allium sativum
የሰው ልጅ ጥናት	Antropología
930 እ.ኤ.አ.	930
13 እ.ኤ.አ.	13
985 እ.ኤ.አ.	985
1122 እ.ኤ.አ.	1122
981 እ.ኤ.አ.	981
939 እ.ኤ.አ.	939
ደቡብ ኦሤትያ	Osetia del Sur
ኡላዓን ባዓታር	Ulán Bator
ኧርነስት ሄሚንጔይ	Ernest Hemingway
ኤዲንቦሮ	Edimburgo
አሽጋባት	Asjabad
51 እ.ኤ.አ.	51
ኦክታቭ ሚርቦ	Octave Mirbeau
ነጭ	Blanco (color)
ጥቁር	Negro (color)
814 እ.ኤ.አ.	814
678 እ.ኤ.አ.	678
950 እ.ኤ.አ.	950
679 እ.ኤ.አ.	679
996 እ.ኤ.አ.	996
680 እ.ኤ.አ.	680
37 እ.ኤ.አ.	37
980 እ.ኤ.አ.	980
900 እ.ኤ.አ.	900
1129 እ.ኤ.አ.	1129
843 እ.ኤ.አ.	843
690 እ.ኤ.አ.	690
691 እ.ኤ.አ.	691
988 እ.ኤ.አ.	988
692 እ.ኤ.አ.	692
476 እ.ኤ.አ.	476
693 እ.ኤ.አ.	693
ማርሴ	Marsella
694 እ.ኤ.አ.	694
695 እ.ኤ.አ.	695
696 እ.ኤ.አ.	696
697 እ.ኤ.አ.	697
698 እ.ኤ.አ.	698
699 እ.ኤ.አ.	699
700 እ.ኤ.አ.	700
ሞሽቼና	Moshchena
701 እ.ኤ.አ.	701
702 እ.ኤ.አ.	702
ሥነ ቅርስ	Arqueología
703 እ.ኤ.አ.	703
ቲማቲም	Solanum lycopersicum
704 እ.ኤ.አ.	704
705 እ.ኤ.አ.	705
ጆርጅ ኤች ቡሽ	George H. W. Bush
706 እ.ኤ.አ.	706
68 እ.ኤ.አ.	68
89 እ.ኤ.አ.	89
707 እ.ኤ.አ.	707
708 እ.ኤ.አ.	708
709 እ.ኤ.አ.	709
11 እ.ኤ.አ.	11
710 እ.ኤ.አ.	710
711 እ.ኤ.አ.	711
712 እ.ኤ.አ.	712
713 እ.ኤ.አ.	713
714 እ.ኤ.አ.	714
መደብ:ስላቪክ ቋንቋዎች	Lenguas eslavas
715 እ.ኤ.አ.	715
716 እ.ኤ.አ.	716
717 እ.ኤ.አ.	717
718 እ.ኤ.አ.	718
ኤንትረና	Entrena
719 እ.ኤ.አ.	719
720 እ.ኤ.አ.	720
721 እ.ኤ.አ.	721
722 እ.ኤ.አ.	722
ሴሌና	Selena Quintanilla Pérez
723 እ.ኤ.አ.	723
724 እ.ኤ.አ.	724
ሜሪዳ፣ ቬኔዝዌላ	Mérida (Venezuela)
725 እ.ኤ.አ.	725
726 እ.ኤ.አ.	726
አትላንታ	Atlanta
727 እ.ኤ.አ.	727
728 እ.ኤ.አ.	728
729 እ.ኤ.አ.	729
963 እ.ኤ.አ.	963
730 እ.ኤ.አ.	730
ፖድጎሪጻ	Podgorica
731 እ.ኤ.አ.	731
962 እ.ኤ.አ.	962
732 እ.ኤ.አ.	732
733 እ.ኤ.አ.	733
997 እ.ኤ.አ.	997
734 እ.ኤ.አ.	734
972 እ.ኤ.አ.	972
735 እ.ኤ.አ.	735
955 እ.ኤ.አ.	955
901 እ.ኤ.አ.	901
736 እ.ኤ.አ.	736
737 እ.ኤ.አ.	737
936 እ.ኤ.አ.	936
738 እ.ኤ.አ.	738
953 እ.ኤ.አ.	953
902 እ.ኤ.አ.	902
739 እ.ኤ.አ.	739
15 እ.ኤ.አ.	15
740 እ.ኤ.አ.	740
14 እ.ኤ.አ.	14
741 እ.ኤ.አ.	741
742 እ.ኤ.አ.	742
17 እ.ኤ.አ.	17
743 እ.ኤ.አ.	743
958 እ.ኤ.አ.	958
744 እ.ኤ.አ.	744
500 እ.ኤ.አ.	500
745 እ.ኤ.አ.	745
150 እ.ኤ.አ.	150
746 እ.ኤ.አ.	746
880 እ.ኤ.አ.	880
747 እ.ኤ.አ.	747
748 እ.ኤ.አ.	748
749 እ.ኤ.አ.	749
870 እ.ኤ.አ.	870
903 እ.ኤ.አ.	903
750 እ.ኤ.አ.	750
751 እ.ኤ.አ.	751
752 እ.ኤ.አ.	752
753 እ.ኤ.አ.	753
987 እ.ኤ.አ.	987
754 እ.ኤ.አ.	754
965 እ.ኤ.አ.	965
755 እ.ኤ.አ.	755
924 እ.ኤ.አ.	924
951 እ.ኤ.አ.	951
932 እ.ኤ.አ.	932
ዌሊንግተን	Wellington (Nueva Zelanda)
23 እ.ኤ.አ.	23
800 እ.ኤ.አ.	800
ጂሚ ካርተር	Jimmy Carter
120 እ.ኤ.አ.	120
42 እ.ኤ.አ.	42
967 እ.ኤ.አ.	967
989 እ.ኤ.አ.	989
960 እ.ኤ.አ.	960
969 እ.ኤ.አ.	969
957 እ.ኤ.አ.	957
1124 እ.ኤ.አ.	1124
971 እ.ኤ.አ.	971
937 እ.ኤ.አ.	937
992 እ.ኤ.አ.	992
990 እ.ኤ.አ.	990
899 እ.ኤ.አ.	899
975 እ.ኤ.አ.	975
942 እ.ኤ.አ.	942
966 እ.ኤ.አ.	966
1128 እ.ኤ.አ.	1128
959 እ.ኤ.አ.	959
973 እ.ኤ.አ.	973
18 እ.ኤ.አ.	18
19 እ.ኤ.አ.	19
16 እ.ኤ.አ.	16
ላስ ቬጋስ	Las Vegas
21 እ.ኤ.አ.	21
26 እ.ኤ.አ.	26
41 እ.ኤ.አ.	41
32 እ.ኤ.አ.	32
33 እ.ኤ.አ.	33
982 እ.ኤ.አ.	982
974 እ.ኤ.አ.	974
976 እ.ኤ.አ.	976
979 እ.ኤ.አ.	979
986 እ.ኤ.አ.	986
919 እ.ኤ.አ.	919
998 እ.ኤ.አ.	998
995 እ.ኤ.አ.	995
977 እ.ኤ.አ.	977
1125 እ.ኤ.አ.	1125
ቫሌታ	La Valeta
934 እ.ኤ.አ.	934
200 እ.ኤ.አ.	200
876 እ.ኤ.አ.	876
875 እ.ኤ.አ.	875
810 እ.ኤ.አ.	810
929 እ.ኤ.አ.	929
882 እ.ኤ.አ.	882
1127 እ.ኤ.አ.	1127
940 እ.ኤ.አ.	940
889 እ.ኤ.አ.	889
844 እ.ኤ.አ.	844
912 እ.ኤ.አ.	912
838 እ.ኤ.አ.	838
984 እ.ኤ.አ.	984
874 እ.ኤ.አ.	874
38 እ.ኤ.አ.	38
43 እ.ኤ.አ.	43
127 እ.ኤ.አ.	127
954 እ.ኤ.አ.	954
39 እ.ኤ.አ.	39
24 እ.ኤ.አ.	24
79 እ.ኤ.አ.	79
61 እ.ኤ.አ.	61
104 እ.ኤ.አ.	104
29 እ.ኤ.አ.	29
102 እ.ኤ.አ.	102
866 እ.ኤ.አ.	866
839 እ.ኤ.አ.	839
622 እ.ኤ.አ.	622
918 እ.ኤ.አ.	918
100 እ.ኤ.አ.	100
ሊላ ዳውንስ	Lila Downs
961 እ.ኤ.አ.	961
570 እ.ኤ.አ.	570
632 እ.ኤ.አ.	632
946 እ.ኤ.አ.	946
835 እ.ኤ.አ.	835
884 እ.ኤ.አ.	884
859 እ.ኤ.አ.	859
832 እ.ኤ.አ.	832
849 እ.ኤ.አ.	849
877 እ.ኤ.አ.	877
878 እ.ኤ.አ.	878
861 እ.ኤ.አ.	861
869 እ.ኤ.አ.	869
968 እ.ኤ.አ.	968
983 እ.ኤ.አ.	983
964 እ.ኤ.አ.	964
1121 እ.ኤ.አ.	1121
1123 እ.ኤ.አ.	1123
933 እ.ኤ.አ.	933
915 እ.ኤ.አ.	915
970 እ.ኤ.አ.	970
911 እ.ኤ.አ.	911
993 እ.ኤ.አ.	993
991 እ.ኤ.አ.	991
994 እ.ኤ.አ.	994
898 እ.ኤ.አ.	898
944 እ.ኤ.አ.	944
907 እ.ኤ.አ.	907
943 እ.ኤ.አ.	943
945 እ.ኤ.አ.	945
922 እ.ኤ.አ.	922
905 እ.ኤ.አ.	905
941 እ.ኤ.አ.	941
925 እ.ኤ.አ.	925
928 እ.ኤ.አ.	928
948 እ.ኤ.አ.	948
947 እ.ኤ.አ.	947
949 እ.ኤ.አ.	949
926 እ.ኤ.አ.	926
126 እ.ኤ.አ.	126
101 እ.ኤ.አ.	101
105 እ.ኤ.አ.	105
108 እ.ኤ.አ.	108
117 እ.ኤ.አ.	117
115 እ.ኤ.አ.	115
22 እ.ኤ.አ.	22
46 እ.ኤ.አ.	46
25 እ.ኤ.አ.	25
153 እ.ኤ.አ.	153
156 እ.ኤ.አ.	156
31 እ.ኤ.አ.	31
825 እ.ኤ.አ.	825
ቫንኩቨር	Vancouver
301 እ.ኤ.አ.	301
116 እ.ኤ.አ.	116
886 እ.ኤ.አ.	886
330 እ.ኤ.አ.	330
ኤፍ.ሲ. ግሮኒንገን	FC Groningen
860 እ.ኤ.አ.	860
842 እ.ኤ.አ.	842
165 እ.ኤ.አ.	165
871 እ.ኤ.አ.	871
893 እ.ኤ.አ.	893
203 እ.ኤ.አ.	203
909 እ.ኤ.አ.	909
222 እ.ኤ.አ.	222
931 እ.ኤ.አ.	931
938 እ.ኤ.አ.	938
917 እ.ኤ.አ.	917
160 እ.ኤ.አ.	160
28 እ.ኤ.አ.	28
ሊቨርፑል፣ እንግሊዝ	Liverpool
85 እ.ኤ.አ.	85
88 እ.ኤ.አ.	88
76 እ.ኤ.አ.	76
54 እ.ኤ.አ.	54
477 እ.ኤ.አ.	477
914 እ.ኤ.አ.	914
920 እ.ኤ.አ.	920
913 እ.ኤ.አ.	913
935 እ.ኤ.አ.	935
841 እ.ኤ.አ.	841
አቫታር (ፊልም)	Avatar (película)
820 እ.ኤ.አ.	820
906 እ.ኤ.አ.	906
916 እ.ኤ.አ.	916
885 እ.ኤ.አ.	885
168 እ.ኤ.አ.	168
60 እ.ኤ.አ.	60
47 እ.ኤ.አ.	47
836 እ.ኤ.አ.	836
112 እ.ኤ.አ.	112
854 እ.ኤ.አ.	854
862 እ.ኤ.አ.	862
879 እ.ኤ.አ.	879
887 እ.ኤ.አ.	887
770 እ.ኤ.አ.	770
817 እ.ኤ.አ.	817
864 እ.ኤ.አ.	864
863 እ.ኤ.አ.	863
868 እ.ኤ.አ.	868
855 እ.ኤ.አ.	855
818 እ.ኤ.አ.	818
837 እ.ኤ.አ.	837
845 እ.ኤ.አ.	845
166 እ.ኤ.አ.	166
ሰዓት (የጊዜ አሀድ)	Hora
ኣተር	Pisum sativum
የጀርባ አጥንት ያላቸው እንስሳት	Vertebrata
2016 እ.ኤ.አ.	2016
ኖቪ ድቩር ክሩለፍስኪ	Nowy Dwór Królewski
ፋሮኛ	Idioma feroés
552 እ.ኤ.አ.	552
አፍሮ እስያዊ ቋንቋዎች	Lenguas afroasiáticas
ታታርኛ	Idioma tártaro
ዬተቦርይ	Gotemburgo
ክብደት	Peso
ኮርንኛ	Idioma córnico
2017 እ.ኤ.አ.	2017
2018 እ.ኤ.አ.	2018
ተምር	Phoenix dactylifera
መዶሻ	Martillo
ዋሽንግተን	Washington
ሃይል (ፊዚክስ)	Potencia (física)
መጠነ እንቅፋት	Resistencia eléctrica
ዝቅተኛ ሳክስኛ	Bajo alemán
ካርልስታድ	Karlstad
ሜልንልኬ	Mölnlycke
600 እ.ኤ.አ.	600
400 እ.ኤ.አ.	400
300 እ.ኤ.አ.	300
ሉዊስ አልቤርቶ ሱዋሬዝ	Luis Suárez (futbolista)
የምዕራብ-ጀርመናዊ ቋንቋዎች ቤተሠብ	Lenguas germánicas occidentales
እጸ ፋርስ	Cannabis sativa
ቅርንፉድ	Syzygium aromaticum
ሄሮዶቶስ	Heródoto
ወተት ኣንጀት	Abomaso
ሜልንዳል	Mölndal
አፋርኛ	Idioma afar
ክርስታደልፍያን	Cristadelfianos
አማርኛ	Idioma amhárico
አናፖሊስ	Annapolis
ሰለሪ	Apium graveolens
ጎጆሰን	Gojoseon
36 እ.ኤ.አ.	36
ፀጉር	Pelo
መጠነ ዙሪያ	Perímetro
በር:ቋንቋ	Portal:Lenguas
ውድድር	Derivada
ኋንግ ዲ	Emperador amarillo
ከአባ	Kaaba
ሪፐብሊካን ፓርቲ (አሜሪካ)	Partido Republicano (Estados Unidos)
ቻይና	China (región)
ሕዝቡን የመራች ነፃነት	La Libertad guiando al pueblo
ዴሞክራቲክ ፓርቲ (አሜሪካ)	Partido Demócrata (Estados Unidos)
815 እ.ኤ.አ.	815
የምስር አረብኛ	Árabe egipcio
816 እ.ኤ.አ.	816
822 እ.ኤ.አ.	822
840 እ.ኤ.አ.	840
823 እ.ኤ.አ.	823
811 እ.ኤ.አ.	811
771 እ.ኤ.አ.	771
888 እ.ኤ.አ.	888
768 እ.ኤ.አ.	768
አስዩት	Asiut
851 እ.ኤ.አ.	851
205 እ.ኤ.አ.	205
159 እ.ኤ.አ.	159
107 እ.ኤ.አ.	107
162 እ.ኤ.አ.	162
103 እ.ኤ.አ.	103
802 እ.ኤ.አ.	802
804 እ.ኤ.አ.	804
119 እ.ኤ.አ.	119
118 እ.ኤ.አ.	118
801 እ.ኤ.አ.	801
807 እ.ኤ.አ.	807
806 እ.ኤ.አ.	806
152 እ.ኤ.አ.	152
240 እ.ኤ.አ.	240
218 እ.ኤ.አ.	218
655 እ.ኤ.አ.	655
496 እ.ኤ.አ.	496
238 እ.ኤ.አ.	238
197 እ.ኤ.አ.	197
451 እ.ኤ.አ.	451
775 እ.ኤ.አ.	775
489 እ.ኤ.አ.	489
784 እ.ኤ.አ.	784
661 እ.ኤ.አ.	661
625 እ.ኤ.አ.	625
653 እ.ኤ.አ.	653
904 እ.ኤ.አ.	904
921 እ.ኤ.አ.	921
923 እ.ኤ.አ.	923
1126 እ.ኤ.አ.	1126
668 እ.ኤ.አ.	668
636 እ.ኤ.አ.	636
408 እ.ኤ.አ.	408
464 እ.ኤ.አ.	464
410 እ.ኤ.አ.	410
956 እ.ኤ.አ.	956
952 እ.ኤ.አ.	952
658 እ.ኤ.አ.	658
650 እ.ኤ.አ.	650
518 እ.ኤ.አ.	518
70 እ.ኤ.አ.	70
81 እ.ኤ.አ.	81
69 እ.ኤ.አ.	69
87 እ.ኤ.አ.	87
65 እ.ኤ.አ.	65
66 እ.ኤ.አ.	66
67 እ.ኤ.አ.	67
55 እ.ኤ.አ.	55
34 እ.ኤ.አ.	34
44 እ.ኤ.አ.	44
35 እ.ኤ.አ.	35
64 እ.ኤ.አ.	64
504 እ.ኤ.አ.	504
453 እ.ኤ.አ.	453
161 እ.ኤ.አ.	161
169 እ.ኤ.አ.	169
481 እ.ኤ.አ.	481
151 እ.ኤ.አ.	151
155 እ.ኤ.አ.	155
128 እ.ኤ.አ.	128
129 እ.ኤ.አ.	129
463 እ.ኤ.አ.	463
193 እ.ኤ.አ.	193
674 እ.ኤ.አ.	674
687 እ.ኤ.አ.	687
251 እ.ኤ.አ.	251
337 እ.ኤ.አ.	337
786 እ.ኤ.አ.	786
660 እ.ኤ.አ.	660
50 እ.ኤ.አ.	50
260 እ.ኤ.አ.	260
501 እ.ኤ.አ.	501
45 እ.ኤ.አ.	45
491 እ.ኤ.አ.	491
49 እ.ኤ.አ.	49
978 እ.ኤ.አ.	978
ሳይሌሲያን	Idioma silesio
221 እ.ኤ.አ.	221
543 እ.ኤ.አ.	543
536 እ.ኤ.አ.	536
230 እ.ኤ.አ.	230
762 እ.ኤ.አ.	762
610 እ.ኤ.አ.	610
787 እ.ኤ.አ.	787
480 እ.ኤ.አ.	480
209 እ.ኤ.አ.	209
202 እ.ኤ.አ.	202
192 እ.ኤ.አ.	192
681 እ.ኤ.አ.	681
819 እ.ኤ.አ.	819
173 እ.ኤ.አ.	173
867 እ.ኤ.አ.	867
865 እ.ኤ.አ.	865
827 እ.ኤ.አ.	827
824 እ.ኤ.አ.	824
847 እ.ኤ.አ.	847
883 እ.ኤ.አ.	883
829 እ.ኤ.አ.	829
813 እ.ኤ.አ.	813
910 እ.ኤ.አ.	910
850 እ.ኤ.አ.	850
808 እ.ኤ.አ.	808
853 እ.ኤ.አ.	853
872 እ.ኤ.አ.	872
873 እ.ኤ.አ.	873
856 እ.ኤ.አ.	856
858 እ.ኤ.አ.	858
831 እ.ኤ.አ.	831
857 እ.ኤ.አ.	857
828 እ.ኤ.አ.	828
826 እ.ኤ.አ.	826
833 እ.ኤ.አ.	833
848 እ.ኤ.አ.	848
834 እ.ኤ.አ.	834
881 እ.ኤ.አ.	881
852 እ.ኤ.አ.	852
163 እ.ኤ.አ.	163
154 እ.ኤ.አ.	154
201 እ.ኤ.አ.	201
803 እ.ኤ.አ.	803
805 እ.ኤ.አ.	805
52 እ.ኤ.አ.	52
532 እ.ኤ.አ.	532
82 እ.ኤ.አ.	82
84 እ.ኤ.አ.	84
73 እ.ኤ.አ.	73
72 እ.ኤ.አ.	72
62 እ.ኤ.አ.	62
71 እ.ኤ.አ.	71
75 እ.ኤ.አ.	75
74 እ.ኤ.አ.	74
83 እ.ኤ.አ.	83
78 እ.ኤ.አ.	78
77 እ.ኤ.አ.	77
90 እ.ኤ.አ.	90
80 እ.ኤ.አ.	80
627 እ.ኤ.አ.	627
456 እ.ኤ.አ.	456
91 እ.ኤ.አ.	91
190 እ.ኤ.አ.	190
109 እ.ኤ.አ.	109
53 እ.ኤ.አ.	53
270 እ.ኤ.አ.	270
688 እ.ኤ.አ.	688
452 እ.ኤ.አ.	452
795 እ.ኤ.አ.	795
አቭርል ለቪን	Avril Lavigne
465 እ.ኤ.አ.	465
778 እ.ኤ.አ.	778
846 እ.ኤ.አ.	846
830 እ.ኤ.አ.	830
404 እ.ኤ.አ.	404
ፕሬዝዳንት	Presidente
908 እ.ኤ.አ.	908
896 እ.ኤ.አ.	896
897 እ.ኤ.አ.	897
927 እ.ኤ.አ.	927
63 እ.ኤ.አ.	63
555 እ.ኤ.አ.	555
571 እ.ኤ.አ.	571
86 እ.ኤ.አ.	86
