Āfrika	África
Kims Čonins	Kim Jong-un
Janu valoda	Idioma yana
Monegasku dialekts	Idioma monegasco
Gēlu valodas	Lenguas goidélicas
Sāmu valodas	Lenguas sami
Hausu valoda	Idioma hausa
Vilamoviešu valoda	Idioma vilamoviciano
Zibenskarš	Blitzkrieg
Pirts	Sauna
Dzjansji	Jiangxi
Paracetamols	Paracetamol
Filips Lenards	Philipp Lenard
Oto Hāns	Otto Hahn
Džeimss Franks	James Franck
Makss fon Laue	Max von Laue
Vilhelms Vīns	Wilhelm Wien
Gustavs Hercs	Gustav Hertz
Oto Šterns	Otto Stern
Daniels Gabriels Fārenheits	Daniel Gabriel Fahrenheit
Nellija Zaksa	Nelly Sachs
Fricis Hābers	Fritz Haber
Karls Ferdinands Brauns	Carl Ferdinand Braun
Jirgens Klinsmans	Jürgen Klinsmann
Ērihs Fromms	Erich Fromm
Pauls Ērlihs	Paul Ehrlich
Emanuels Laskers	Emanuel Lasker
Gotlībs Daimlers	Gottlieb Daimler
Marija Geperta-Maiera	Maria Goeppert-Mayer
Kārlis Veierštrāss	Karl Weierstraß
Heinrihs Šlīmanis	Heinrich Schliemann
Jozefs Mengele	Josef Mengele
Osvalds Špenglers	Oswald Spengler
Jenss Lēmans	Jens Gerhard Lehmann
Diāna Krīgere	Diane Kruger
Peters Grīnbergs	Peter Grünberg
Sigismunds Luksemburgs	Segismundo de Luxemburgo
Valters Nernsts	Walther Nernst
Oto Vallahs	Otto Wallach
Albrehts Kosels	Albrecht Kossel
Vilhelms Kanariss	Wilhelm Canaris
Helmuts fon Moltke (jaunākais)	Helmuth Johannes Ludwig von Moltke
Hanss Ulrihs Rūdels	Hans-Ulrich Rudel
Erihs fon Manšteins	Erich von Manstein
Within Temptation	Within Temptation
Ginters fon Klūge	Günther von Kluge
Power metal	Power metal
Valters fon Reihenavs	Walter von Reichenau
Maikls Fasbenders	Michael Fassbender
Kakau	Cacau
Frics Tots	Fritz Todt
Erihs fon Falkenhains	Erich von Falkenhayn
Erihs Rēders	Erich Raeder
Ādolfs Andersens	Adolf Anderssen
Ervins fon Viclēbens	Erwin von Witzleben
Hanna Reiča	Hanna Reitsch
Gustavs Bauers	Gustav Bauer
Oto Lilientāls	Otto Lilienthal
Horsts Vesels	Horst Wessel
Frīdrihs Georgs Vilhelms Strūve	Friedrich Georg Wilhelm von Struve
Kristofs Šneiders	Christoph Schneider
Erhards Milhs	Erhard Milch
Georgs fon Kihlers	Georg von Küchler
Volframs fon Rihthofens	Wolfram von Richthofen
Ernsts Udets	Ernst Udet
Frīdrihs Vilhelms IV Hohencollerns	Federico Guillermo IV de Prusia
Pauls Hausers	Paul Hausser
Matiass Zammers	Matthias Sammer
Ernsts Kasīrers	Ernst Cassirer
Kārlis Ernsts fon Bērs	Karl Ernst von Baer
Hanss Ādolfs Krebss	Hans Adolf Krebs
Gerhards Domagks	Gerhard Domagk
Erihs Hartmanis	Erich Hartmann
Pfalcas Fridrihs	Federico V del Palatinado
Vilhelms Lists	Wilhelm List
Joahims Peipers	Joachim Peiper
Hanss fon Zēkts	Hans von Seeckt
Gothards Heinrici	Gotthard Heinrici
Aleksandra Fjodorovna (Nikolaja I sieva)	Carlota de Prusia (zarina)
Šķīvis	Plato
Kurts Meiers	Kurt Meyer
Valters Funks	Walther Funk
Ludvigs Tīks	Ludwig Tieck
Ernsts Kummers	Ernst Kummer
Hermanis Minkovskis	Hermann Minkowski
Ernsts Cermelo	Ernst Zermelo
Ferdinands Porše	Ferdinand Porsche
Georgijs Parvanovs	Georgi Parvanov
Karaliene Aleksandrīne	Alejandrina de Mecklemburgo-Schwerin
Omārs el Bešīrs	Omar Hasan Ahmad al-Bashir
Ernsts Tollers	Ernst Toller
Erihs fon dem Bahs-Celevskis	Erich von dem Bach-Zelewski
Gerhards Barkhorns	Gerhard Barkhorn
Felipe Kalderons	Felipe Calderón Hinojosa
Helmuts Veidlings	Helmuth Weidling
Pols Bija	Paul Biya
Brita Štefena	Britta Steffen
Joveri Museveni	Yoweri Museveni
Maikls Higinss	Michael D. Higgins
Gotfrīds Benns	Gottfried Benn
Trajans Besesku	Traian Băsescu
Jakobs Zuma	Jacob Zuma
Emīls Artins	Emil Artin
Fanija Mendelsone	Fanny Mendelssohn
Haralds V Gliksburgs	Harald V de Noruega
Elizabete Švarckopfa	Elisabeth Schwarzkopf
Tomass Hendriks Ilvess	Toomas Hendrik Ilves
Frankfurtes grāmatu gadatirgus	Feria del Libro de Fráncfort
Ivans Gašparovičs	Ivan Gašparovič
Ernsts Tempels	Wilhelm Tempel
Abdulla Saūds	Abdalá bin Abdelaziz
Karols Papulijs	Károlos Papulias
Bernhards cur Lipe-Bīsterfelds	Bernardo de Lippe-Biesterfeld
Ērihs Mīlke	Erich Mielke
Jefims Bogoļubovs	Efim Bogoljubow
Žuzē Eduardu duš Santušs	José Eduardo dos Santos
Hasanals Bolkiahs	Muda Hassanal Bolkiah
Kārlis Hermanis Franks	Karl Hermann Frank
Danilo Tirks	Danilo Türk
Kābūss ibn Saīds al Saīds	Qabus bin Said al Said
Hermanis Ebinghauss	Hermann Ebbinghaus
Dimitris Hristofis	Dimitris Jristofias
Alī Hāmenejī	Alí Jamenei
Msvati III	Mswati III de Suazilandia
Arturs Auverss	Arthur Auwers
Ernsts Morics Arnts	Ernst Moritz Arndt
Gustavs Noske	Gustav Noske
Hameds bin Halīfa al Tānī	Hamad bin Jalifa Al Thani
Ilhams Alijevs	İlham Əliyev
Džigme Khesars Namgjels Vangčuks	Jigme Khesar Namgyal Wangchuck
Daļa Grībauskaite	Dalia Grybauskaitė
Krista Volfa	Christa Wolf
Verners fon Brauns	Wernher von Braun
Kurts Tuholskis	Kurt Tucholsky
Alfrēds Deblins	Alfred Döblin
Armandu Gebuza	Armando Guebuza
Anna Zēgerse	Anna Seghers
Nursultans Nazarbajevs	Nursultán Nazarbáyev
Anibals Kavaku Silva	Aníbal Cavaco Silva
Danjels Ortega	Daniel Ortega
Susilo Bambans Judojono	Susilo Bambang Yudhoyono
Čions Ton Šans	Trương Tấn Sang
Frīdrihs Olbrihts	Friedrich Olbricht
Šimons Peress	Shimon Peres
Klaudija Pehšteina	Claudia Pechstein
Elbegdordžs Cahjagīns	Tsajiagiin Elbegdorzh
Hanss Knapertsbušs	Hans Knappertsbusch
Tomislavs Nikoličs	Tomislav Nikolić
Vāclavs Klauss	Václav Klaus
Udo Foigts	Udo Voigt
Ninsjas Hueju autonomais reģions	Ningxia
Hanss Ādams II	Juan Adán II de Liechtenstein
Vilhelms Gustlofs	Wilhelm Gustloff (político)
Abdulla II Hašimīts	Abdalá II de Jordania
Jānošs Āders	János Áder
Klauss Fukss	Emil Julius Klaus Fuchs
Rikardo Martinelli	Ricardo Martinelli
Džordžs Abela	George Abela
Andris Bērziņš (Latvijas prezidents)	Andris Bērziņš (Presidente de Letonia)
Oto Ginše	Otto Günsche
Andrea Petkoviča	Andrea Petković
Isloms Karimovs	Islom Karimov
Hanss Valentīns Hūbe	Hans-Valentin Hube
Fēlikss Šteiners	Felix Steiner
Mikola Azarovs	Mikola Azárov
Sali Beriša	Sali Berisha
Janezs Janša	Janez Janša
Valdis Dombrovskis	Valdis Dombrovskis
Marija Fjodorovna (Pāvila I sieva)	Sofía Dorotea de Wurtemberg
Jirki Katainens	Jyrki Katainen
Andruss Ansips	Andrus Ansip
Viktors Orbāns	Viktor Orbán
Li Sjaņluns	Lee Hsien Loong
Jošihiko Noda	Yoshihiko Noda
Helle Torninga-Šmita	Helle Thorning-Schmidt
Mēklenburgas-Gistrovas Sofija	Sofía de Mecklemburgo-Güstrow
Žans Klods Junkers	Jean-Claude Juncker
Andrus Kubiļus	Andrius Kubilius
Jenss Stoltenbergs	Jens Stoltenberg
Nadžibs Razaks	Najib Tun Razak
Timo Bolls	Timo Boll
Ernsts Johans Bīrons	Ernst Johann von Biron
Jouhana Sīgurdardoutira	Jóhanna Sigurðardóttir
Džons Kejs	John Key
Marks Rite	Mark Rutte
Edvards I Plantagenets	Eduardo I de Inglaterra
Antonis Samars	Antonis Samarás
Nocietinājums	Fortificación
Andrea Henkele	Andrea Henkel
Ārendāle	Arendal
Šnēberga	Schneeberg
Aue	Aue
Mihaels Greiss	Michael Greis
Jans Ulrihs	Jan Ullrich
Johanness Hevēlijs	Johannes Hevelius
Vilhelms Haufs	Wilhelm Hauff
Vilhelms fon Urahs	Mindaugas II de Lituania
EBay	EBay
Katarīna Vita	Katarina Witt
Heinrihs Millers	Heinrich Müller
Georgs Forsters	Georg Forster
Petro Porošenko	Petró Poroshenko
Nikolass Maduro	Nicolás Maduro
Pasterizācija	Pasteurización
Nefrons	Nefrona
Sergejs Lavrovs	Serguéi Lavrov
Viljams Heigs	William Hague
Žans Batists Bio	Jean Baptiste Biot
Leandru Barbosa	Leandro Barbosa
Amons	Amón
Andrē Širle	André Schürrle
Windows 1.0	Windows 1.0
Duran Duran	Duran Duran
Robinju	Robinho
Liams Nīsons	Liam Neeson
Hidrazīns	Hidrazina
Baltijas valstu okupācija	Ocupación de las Repúblicas bálticas
Luijs XII	Luis XII de Francia
Cjiņhuandao	Qinhuangdáo
Erihs Lūdendorfs	Erich Ludendorff
Ernsts Rēms	Ernst Röhm
Baodina	Báoding
Edmunds Huserls	Edmund Husserl
Jao Mins	Yao Ming
Frīdrihs III Hohencollerns	Federico III de Alemania
Arcade Fire	Arcade Fire
Eličiribeeti	Estación Científica Antártica Ruperto Elichiribehety
Kārlis Gebharts	Karl Gebhardt
Pandžabu valoda	Idioma punjabí
Verners Melderss	Werner Mölders
Petrs Apiāns	Petrus Apianus
Puštu	Idioma pastún
Oskars Dirlevangers	Oskar Dirlewanger
Frīdrihs Vilhelms Argelanders	Friedrich Argelander
Meža cūka	Sus scrofa
Arābijas jūra	Mar Arábigo
Mihails Lomonosovs	Mijaíl Lomonósov
.si	.si
Lejaskalifornija	Baja California
Dienvidamerikas Futbola Konfederācija	Confederación Sudamericana de Fútbol
Piesārņojums	Contaminación
Lilija Allena	Lily Allen
Bavārijas padomju republika	República Soviética de Baviera
Ginters Rals	Günther Rall
Erdogans Atalajs	Erdoğan Atalay
Objektrelāciju kartēšana	Mapeo objeto-relacional
Abrahams Gotlobs Verners	Abraham Gottlob Werner
Transsibīrijas dzelzceļš	Transiberiano
Sistēma	Sistema
Haselta	Hasselt
Krievijas Federācijas Federālais drošības dienests	Servicio Federal de Seguridad
Saules baterija	Célula fotoeléctrica
Kaukāza emirāts	Emirato del Cáucaso
Vilhelms Filhners	Wilhelm Filchner
Simona Hausvalde	Simone Hauswald
Sarasvatī	Sarasvati
Pacifisms	Pacifismo
Dienvidu Tules salas	Islas Tule del Sur
Kendlmasas salas	Archipiélago Candelaria
Literatūras kritika	Crítica literaria
Jenss Foigts	Jens Voigt
Volfgangs Kaps	Wolfgang Kapp
Melodifestivalen	Melodifestivalen
Kortnija Koksa	Courteney Cox
Kastrācija	Castración
Peļu virsdzimta	Muroidea
Akvamarīns	Aguamarina
Izraēlas Aizsardzības armija	Fuerzas de Defensa de Israel
Elefterija Elefteriu	Eleftheria Eleftheriou
Pireja	El Pireo
Makss Borns	Max Born
Laktoni	Lactona
Slashdot	Slashdot
Zālēdāji	Herbívoro
Pioneer 10	Pioneer 10
Pioneer 11	Pioneer 11
Celakantveidīgās	Coelacanthimorpha
Diogēns	Diógenes de Sinope
Diglosija	Diglosia
Roberts Redfords	Robert Redford
Merovingu dinastija	Dinastía merovingia
Samveidīgās	Siluriformes
Amerikas trase	Circuito de las Américas
2012. gada ASV Grand Prix	Anexo:Gran Premio de los Estados Unidos de 2012
Argo (filma)	Argo (película de 2012)
Edoardo Amaldi ATV	Edoardo Amaldi (nave)
Jans Kohanovskis	Jan Kochanowski
Krizantēmas	Chrysanthemum
Hermanis fon Helmholcs	Hermann von Helmholtz
Hanna Ārente	Hannah Arendt
Gotlobs Frēge	Gottlob Frege
Oskars Šindlers	Oskar Schindler
Herberts Markūze	Herbert Marcuse
Heidija Kluma	Heidi Klum
Reinhards Heidrihs	Reinhard Heydrich
Alberts Špērs	Albert Speer
Gustavs Roberts Kirhofs	Gustav Kirchhoff
Nareva	Narew
Aļaskas pussala	Península de Alaska
Makss Millers	Max Müller
Hanss Franks	Hans Frank
Konrāds Cūze	Konrad Zuse
Oto fon Gērike	Otto von Guericke
Pauls Tillihs	Paul Tillich
Guntis Ulmanis	Guntis Ulmanis
Ginters Blobels	Günter Blobel
Bernhards fon Bīlovs	Bernhard von Bülow
Georgs Mihaeliss	Georg Michaelis
Konrāds Gesners	Conrad von Gesner
.sn	.sn
Danilo Gallināri	Danilo Gallinari
Čjapasa	Chiapas
Verakrusa de Ignasio de la Ljave	Veracruz de Ignacio de la Llave
Indijas subkontinents	Subcontinente indio
Dānijas karogs	Bandera de Dinamarca
Gerrero	Estado de Guerrero
Heroīns	Heroína
Jukatana	Yucatán
Johanness Cukertorts	Johannes Zukertort
Meteorīts	Meteorito
Semiotika	Semiología
Tarsiji	Tarsius
Ariels Šarons	Ariel Sharón
Eneīda	Eneida
Grēks	Pecado
Kofeīns	Cafeína
Ihtioloģija	Ictiología
Dītrihs Ekarts	Dietrich Eckart
Heinrihs Barkhauzens	Heinrich Barkhausen
Čandrasekhara Venkata Rāmans	Chandrasekhara Raman
Angeluss Silēziuss	Angelus Silesius
Teodors Buse	Theodor Busse
Ariane Frīdriha	Ariane Friedrich
Māras Zemes krusta ordenis	Orden de la Cruz de Terra Mariana
Georgs Kaizers	Georg Kaiser
Mirjama Gesnere	Miriam Gössner
Jergs Millers	Jörg Müller
Volfgangs Izers	Wolfgang Iser
Rītausma. 2. daļa	The Twilight Saga: Breaking Dawn - Part 2
Andrē Lange	André Lange
Rītausma. 1. daļa	The Twilight Saga: Breaking Dawn - Part 1
Episkopi	Episkopí
Valters Dornbergers	Walter Dornberger
Leo Frobeniuss	Leo Frobenius
Caurplūdes reaktīvais dzinējs	Scramjet
Arturs Jusupovs	Artur Yusúpov
Hermanis fon Keizerlings	Hermann Graf Keyserling
Ādolfs Frīdrihs Mēklenburgs	Adolfo Federico de Mecklemburgo
Zogu I	Zog I de Albania
Fēlikss Lohs	Felix Loch
Fernandu II	Fernando II de Portugal
Kurts Ceiclers	Kurt Zeitzler
Edvards Laskers	Edward Lasker
Rodanīdi	Tiocianato
Etjēns III d'Bluā	Esteban de Inglaterra
Austrālijas atklātais čempionāts tenisā	Abierto de Australia
Džeremijs Bentems	Jeremy Bentham
Aste	Cola
Kinabalu	Monte Kinabalu
Sakis Ruvs	Sákis Rouvás
Krievijas Pareizticīgo baznīca	Iglesia ortodoxa rusa
Pseidonīms	Alias
Deivids Vainlends	David Wineland
Tonijs Martins	Tony Martin (ciclista)
Arno Brēkers	Arno Breker
Vasilijs Kandinskis	Vasili Kandinski
Valters Gropiuss	Walter Gropius
Sebastians Minsters	Sebastian Münster
Valters Benjamins	Walter Benjamin
Džordžtauna (Malaizija)	George Town
Libānas ciedrs	Cedrus libani
Judīte Arnta	Judith Arndt
Osvalds Kilpe	Oswald Külpe
Ukulele	Ukelele
Kolima (štats)	Colima
Acetaldehīds	Acetaldehído
Mākslas vingrošana	Gimnasia rítmica
Taukskābes	Ácido graso
Elka	Ełk
Minoritātes valoda	Lengua minoritaria
Ūve Hons	Uwe Hohn
URI	Identificador de recursos uniforme
Indijas pāvs	Pavo cristatus
Vlastimils Horts	Vlastimil Hort
Gaisa spēki	Fuerza aérea
Džordžo Pantano	Giorgio Pantano
Pasaules Tūrisma organizācija	Organización Mundial del Turismo
Štarnberga	Starnberg
Verena Zailere	Verena Sailer
Semeja	Semey
Toyota F1	Toyota Racing
Ordoviks	Ordovícico
Lapzeme (reģions)	Laponia
Priežu rudmiese	Lactarius deliciosus
Afikss	Afijo
Centrs	Center
Džērvisa sala	Isla Jarvis
RPC	Remote Procedure Call
Post scriptum	Post scríptum
Jolla	Jolla
Johanness Hēsterss	Johannes Heesters
Jūras šņibītis	Calidris maritima
Tauers	Torre de Londres
Vestminsteras pils	Palacio de Westminster
Silūrs	Silúrico
Tinkoff-Saxo	Tinkoff-Saxo
Polārā koordinātu sistēma	Coordenadas polares
Jonu saite	Enlace iónico
Somijas Demokrātiskā Republika	República Democrática de Finlandia
Forseti	Forseti
Armins van Bīrens	Armin van Buuren
Canon	Canon Inc.
Kalmāras ūnija	Unión de Kalmar
Somijas lielhercogiste	Gran Ducado de Finlandia
Mateuss Dāniels Pepelmanis	Matthäus Daniel Pöppelmann
Ģermānija	Germania Magna
Jay-Z	Jay-Z
Hulki	Hulk (futbolista)
Barrankilja	Barranquilla
Observatorija	Observatorio
Košalina	Koszalin
Ziemassvētku dziesma	A Christmas Carol
Heike Kamerlings Oness	Heike Kamerlingh Onnes
Džons Kokrofts	John Douglas Cockcroft
Dekarta koordinātu sistēma	Coordenadas cartesianas
Pultuska	Pułtusk
Burj Al Arab	Burj Al Arab
Maurju impērija	Imperio Maurya
Imports	Importación
Šārona Stouna	Sharon Stone
Ābadāna	Abadán
Antons fon Arko-Vallijs	Anton von Arco auf Valley
Marija Magdalēna	María Magdalena
Vesels fon Freitāgs-Loringhofens	Wessel Freiherr Freytag von Loringhoven
Aleksandrs fon Keizerlings	Alexander von Keyserling
Ērihs fon Drigalskis	Erich Dagobert von Drygalski
Kārlis Vilhelms Kupfers	Karl Wilhelm von Kupffer
Natālija Geizenbergere	Natalie Geisenberger
Skaitļa vārds	Numeral (lingüística)
Oto Rāns	Otto Rahn
Georgs Augusts Šveinfurts	Georg August Schweinfurth
Pauls Valdens	Paul Walden
Lilija Švarckopfa	Lilli Schwarzkopf
Matiass de Cordo	Matthias de Zordo
Alfrēds Hetners	Alfred Hettner
Heinrihs Kristians Šūmahers	Heinrich Christian Schumacher
Mario Teisens	Mario Theissen
Ingress	Ingress
Frīdrihs Vilhelms Ketlers	Federico Guillermo Kettler
Rafaels Holcdepe	Raphael Holzdeppe
Gabriels Heince	Gabriel Heinze
Sāra Konora	Sarah Connor (cantante)
Arne Frīdrihs	Arne Friedrich
Analogais dators	Computadora analógica
Barbara Juliāna fon Krīdenere	Baronesa Barbara von Krüdener
Hērizava	Herisau
FEMEN	Femen
Bellincona	Bellinzona
Ehiūri	Echiura
Bonsai	Bonsái
Žultspūslis	Vesícula biliar
Elektrolīze	Electrólisis
Artilērija	Artillería
Triumfa arka (Parīze)	Arco de Triunfo de París
Brāļi Marksi	Hermanos Marx
Kurts Beks	Kurt Beck
Leopolds fon Buhs	Leopold von Buch
Kārlis Bernhards Triniuss	Carl Bernhard von Trinius
Vilhelms Pīks	Wilhelm Pieck
Entonijs Hopkinss	Anthony Hopkins
Teorēma	Teorema
Devons	Devónico
Habsburgi	Casa de Habsburgo
Žults	Bilis
Volfgangs Pauli	Wolfgang Ernst Pauli
Kalifs	Califa
Glogova	Glogovia
Mūzas	Musa
Daļskaitlis	Fracción
Sāhela	Sahel
Nikolo Paganīni	Niccolò Paganini
Valūtas tirgus	Mercado de divisas
Eiharistija	Eucaristía
ASV Senāts	Senado de los Estados Unidos
2011. gada Kanādas Grand Prix	Anexo:Gran Premio de Canadá de 2011
Henrijs Kisindžers	Henry Kissinger
Morelosa	Morelos
2012. gada Kanādas Grand Prix	Anexo:Gran Premio de Canadá de 2012
Centrālā banka	Banco central
Binārie savienojumi	Compuesto binario
Džajpura	Jaipur
Kānpura	Kanpur
Damāna un Diu	Damán y Diu
Pudučerri	Puducherry
Georgs Kūfalts	Georg Kuphaldt
Anna Kendrika	Anna Kendrick
Roberto Badžo	Roberto Baggio
Zbigņevs Boņeks	Zbigniew Boniek
Masimo Bonīni	Massimo Bonini
Džanluidži Bufons	Gianluigi Buffon
Davosa	Davos
Sjona	Sion (Suiza)
Klotene	Kloten
Irokēzi	Iroqués
Mūža ieslodzījums	Cadena perpetua
Havaja	Isla de Hawái
Avāri (senie)	Ávaros
Horvātijas karš	Guerra de Croacia
Sanktmorica	Sankt Moritz
Kūra (pilsēta)	Coira
2013. gada F1 sezona	Temporada 2013 de Fórmula 1
Nikola	Nicole (cantante chilena)
MDMA	MDMA
Taiga	Taiga
Amūras tīģeris	Panthera tigris altaica
1988. gada F1 sezona	Anexo:Temporada 1988 de Fórmula 1
1989. gada F1 sezona	Anexo:Temporada 1989 de Fórmula 1
1990. gada F1 sezona	Anexo:Temporada 1990 de Fórmula 1
1991. gada F1 sezona	Anexo:Temporada 1991 de Fórmula 1
1992. gada F1 sezona	Anexo:Temporada 1992 de Fórmula 1
1993. gada F1 sezona	Anexo:Temporada 1993 de Fórmula 1
1994. gada F1 sezona	Anexo:Temporada 1994 de Fórmula 1
1995. gada F1 sezona	Anexo:Temporada 1995 de Fórmula 1
1996. gada F1 sezona	Anexo:Temporada 1996 de Fórmula 1
1997. gada F1 sezona	Anexo:Temporada 1997 de Fórmula 1
1998. gada F1 sezona	Anexo:Temporada 1998 de Fórmula 1
1999. gada F1 sezona	Anexo:Temporada 1999 de Fórmula 1
2000. gada F1 sezona	Temporada 2000 de Fórmula 1
Višī Francija	Francia de Vichy
2001. gada F1 sezona	Temporada 2001 de Fórmula 1
2002. gada F1 sezona	Temporada 2002 de Fórmula 1
Heila—Bopa komēta	Cometa Hale-Bopp
2003. gada F1 sezona	Anexo:Temporada 2003 de Fórmula 1
2004. gada F1 sezona	Temporada 2004 de Fórmula 1
2005. gada F1 sezona	Temporada 2005 de Fórmula 1
Pilsētplānošana	Planeamiento urbanístico
2006. gada F1 sezona	Temporada 2006 de Fórmula 1
2007. gada F1 sezona	Temporada 2007 de Fórmula 1
2008. gada F1 sezona	Temporada 2008 de Fórmula 1
2009. gada F1 sezona	Temporada 2009 de Fórmula 1
2010. gada F1 sezona	Temporada 2010 de Fórmula 1
2011. gada F1 sezona	Temporada 2011 de Fórmula 1
2012. gada F1 sezona	Temporada 2012 de Fórmula 1
2014. gada F1 sezona	Temporada 2014 de Fórmula 1
Slavutiča	Slavutich
Lielais Čikāgas ugunsgrēks	Gran incendio de Chicago
Gerds fon Rundštets	Gerd von Rundstedt
Lāsumainais sesks	Vormela peregusna
Fedors fon Boks	Fedor von Bock
Valters Models	Walther Model
Kārlis Vilhelms Šēle	Carl Wilhelm Scheele
Romāns fon Ungerns-Šternbergs	Roman Ungern von Sternberg
Pērs Mertezakers	Per Mertesacker
Anni Frīzingere-Postma	Anni Friesinger
Hermanis Emils Fišers	Hermann Emil Fischer
Heincs Guderians	Heinz Guderian
Alkaloīdi	Alcaloide
Ādams	Adán
Hugo Balls	Hugo Ball
Hildegarde no Bingenas	Hildegarda de Bingen
Verners fon Blombergs	Werner von Blomberg
Emīls Berliners	Emile Berliner
Klauss fon Klicings	Klaus von Klitzing
Hermanis Veils	Hermann Weyl
Salamankas province	Provincia de Salamanca
Francijas Pirmā impērija	Primer Imperio francés
Valjadolidas province	Provincia de Valladolid
Samoras province	Provincia de Zamora
Džons Havličeks	John Havlicek
Harta (pilsēta)	Hartha
Leisniga	Leisnig
Luncenava	Lunzenau
Leonas province	Provincia de León
Ēderana	Oederan
Rosveina	Roßwein
Valdheima (Saksija)	Waldheim
Dēbelne	Döbeln
Beta Deivisa	Bette Davis
Potalas pils	Potala
Kārlis II Plikgalvis	Carlos el Calvo
Klārks Geibls	Clark Gable
Aleksanders Gersts	Alexander Gerst
Spensers Treisijs	Spencer Tracy
Vienkupra kamielis	Camelus dromedarius
Aomori prefektūra	Prefectura de Aomori
Fukušima (prefektūra)	Prefectura de Fukushima
Holivudas Slavas aleja	Paseo de la Fama de Hollywood
Tetris	Tetris
2013. gada NBA Visu zvaigžņu spēle	All-Star Game de la NBA 2013
Urotropīns	Hexametilentetramina
Rage Against the Machine	Rage Against the Machine
Amundsena jūra	Mar de Amundsen
Henrijs Deils	Henry Hallett Dale
Tomass Bahs	Thomas Bach
Portsmuta	Portsmouth
Gaismas laušana	Refracción
Fritjofs Nansens	Fridtjof Nansen
Ararats	Monte Ararat
Elektrodzinējs	Motor eléctrico
Toni Morisone	Toni Morrison
Žīdrūns Ilgausks	Žydrūnas Ilgauskas
