Afríka	África
Actinobacteria	Actinobacteria
Kalevala	Kalevala
Brynháfar	Placodermi
Skíðaíþróttir	Esquí
Sfinxinn í Gíza	Gran Esfinge de Guiza
Hitaeining	Caloría
Þorneðla	Spinosaurus
Filippus 4. Frakkakonungur	Felipe IV de Francia
Mycobacterium tuberculosis	Mycobacterium tuberculosis
Litli heili	Cerebelo
Nýyrði	Neologismo
Afritun DNA	Replicación de ADN
Jafngildisvensl	Relación de equivalencia
Próteógerill	Proteobacteria
World of Warcraft	World of Warcraft
Johnstoneyja	Atolón Johnston
Akrópólishæð	Acrópolis de Atenas
Framhyggja	Positivismo
Tékknesk króna	Corona checa
Francois Rabelais	François Rabelais
Virki (stærðfræði)	Operador
Vísindakirkjan	Cienciología
Svartsvanur	Cygnus atratus
Sonja Noregsdrottning	Sonia de Noruega
Hringadróttinssaga: Hilmir snýr heim	El Señor de los Anillos: el retorno del Rey
Listi yfir stærstu borgir Bandaríkjanna	Anexo:Ciudades de Estados Unidos por población
Dymbilvika	Semana Santa
Valkyrja	Valquiria
Hrím	Cencellada dura
Nefnifall	Caso nominativo
Núllbaugur	Meridiano de Greenwich
Paul Krugman	Paul Krugman
Heba	Hebe (mitología)
Braunau am Inn	Braunau am Inn
Deyfing	Anestesia
Benediktsregla	Orden de San Benito
Nauðhyggja	Determinismo
Askur Yggdrasils	Yggdrasil
Stuttermabolur	Camiseta
Haki (verkfæri)	Azada
Útópía	Utopía
Pólitískur rétttrúnaður	Corrección política
Pólýbíos	Polibio
Imhotep	Imhotep
The Fame	The Fame
Kór	Coro
Taylorröð	Serie de Taylor
Þjóðflutningatímabilið	Invasiones bárbaras
Heimdallur	Heimdal
Heard og McDonaldseyjar	Islas Heard y McDonald
Sjálfbær þróun	Desarrollo sostenible
Snyrtivörur	Cosmético
Loftnet	Antena
Taílandsflói	Golfo de Tailandia
Túnfífill	Taraxacum officinale
Berserkjasveppur	Amanita muscaria
Slayer	Slayer
Evrópukeppnin í knattspyrnu 2000	Eurocopa 2000
Anna Politkovskaja	Anna Politkóvskaya
Eskimói	Esquimal
Ödipusarduld	Complejo de Edipo
Lee Kuan Yew	Lee Kuan Yew
Snertill	Tangente (geometría)
Chicago-háskóli	Universidad de Chicago
Stigma	Ϛ
Farad	Faradio
Hugverk	Propiedad intelectual
Alexander Rybak	Alexander Rybak
Hvítsveppir	Candida
Oliver Kahn	Oliver Kahn
Dægurmenning	Cultura popular
Krems	Krems an der Donau
Sónata	Sonata
Sálartónlist	Soul
Naegleria fowleri	Naegleria fowleri
Beaufort-haf	Mar de Beaufort
ISSN	ISSN
Alþingi	Alþingi
Wikipedia:Bókaleit	Wikipedia:Fuentes de libros
John Williams	John Williams (compositor)
Aðflutningur	Inmigración
Þjóðarmorðið í Rúanda	Genocidio de Ruanda
Forskeyti SI-kerfisins	Prefijos del Sistema Internacional
Howlandeyja	Isla Howland
Bacillus cereus	Bacillus cereus
Varmadæla	Bomba de calor
Shizuoka-umdæmi	Prefectura de Shizuoka
Janet Jackson	Janet Jackson
Alemanníska	Alemánico
Bóndabaunir	Vicia faba
Alcatraz	Isla de Alcatraz
Zulfikar Ali Bhutto	Zulfikar Ali Bhutto
Írónía	Ironía
Disturbed	Disturbed
Boston Celtics	Boston Celtics
Shōgi	Shōgi
Namíbeyðimörkin	Desierto del Namib
Daglínan	Línea internacional de cambio de fecha
Led Zeppelin (breiðskífa)	Led Zeppelin (álbum)
Fleygur	Cuña (máquina)
María Skotadrottning	María I de Escocia
Hveitibjór	Weißbier
Tímorhaf	Mar de Timor
Sampí	Ͳ
Frumbjarga lífvera	Nutrición autótrofa
Borðspil	Juego de tablero
Yllir	Sambucus
Flóra (líffræði)	Flora
Íslensk króna	Corona islandesa
Freyr (norræn goðafræði)	Frey
Netafræði	Teoría de grafos
Der Spiegel	Der Spiegel
Brighton	Brighton
Rafall	Generador eléctrico
Sófi	Sofá
Frumkvöðull	Emprendedor
Flóðsvín	Hydrochoerus hydrochaeris
Harry Houdini	Harry Houdini
Tómasarguðspjall	Evangelio de Tomás
Katrín af Medici	Catalina de Médici
Tylftareyjar	Archipiélago del Dodecaneso
Sanngjörn afnot	Fair use
Eyðimerkurrefur	Fennecus zerda
Múrmeldýr	Marmota
Þjóðréttarsamningur	Tratado internacional
Moldá	Moldava
J-pop	J-Pop
Úrbanus 8.	Urbano VIII
Hinrik 5. Englandskonungur	Enrique V de Inglaterra
Ópíumvalmúi	Papaver somniferum
Selena	Selene
San	San (letra griega)
Sveitabær	Granja
Ólympíuleikvangurinn í München	Estadio Olímpico de Múnich
Wiener Neustadt	Wiener Neustadt
Smithsonian-stofnunin	Instituto Smithsoniano
Nymphenburg-kastalinn í München	Palacio de Nymphenburg
Rúmenskt lei	Leu rumano
Elektra	Electra
Frigg Fjörgynsdóttir	Frigg
Plágueyðir	Plaguicida
Baldur	Balder
Xenofanes	Jenófanes
Jarðýta	Buldócer
Sólvindshvolfið	Heliosfera
Svifdiskur	Frisbee
Handklæði	Toalla
María Teresa af Austurríki	María Teresa I de Austria
Kattegat	Kattegat
Furstinn	El Príncipe
Bitcoin	Bitcoin
Henry Cavendish	Henry Cavendish
Brugghús	Cervecería
Lifrarbólga	Hepatitis
Sinnep	Mostaza
Lystarstol	Anorexia nerviosa
Stærsti samdeilir	Máximo común divisor
Geðhvörf	Trastorno bipolar
Aðþrengdar eiginkonur	Desperate Housewives
Margmiðlun	Multimedia
Sjógun	Shōgun
Andheiti	Antónimo
Lím	Adhesivo
Set (guð)	Seth
John Dewey	John Dewey
Manierismi	Manierismo
Hugmynd	Idea
Ítalísk tungumál	Lenguas itálicas
Sergei Rachmaninoff	Serguéi Rajmáninov
Gúmmí	Hule
Smyrill (fugl)	Falco columbarius
Ptolemajaríkið	Dinastía ptolemaica
Parachutes	Parachutes
Þrettándinn	Epifanía
Xbox	Xbox
Lárasía	Laurasia
Landstjóri	Gobernador
Mjaldur	Delphinapterus leucas
Kali	Kali
Universidade Federal de Minas Gerais	Universidad Federal de Minas Gerais
Amy Diamond	Amy Diamond
Zenon frá Eleu	Zenón de Elea
Karma	Karma
Hátíð	Festival
Theravada búddismi	Theravada
Fantasía	Género fantástico
Ayurveda	Ayurveda
Shinzō Abe	Shinzō Abe
Davis-bikarinn	Copa Davis
Tálkn	Branquia
Drungarokk	Black metal
Amartya Sen	Amartya Sen
Glýseról	Glicerol
Ayn Rand	Ayn Rand
Robert Oppenheimer	Robert Oppenheimer
Díana (gyðja)	Diana (mitología)
Hinrik 2. Frakkakonungur	Enrique II de Francia
Frans 2. Frakkakonungur	Francisco II de Francia
Flóttamannastofnun Sameinuðu þjóðanna	Alto Comisionado de las Naciones Unidas para los Refugiados
Mýkena	Micenas
Orrustan við Somme	Batalla del Somme
Tíraspol	Tiráspol
Endurvinnsla	Reciclaje
Taro Aso	Tarō Asō
Naomi Watts	Naomi Watts
.yt	.yt
Norsk króna	Corona noruega
Híeróglýfur	Jeroglíficos egipcios
Mamoudzou	Mamoudzou
Saint-John Perse	Saint-John Perse
Gregor 15.	Gregorio XV
Harry Martinson	Harry Martinson
Derek Walcott	Derek Walcott
Innósentíus 12.	Inocencio XII
Páll 5.	Paulo V
Leó 11.	León XI
Frans Eemil Sillanpää	Frans Eemil Sillanpää
Grand Theft Auto	Grand Theft Auto
Símbréf	Fax
Pyntingar	Tortura
Thomas Hardy	Thomas Hardy
Kaliforníuflói	Golfo de California
Dóúala	Duala
Madrassa	Madraza
Leitin að Nemo	Buscando a Nemo
Grænlandshaf	Mar de Groenlandia
Lisp	Lisp
Dallas Mavericks	Dallas Mavericks
Hnúfubakur	Megaptera novaeangliae
Lyfta	Ascensor
Kameldýr	Camelus bactrianus
Adam Sandler	Adam Sandler
Afríka sunnan Sahara	África negra
Lesblinda	Dislexia
Shota Rustaveli	Shota Rustaveli
Florianópolis	Florianópolis
Gro Harlem Brundtland	Gro Harlem Brundtland
Lettneskt lat	Lats letón
Skjaldarmerki Þýskalands	Escudo de Alemania
Ríkharður 3. Englandskonungur	Ricardo III de Inglaterra
Sylvia Plath	Sylvia Plath
Willem Barents	Willem Barents
Mósaík	Mosaico
Almannatengsl	Relaciones públicas
Lucy Lawless	Lucy Lawless
Skógarfura	Pinus sylvestris
Parísarkommúnan	Comuna de París
Loki	Loki
Ozzy Osbourne	Ozzy Osbourne
ISO 3166-2	ISO 3166-2
Nýlenda	Colonia administrativa
Pritzker-verðlaunin	Premio Pritzker
Ásláttarhljóðfæri	Instrumento de percusión
Hjátrú	Superstición
Ja, vi elsker dette landet	Ja, vi elsker dette landet
Bruni	Combustión
Gula	Ictericia
Runa	Sucesión matemática
Du gamla, du fria	Du gamla, du fria
Mohamed ElBaradei	Mohamed el-Baradei
F-22 Raptor	Lockheed Martin F-22 Raptor
Tímarúm	Espacio-tiempo
Sólon	Solón
Haþor	Hathor
Landamæri	Frontera
Jan Peter Balkenende	Jan Peter Balkenende
Knesset	Knéset
Bee Gees	Bee Gees
.pm	.pm
Borgríki	Ciudad-estado
HDTV	Televisión de alta definición
Seppuku	Harakiri
Höfundarrangur	Copyleft
Rabbíni	Rabino
Bréf	Carta
Nám	Aprendizaje
Einsykrur	Monosacárido
Genfarsáttmálarnir	Convenios de Ginebra
John Logie Baird	John Logie Baird
San Siro	Estadio Giuseppe Meazza
Karlungar	Dinastía carolingia
Thor Heyerdahl	Thor Heyerdahl
Landafundatímabilið	Era de los descubrimientos
The Silence of the Lambs (kvikmynd)	The Silence of the Lambs (película)
Howard Carter	Howard Carter
Lars von Trier	Lars von Trier
Kolatímabilið	Carbonífero
Mígreni	Migraña
Guillaume Apollinaire	Guillaume Apollinaire
Normaldreifing	Distribución normal
Snæsteinbrjótur	Micranthes nivalis
Sítrónsýruhringur	Ciclo de Krebs
Andoxunarefni	Antioxidante
Skyndihjálp	Primeros auxilios
Standpína	Erección
Jarðköttur	Suricata suricatta
Kínverska tímatalið	Calendario chino
Kóladrykkur	Bebida de cola
Merapifjall (Java)	Monte Merapi
Knútur ríki	Canuto II de Dinamarca
Oscar Niemeyer	Oscar Niemeyer
Náttskuggaætt	Solanaceae
Mínóísk menning	Civilización minoica
Truman Capote	Truman Capote
Earvin „Magic“ Johnson	Magic Johnson
Plótínos	Plotino
Freska	Fresco
Fjölsykra	Polisacárido
Fury	Fury
Jonas Brothers	Jonas Brothers
Ferningsrót	Raíz cuadrada
Loðvík 7. Frakkakonungur	Luis VII de Francia
Helíos	Helios
Dharma	Dharma
Katyn-fjöldamorðin	Masacre de Katyn
Andlitsmynd	Retrato
Karl 9. Frakkakonungur	Carlos IX de Francia
Barbari	Bárbaro
Roger Moore	Roger Moore
Satúrnus (guð)	Saturno (mitología)
Mjallhvít og dvergarnir sjö	Snow White and the Seven Dwarfs
Staðfræði	Topografía
Karl 8. Frakkakonungur	Carlos VIII de Francia
Yukio Mishima	Yukio Mishima
Jósefos Flavíos	Flavio Josefo
Port Saíd	Puerto Saíd
Súes	Suez
The Black Eyed Peas	The Black Eyed Peas
Smáskífa	Sencillo
Belti (fatnaður)	Cinturón (prenda)
Talk	Talco
Burkholderiales	Burkholderiales
Ætiþistill	Cynara scolymus
Jyväskylä	Jyväskylä
Bonifasíus 8.	Bonifacio VIII
Hino Nacional Brasileiro	Himno nacional del Brasil
Exeter	Exeter
Messínasund	Estrecho de Mesina
Thierry Omeyer	Thierry Omeyer
Šiauliai	Šiauliai
Aðall	Nobleza
Silkiormur	Bombyx mori
Kokteill	Cóctel
Jarðlagafræði	Estratigrafía
Murakami Haruki	Haruki Murakami
Bóluefni	Vacuna
Forskeyti	Prefijo
Verdun-samningurinn	Tratado de Verdún
Feðradagurinn	Día del Padre
Landgrunn	Plataforma continental
Kampavín	Champán
Danny Boyle	Danny Boyle
CN-turninn	Torre CN
Fáni Taílands	Bandera de Tailandia
Javier Bardem	Javier Bardem
Stoke-on-Trent	Stoke-on-Trent
Pindaros	Píndaro
Munnvatnskirtlar	Glándula salival
Vetrarstríðið	Guerra de Invierno
Skeifugörn	Duodeno
Tasmaníuskolli	Sarcophilus harrisii
Hippókratesareiðurinn	Juramento hipocrático
Bókfræði	Bibliografía
Núbía	Nubia
Bíharísk tungumál	Lenguas bihari
Alcoa	Alcoa
Kubbatónlist	Chiptunes
Dómkirkjan í Essen	Catedral de Essen
Kindle	Amazon Kindle
Za Dengel	Za Dengel
LG	LG Group
Krulla	Curling
Tæring	Corrosión
Hreintrúarstefna	Puritanismo
Stjörnuleikur NBA-deildarinnar	All-Star Game de la NBA
Lukku Láki	Lucky Luke
Gleraugnabjörn	Tremarctos ornatus
Þorfinnur karlsefni	Thorfinn Karlsefni
ThyssenKrupp	ThyssenKrupp
Elizabeth (New Jersey)	Elizabeth (Nueva Jersey)
Burkholderiaceae	Burkholderiaceae
Princeton (New Jersey)	Princeton (Nueva Jersey)
Myndletur	Logograma
Ingi krypplingur	Inge I de Noruega
Lakkrís	Caramelo de regaliz
Force India	Sahara Force India F1 Team
Álftanes	Álftanes
Zach Galifianakis	Zach Galifianakis
Zach Braff	Zach Braff
Sacharias Jansen	Zacharias Janssen
Zachary Levi	Zachary Levi
Keflavíkurflugvöllur	Aeropuerto Internacional de Keflavík
Hvannadalshnúkur	Hvannadalshnjúkur
Ísland á Sumarólympíuleikunum 2008	Islandia en los Juegos Olímpicos de Pekín 2008
Rachel Nichols	Rachel Nichols
Aristarkos frá Samos	Aristarco de Samos
J. G. Ballard	J. G. Ballard
Heiltölufall	Función aritmética
Dulritun	Cifrado (criptografía)
Aldauðinn í lok permtímabilsins	Extinción masiva del Pérmico-Triásico
Hussainia	Hussainía
Net (stærðfræði)	Grafo
420 (kæna)	420 (vela)
Fjallatoglest	Funicular
Dropbox	Dropbox
Dixie Chicks	Dixie Chicks
Pearl Jam	Pearl Jam
Neymar	Neymar
Augngrugg	Miodesopsias
Johannes Ockeghem	Johannes Ockeghem
Genaflæði	Flujo genético
Josquin Des Prez	Josquin des Prés
Teflon	Politetrafluoroetileno
Silfurgægir	Leuciscus leuciscus
Loðna	Mallotus villosus
Fjöletýlen	Polietileno
Alabastur	Alabastro
Tannskán	Placa dental
Lýsandros	Lisandro
Drakesund	Pasaje de Drake
Austur-Grænlandsstraumurinn	Corriente de Groenlandia Oriental
Humboldt-straumurinn	Corriente de Humboldt
Austur-Ástralíustraumurinn	Corriente de Australia Oriental
Falklandseyjastraumurinn	Corriente de las Malvinas
Miðbaugsgagnstraumurinn	Contra-Corriente Ecuatorial
Tannsteinn	Cálculo dental
Sefasýki	Histeria
Tannhvalir	Odontoceti
Ytri London	Londres exterior
Prentvél	Imprenta
Herbert Spencer	Herbert Spencer
Austurslavnesk tungumál	Lenguas eslavas orientales
Draumsóleyjaætt	Papaveraceae
Kílarskurðurinn	Canal de Kiel
Trjákvoða	Resina
Oddi (Rangárvöllum)	Oddi
Þágufall	Caso dativo
Appennínaskagi	Península itálica
Jósef (sonur Jakobs)	José (patriarca)
Sveipjurtaætt	Apiaceae
Uppistand	Comedia en vivo
Ilpunktur	Nadir
Vesturslavnesk tungumál	Lenguas eslavas occidentales
Pólýetýlenterefþalat	Tereftalato de polietileno
Egypsk fræði	Egiptología
Basapar	Par de bases
Morgunfrú	Calendula officinalis
Hvítþinur	Abies concolor
Rauðgreni	Picea abies
One Direction	One Direction
Átjánda konungsættin	Dinastía XVIII de Egipto
Hundarós	Rosa canina
Þolfall	Caso acusativo
Egypsku guðirnir	Dioses egipcios
Blæösp	Populus tremula
Norðurlandaráð	Consejo Nórdico
Fjölprópýlen	Polipropileno
Ætifífill	Helianthus tuberosus
Garðakál	Brassica oleracea
Eignarfall	Caso genitivo
Frankaveldi	Reino de los francos en la época merovingia
Sóbek	Sobek
Liberec	Liberec
Fjölvínýlklóríð	Policloruro de vinilo
Lén (líffræði)	Dominio (biología)
Leysiefni	Disolvente
Hiiumaa	Hiiumaa
Sólber	Ribes nigrum
Stórbaugur	Gran círculo
Rifsber	Ribes rubrum
Suðurslavnesk tungumál	Lenguas eslavas meridionales
Alfons Mucha	Alfons Mucha
Fleirtala	Plural
Lingua Franca Nova	Lingua Franca Nova
Ellesmere-eyja	Isla de Ellesmere
Wembley	Wembley
Hljóðbrigði	Alófono
Tangarsókn	Movimiento de pinza
Þoþ	Tot
Þrætuepli	Manzana de la discordia
Svartösp	Populus nigra
Munablóm	Myosotis
Umfeðmingur	Vicia cracca
Engjamunablóm	Myosotis scorpioides
Mjaðjurt	Filipendula ulmaria
Lokasjóður	Rhinanthus minor
Gullregn	Laburnum
Hófsóley	Caltha palustris
Hnúðkál	Brassica oleracea gongyloides
How I Met Your Mother	How I Met Your Mother
Sæfíflar	Actiniaria
Sérnafn	Nombre propio
Lindifura	Pinus cembra
Keila (ljósnemi)	Cono (célula)
Tenczynek	Tenczynek
Sitkagreni	Picea sitchensis
Fjallafura	Pinus mugo
Álmur	Ulmus glabra
Töfraraunsæi	Realismo mágico
Gosdrykkur	Gaseosa
Skinaldin	Pseudofruto
Begínur	Beguinas
Vitsmunavísindi	Ciencia cognitiva
Hnetusmjör	Mantequilla de maní
Saint Helier	Saint Helier
Skorpulifur	Cirrosis hepática
Vallarsveifgras	Poa pratensis
Mosadýr	Bryozoa
Ísland á sumarólympíuleikunum í Sydney 2000	Islandia en los Juegos Olímpicos de Sídney 2000
Sítrónumelissa	Melissa officinalis
Wolin	Isla de Wolin
Eggleg	Ovario (botánica)
Giljaflækja	Vicia sepium
Ödípús konungur	Edipo rey
Indiana Jones	Indiana Jones
Hvítsmári	Trifolium repens
Eugene Terre'Blanche	Eugène Terre'Blanche
Bruno Schulz	Bruno Schulz
Stökkull (tannhvalur)	Tursiops
Kartöflumygla	Phytophthora infestans
Firmicutes	Firmicutes
Ostariophysi	Ostariophysi
Bacillales	Bacillales
Frumbroddgeislungar	Protacanthopterygii
Röðulblóm	Clivia miniata
Bacillaceae	Bacillaceae
Hákettir	Holocephali
Grand Theft Auto III	Grand Theft Auto III
Elopomorpha	Elopomorpha
Staphylococcaceae	Staphylococcaceae
Rótarflókasveppur	Rhizoctonia solani
Bacilli	Bacilli
Blóðrifs	Ribes sanguineum
Kampselur	Erignathus barbatus
253 Mathilde	(253) Matilde
Melasól	Papaver radicatum
Hérað	Distrito
Örsmæðareikningur	Cálculo
Háskólinn í Rochester	Universidad de Rochester
Deildun	Cálculo diferencial
Héruð í Póllandi	Voivodatos de Polonia
Bloomsbury	Bloomsbury
Strandrauðviður	Sequoia sempervirens
Trypanosoma cruzi	Trypanosoma cruzi
Flóreshaf	Mar de Flores
E. E. Evans-Pritchard	Edward Evan Evans-Pritchard
Vætukarsi	Nasturtium officinale
Rósakál	Brassica oleracea var. gemmifera
E. T. A. Hoffmann	E. T. A. Hoffmann
J. K. Simmons	J.K. Simmons
Leópold 1.	Leopoldo I de Habsburgo
Ferdinand 3. keisari	Fernando III de Habsburgo
Rúdolf 2.	Rodolfo II del Sacro Imperio Romano Germánico
Ferdinand 2. keisari	Fernando II de Habsburgo
Hinrik fuglari	Enrique I el Pajarero
George Carlin	George Carlin
Vilhjálmur I (Prússland)	Guillermo I de Alemania
Antoon van Dyck	Anton van Dyck
Spænska erfðastríðið	Guerra de Sucesión Española
Maximilian I (HRR)	Maximiliano I de Habsburgo
Enigma	Enigma (máquina)
Benjamin Britten	Benjamin Britten
Gljúfur	Cañón (geomorfología)
Innrásin í Pólland	Invasión alemana de Polonia de 1939
Playboy	Playboy
Frankenstein	Frankenstein o el moderno Prometeo
Bismarck	Acorazado Bismarck
Matthildur keisaraynja	Matilde de Inglaterra
Dark Side of the Moon	The Dark Side of the Moon
Gene Hackman	Gene Hackman
Sírenur	Sirena
Genesis (hljómsveit)	Genesis
Ardennasóknin	Batalla de las Ardenas
Morgunblaðið	Morgunblaðið
Barnet (borgarhluti)	Municipio de Barnet
Flórsykur	Azúcar glas
Michelin	Michelin
The Wall	The Wall
Karl djarfi	Carlos el Temerario
Saga Íslands	Historia de Islandia
Anastasia	Anastasia Nikoláyevna de Rusia
Kauphöllin í Frankfurt	Bolsa de Fráncfort
Chola-veldið	Dinastía Chola
Laugardalsvöllur	Laugardalsvöllur
Tiger I	Panzer VI Tiger
Kristján 9.	Cristián IX de Dinamarca
Friðrik 9. Danakonungur	Federico IX de Dinamarca
Vanangur	Palacio de Sanssouci
Einangrun Berlínar	Bloqueo de Berlín
Sjónvarpsturninn í Berlín	Fernsehturm de Berlín
Vidkun Quisling	Vidkun Quisling
Ólympíuleikvangurinn í Berlín	Estadio Olímpico de Berlín
António de Oliveira Salazar	António de Oliveira Salazar
F-4 Phantom II	McDonnell Douglas F-4 Phantom II
Sfinx	Esfinge (mitología)
Ibn Saud	Abdelaziz bin Saud
Paul Signac	Paul Signac
Atlantic Airways	Atlantic Airways
Claudio Abbado	Claudio Abbado
Norðurlandaófriðurinn mikli	Gran Guerra del Norte
Ace of Base	Ace of Base
Roy Lichtenstein	Roy Lichtenstein
Commerzbank-Tower	Torre Commerzbank
Piet Mondrian	Piet Mondrian
Frederik Willem de Klerk	Frederik de Klerk
Friðrik 1. Prússakonungur	Federico I de Prusia
Axel Witsel	Axel Witsel
Adriana Lima	Adriana Lima
Evrópukeppnin í knattspyrnu 1988	Eurocopa 1988
Hugtak	Concepto
PETA	Personas por el Trato Ético de los Animales
Ríkisþinghúsið í Berlín	Edificio del Reichstag
Peningaþvætti	Lavado de dinero
Jöns Jakob Berzelius	Jöns Jacob Berzelius
Tiger II	Panzer VI Tiger Ausf. B
Sykurrófa	Beta vulgaris subsp. vulgaris var. altissima
Stjörnustöð Evrópulanda á suðurhveli	Observatorio Europeo Austral
Kyrrahafsstríðið	Guerra del Pacífico
Skiptingar Póllands	Particiones de Polonia
Treblinka	Campo de exterminio de Treblinka
Malt	Malta (cereal)
Bernard Montgomery	Bernard Law Montgomery
Jarðskjálftinn í Sesúan 2008	Terremoto de Sichuan de 2008
Bayer	Bayer
BP	BP
Grænlandssund	Estrecho de Dinamarca
Take That	Take That
Gjaldþrot	Quiebra
Franskar kartöflur	Papas fritas
Vinulág	Surco nasolabial
Keeping Up with the Kardashians	Keeping Up with the Kardashians
Wannsee-ráðstefnan	Conferencia de Wannsee
Súdetafjöll	Sudetes
Matthías keisari	Matías de Habsburgo
Glee	Glee
Gisele Bündchen	Gisele Bündchen
Svarti september	Septiembre Negro (organización)
Níu ára stríðið	Guerra de los Nueve Años
Berlínarfílharmónían	Orquesta Filarmónica de Berlín
Tata Nano	Tata Nano
Leiðarreikningur	Navegación por estima (robótica)
Alexandra Bretadrottning	Alejandra de Dinamarca
Plútó (guð)	Plutón (mitología)
Georges Méliès	Georges Méliès
Pilsner	Pilsener
Skömm	Vergüenza (sentimiento)
Miðveldin	Potencias Centrales
Þvagskál	Mingitorio
Drusluganga	Marcha de las Putas
Silvía Svíadrottning	Silvia de Suecia
Karlsverðlaunin	Premio Carlomagno
Porta Nigra	Porta Nigra
Beitiskipið Pótemkín	El acorazado Potemkin
Joan Miró	Joan Miró
Zyklon B	Zyklon B
Janusz Korczak	Janusz Korczak
Gunnar Myrdal	Gunnar Myrdal
Koppur	Orinal
Alexa Vega	Alexa Vega
Friðrik 8.	Federico VIII de Dinamarca
Daniel Barenboim	Daniel Barenboim
Kyndilmessa	Presentación de Jesús en el Templo
Alexanderplatz	Alexanderplatz
Samningur Sameinuðu þjóðanna um líffræðilega fjölbreytni	Convenio sobre la Diversidad Biológica
Landfylling	Vertedero (basura)
Georg-August-háskólinn í Göttingen	Universidad de Gotinga
Oliver Bierhoff	Oliver Bierhoff
Volkswagen Bjalla	Volkswagen Tipo 1
Codex Sinaiticus	Codex Sinaiticus
Nýja ráðhúsið í München	Nuevo Ayuntamiento (Múnich)
Jose Ortega y Gasset	José Ortega y Gasset
Að breyttu breytanda	Mutatis mutandis
Valdas Adamkus	Valdas Adamkus
Andrej Kolmogorov	Andréi Kolmogórov
Jean le Rond d'Alembert	Jean le Rond d'Alembert
Joseph Banks	Joseph Banks
Burg Eltz	Castillo de Eltz
Rothenburg ob der Tauber	Rothenburg ob der Tauber
