Áfríkà	África
Àmì ọ̀pá àṣẹ ilẹ̀ Palẹstínì	Escudo de Palestina
Tabora	Tabora
Àmì ọ̀pá àṣẹ ilẹ̀ Saint Kitts àti Nevis	Escudo de San Cristóbal y Nieves
Agbègbè Zanzibar Àrin/Gúúsù	Región de Zanzibar Central/South
José Malcampo, 3rd Marquis of San Rafael	José Malcampo
9905 Tiziano	(9905) Tiziano
STS-130	STS-130
Àmì ọ̀pá àṣẹ ilẹ̀ Ilẹ̀gẹ̀ẹ́sì	Escudo de Inglaterra
2948 Amosov	(2948) Amosov
Miguel Iglesias	Miguel Iglesias Pino de Arce
Torcuato Fernández-Miranda	Torcuato Fernández-Miranda
3975 Verdi	(3975) Verdi
2830 Greenwich	(2830) Greenwich
Open Austrálíà 2005 − Àwọn Obìnrin Ẹnìkan	Anexo:Abierto de Australia 2005 (individual femenino)
2760 Kacha	(2760) Kacha
Woking	Woking
Francisco Ramón Vicuña	Francisco Ramón Vicuña
Ìdíje Wimbledon 2003 − Àwọn Obìnrin Ẹnìkan	Anexo:Campeonato de Wimbledon 2003 (individual femenino)
ISO 306	Punta de Vicat
ISO 3166-2:SZ	ISO 3166-2:SZ
Rekhmire	Rejmira
STS-131	STS-131
Agbègbè Ìjọba Ìbílẹ̀ Argungu	Argungu
10016 Yugan	(10016) Yugan
Prosper Avril	Prosper Avril
2187 La Silla	(2187) La Silla
Carlos Prío Socarrás	Carlos Prío Socarrás
STS-128	STS-128
6697 Celentano	(6697) Celentano
3027 Shavarsh	(3027) Shavarsh
Melchor Múzquiz	Melchor Múzquiz
1959 Karbyshev	(1959) Karbyshev
3822 Segovia	(3822) Segovia
Félix María Zuloaga	Félix María Zuloaga
Àmì ọ̀pá àṣẹ ilẹ̀ Àrúbà	Escudo de Aruba
Cartagena, Colombia	Cartagena de Indias
Ìpínlẹ̀ Kàtsínà	Katsina (estado)
STS-61-C	STS-61-C
Luis José Sartorius, 1st Count of San Luis	Luis José Sartorius
2724 Orlov	(2724) Orlov
933 Susi	(933) Susi
Georgios Kountouriotis	Georgios Kunturiotis
Àmì ọ̀pá àṣẹ ilẹ̀ Sòmálílàndì	Emblema nacional de Somalilandia
Ìtàn ilẹ̀ Benin	Historia de Benín
2771 Polzunov	(2771) Polzunov
5839 GOI	(5839) GOI
Francisco Diez Canseco	Francisco Diez Canseco Corbacho
5282 Yamatotakeru	(5282) Yamatotakeru
Kàríbẹ́ánì	Caribe (región)
Aristides Royo	Arístides Royo
Jacques Laffitte	Jacques Laffitte
10186 Albéniz	(10186) Albéniz
164589 La Sagra	(164589) La Sagra
2728 Yatskiv	(2728) Yatskiv
2341 Aoluta	(2341) Aoluta
Valentín Canalizo	Valentín Canalizo
2785 Sedov	(2785) Sedov
2710 Veverka	(2710) Veverka
Jean-François Ntoutoume Emane	Jean-François Ntoutoume Emane
3834 Zappafrank	(3834) Zappafrank
STS-108	STS-108
Ifranid	Banū Ifrēn
Au file format	Au (formato de archivo)
Juan Bautista Aznar-Cabañas	Juan Bautista Aznar-Cabañas
José Sánchez-Guerra y Martínez	José Sánchez Guerra
10092 Sasaki	(10092) Sasaki
Oskari Mantere	Oskari Mantere
Mátsù Píktsù	Machu Picchu
Isaías Medina Angarita	Isaías Medina Angarita
Àsìá ilẹ̀ Karelia	Bandera de la República de Carelia
10042 Budstewart	(10042) Budstewart
Jẹ́ọ́gráfì ilẹ̀ Làìbéríà	Geografía de Liberia
3180 Morgan	(3180) Morgan
Manuel Pardo	Manuel Pardo y Lavalle
Alphonse Alley	Alphonse Amadou Alley
Ìpínlẹ̀ Kánò	Kano (estado)
Real Time Streaming Protocol	Real Time Streaming Protocol
Pátria Amada	Pátria Amada
Gemini 3	Gemini 3
STS-4	STS-4
Humat Al Hima	Himat Al Hima
Ìpínlẹ̀ Jígàwà	Jigawa
Ìpínlẹ̀ Ẹdó	Edo (estado)
Ìpínlẹ̀ Ọ̀ṣun	Osun (estado)
Das Schloß (Ìwé)	El castillo (novela)
Ìpínlẹ̀ Yòbè	Yobe
3413 Andriana	(3413) Andriana
Frankie Lymon	Frankie Lymon
Rafael Núñez	Rafael Núñez
Mọ́ṣálásí Olókìkí Djenné	Gran Mezquita de Djenné
5951 Alicemonet	(5951) Alicemonet
Francisco Javier Echeverría	Francisco Javier Echeverría
Isle of Beauty, Isle of Splendour	Isle of Beauty, Isle of Splendour
ISO 19770	ISO/IEC 19770
Àsìá ilẹ̀ Bashkortostan	Bandera de Baskortostán
Jorge Illueca	Jorge Illueca
4750 Mukai	(4750) Mukai
Parakou	Parakou
ISO 3166-2:CH	ISO 3166-2:CH
Orin-ìyìn Orílẹ̀-èdè Bòlífíà	Himno nacional de Bolivia
Ìdíje Wimbledon 2011 − Àwọn Obìnrin Ẹnìkan	Anexo:Campeonato de Wimbledon 2011 (individual femenino)
3045 Alois	(3045) Alois
ISO 3166-2:EE	ISO 3166-2:EE
2370 van Altena	(2370) Van Altena
ISO 3103	ISO 3103
Ray Walston	Ray Walston
Àsìá ilẹ̀ Kalẹdóníà Tuntun	Bandera de Nueva Caledonia
Òkè Abu	Monte Ābū
Àkójọ àwọn Ààrẹ ilẹ̀ Tànsáníà	Anexo:Presidente de Tanzania
Teuvo Aura	Teuvo Aura
ISO 9241	ISO 9241
Orin-ìyìn Orílẹ̀-èdè Erékùṣù ilẹ̀ Man	Himno nacional de la Isla de Man
Chatichai Choonhavan	Chatichai Choonhavan
STS-51-A	STS-51-A
Ìtàn ilẹ̀ Tógò	Historia de Togo
José María Velasco Ibarra	José María Velasco Ibarra
Paul Magloire	Paul Eugène Magloire
Ioannis Rallis	Ioannis Rallis
Konstantinos Logothetopoulos	Konstantínos Logothetópoulos
Evripidis Bakirtzis	Evripidis Mpakirtzis
Dimitrios Kiousopoulos	Dimitrios Kiusopulos
Alexandros Koryzis	Alexandros Korizis
Stephenson King	Stephenson King
Stylianos Gonatas	Stilianos Gonatas
Georgios Theotokis	Georgios Theotokis
Reino Kuuskoski	Reino Kuuskoski
Juan Demóstenes Arosemena	Juan Demóstenes Arosemena
Paolo Lorenzi	Paolo Lorenzi
Alexandros Koumoundouros	Alexandros Kumunduros
Wilson Oruma	Wilson Oruma
Sophoklis Venizelos	Sofoklis Venizelos
Sheshonk 2k	Sheshonq II
Tatsuma Ito	Tatsuma Itō
Harmodio Arias Madrid	Harmodio Arias Madrid
Panagiotis Kanellopoulos	Panagiotis Kanellopulos
Ernesto de la Guardia	Ernesto de la Guardia
Vieno Johannes Sukselainen	Vieno Johannes Sukselainen
Konstantinos Demertzis	Konstantinos Demertzis
Dimitrios Voulgaris	Dimitrios Voulgaris
Osorkon	Osocor
Arthur Dion Hanna	Arthur Dion Hanna
Jaime Roldós Aguilera	Jaime Roldós Aguilera
Luigi Luzzatti	Luigi Luzzatti
(7168) 1986 QE2	(7168) 1986 QE2
Redd Foxx	Redd Foxx
De facto	De facto
Wilford Brimley	Wilford Brimley
Àkójọ àwọn orílẹ̀-èdè bí àwọn ènìyàn wọn se pọ̀sí	Anexo:Países por población
Ralph Waite	Ralph Waite
0.999...	0,9 periódico
Ìwọ̀orùn Jẹ́mánì	Alemania Occidental
Matsukata Masayoshi	Matsukata Masayoshi
Seni Pramoj	Seni Pramoj
Kuroda Kiyotaka	Kuroda Kiyotaka
6856 Bethemmons	(6856) Bethemmons
Keisuke Okada	Keisuke Okada
Àsìá ilẹ̀ Mari El	Bandera de Mari-El
Mitsumasa Yonai	Mitsumasa Yonai
Òkun Àgbáyé	Océano mundial
Àkójọ àwọn orílẹ̀-èdè Ásíà	Anexo:División política de Asia
ISO 639-1	ISO 639-1
Aruba Dushi Tera	Aruba Dushi Tera
Ioannis Kolettis	Ioannis Kolettis
STS-88	STS-88
Théodore Steeg	Théodore Steeg
Kabiné Komara	Kabiné Komara
Ruben Bemelmans	Ruben Bemelmans
Frank Kabui	Frank Kabui
Emilio Castelar y Ripoll	Emilio Castelar
Osorkon 4k	Osorkon IV
Sourou-Migan Apithy	Sorou-Migan Apithy
Sékouba Konaté	Sékouba Konaté
Louis Lansana Beavogui	Louis Lansana Beavogui
Carlos Julio Arosemena Monroy	Carlos Julio Arosemena Monroy
Edgar Sanabria	Edgar Sanabria
Forbes Burnham	Forbes Burnham
José Joaquín Trejos Fernández	José Joaquín Trejos Fernández
Joaquim Rafael Branco	Joaquim Rafael Branco
Àsìá ilẹ̀ Sérbíà àti Montenégrò	Bandera de Serbia y Montenegro
Khuang Abhaiwongse	Khuang Abhaiwongse
7015 Schopenhauer	(7015) Schopenhauer
Malachi Throne	Malachi Throne
A. Philip Randolph	A. Philip Randolph
Àmì ọ̀pá àṣẹ ilẹ̀ Guernsey	Escudo de Guernesey
ISO 639-2	ISO 639-2
Rodolfo Chiari	Rodolfo Chiari
Ezequiel Fernández	Ezequiel Fernández Jaén
Ernesto Tisdel Lefevre	Ernesto Tisdel Lefevre
Ascensión Esquivel Ibarra	Ascensión Esquivel Ibarra
Nàkádà Kẹta	Naqada III
Irin olọ́ksíjìn	Óxidos de hierro
Àwọn Swàhílì	Suajili
1997 Leverrier	(1997) Leverrier
371 Bohemia	(371) Bohemia
Cheddi Jagan	Cheddi Jagan
Jaime Lusinchi	Jaime Lusinchi
Barkat Gourad Hamadou	Barkat Gourad Hamadou
Alfonso López Pumarejo	Alfonso López Pumarejo
Alfred Francis Russell	Alfred Francis Russell
2793 Valdaj	(2793) Valdaj
Àmì ọ̀pá àṣẹ ilẹ̀ Írẹ́lándì Apáàríwá	Escudo de Irlanda del Norte
2808 Belgrano	(2808) Belgrano
Nikolaos Triantaphyllakos	Nikolaos Triantaphillakos
Baltasar Brum	Baltasar Brum
Guillermo Rodríguez	Guillermo Rodríguez Lara
Sakari Tuomioja	Sakari Tuomioja
Ricardo Samper	Ricardo Samper
2707 Ueferji	(2707) Ueferji
9054 Hippocastanum	(9054) Hippocastanum
Isidro Ayora	Isidro Ayora
Georges Leygues	Georges Leygues
Ralf Törngren	Ralf Törngren
Misael Pastrana Borrero	Misael Pastrana
Konstantinos Dovas	Konstantinos Dovas
Cheikh Hadjibou Soumaré	Cheikh Hadjibou Soumaré
Johan Wilhelm Rangell	Johan Wilhelm Rangell
Spyridon Lambros	Spirídon Lámpros
Konstantinos Tsaldaris	Konstantinos Tsaldaris
Konstantinos Georgakopoulos	Konstantinos Georgakopulos
Panagis Tsaldaris	Panagis Tsaldaris
Georgios Zoitakis	Georgios Zoitakis
Peter Rufai	Peter Rufai
Alessandro Fortis	Alessandro Fortis
Luis Batlle Berres	Luis Batlle Berres
Luigi Carlo Farini	Luigi Carlo Farini
8744 Cilla	(8744) Cilla
Imbarek Shamekh	Imbarek Shamekh
STS-119	STS-119
STS-117	STS-117
Cándido Bareiro	Cándido Bareiro
X.500	X.500
Emmanouil Tsouderos	Emmanouil Tsouderos
Àtòjọ àwọn obìnrin ẹnìkan ayọrí Open Austrálíà	Anexo:Campeones del Abierto de Australia (single femenino)
STS-120	STS-120
647 Adelgunde	(647) Adelgunde
Paul Winchell	Paul Winchell
Àsìá ilẹ̀ Tibet	Bandera del Tíbet
Peso convertible	Peso cubano convertible
958 Asplinda	(958) Asplinda
STS-6	STS-6
STS-41-D	STS-41-D
Adult Film Database	Adult Film Database
Cleto González Víquez	Cleto González Víquez
Manuel Ignacio de Vivanco	Manuel Ignacio de Vivanco
7496 Miroslavholub	(7496) Miroslavholub
Elias Sarkis	Elias Sarkis
DTS (sound system)	Digital Theater System
9674 Slovenija	(9674) Slovenija
1999 Hirayama	(1999) Hirayama
Àmì ọ̀pá àṣẹ ilẹ̀ Nagorno-Karabakh	Escudo de Nagorno Karabaj
Alfredo Poveda	Alfredo Poveda
Guido Vildoso	Guido Vildoso Calderón
Germán Busch	Germán Busch Becerra
Mariano Melgarejo	Mariano Melgarejo
José María Pérez de Urdininea	José María Pérez de Urdininea
Justiniano Borgoño	Justiniano Borgoño Castañeda
STS-7	STS-7
José Manuel Pando	José Manuel Pando
José Ballivián	José Ballivián
Roberto Urdaneta Arbeláez	Roberto Urdaneta
3363 Bowen	(3363) Bowen
Alexandros Papanastasiou	Alexandros Papanastasiu
Àsìá ilẹ̀ Dagestan	Bandera de Daguestán
1155 Aënna	(1155) Aënna
ISO 3166-2:AT	ISO 3166-2:AT
Remigio Morales Bermúdez	Remigio Morales Bermúdez
RealVideo	RealVideo
Shilling Sòmálílàndì	Chelín somalilandés
Louis 13k ilẹ̀ Fránsì	Luis XIII de Francia
ISO/IEC 7816	ISO 7816
Daniel Salamanca Urey	Daniel Salamanca
2007 McCuskey	(2007) McCuskey
Kitsos Tzavelas	Kitsos Tzavelas
Bernardino Caballero	Bernardino Caballero
Eric Arturo Delvalle	Eric Arturo Delvalle
Ìpínlẹ̀ Cross River	Cross River
UNICEF	Unicef
ISO 3166-2:AF	ISO 3166-2:AF
Randy Schekman	Randy Schekman
J'accuse...!	J’accuse…!
Ìdíje Wimbledon 1980 − Àwọn Obìnrin Ẹnìkan	Anexo:Campeonato de Wimbledon 1980 (individual femenino)
Open Amẹ́ríkà 2012	Abierto de Estados Unidos 2012
10013 Stenholm	(10013) Stenholm
Ìdíje Wimbledon 2005 − Àwọn Obìnrin Ẹnìkan	Anexo:Campeonato de Wimbledon 2005 (individual femenino)
9300 Johannes	(9300) Johannes
Rodrigo Borja Cevallos	Rodrigo Borja Cevallos
Feliciano Viera	Feliciano Viera
Masayoshi Ito	Masayoshi Itō
Mikio Aoki	Mikio Aoki
Salve a ti, Nicaragua	Salve a ti
2773 Brooks	(2773) Brooks
Open Austrálíà 2002 − Àwọn Obìnrin Ẹnìkan	Anexo:Abierto de Australia 2002 (individual femenino)
2075 Martinez	(2075) Martínez
1982 Cline	(1982) Cline
Ẹ̀ka:Open Amẹ́ríkà 2011	Anexo:Abierto de Estados Unidos 2011 (individual femenino)
7684 Marioferrero	(7684) Marioferrero
Liberté	Liberté (himno de Guinea)
10006 Sessai	(10006) Sessai
Agbègbè Kigoma	Región de Kigoma
2787 Tovarishch	(2787) Tovarishch
Ìpínlẹ̀ Kébbí	Kebbi
Diomidis Kyriakos	Diomidis Kiriakos
1993 Guacolda	(1993) Guacolda
Juan Francisco de Vidal	Juan Francisco de Vidal La Hoz
Ìtàn ilẹ̀ Guinea Alágedeméjì	Historia de Guinea Ecuatorial
Esta é a Nossa Pátria Bem Amada	Esta é a Nossa Pátria Bem Amada
Hail Grenada	Hail Grenada
Ààrẹ ilẹ̀ Urugúáì	Anexo:Presidentes de Uruguay
Kandomblé	Candomblé
Ìdíje Wimbledon 2009 − Àwọn Obìnrin Ẹnìkan	Anexo:Campeonato de Wimbledon 2009 (individual femenino)
STS-26	STS-26
Àmì ọ̀pá àṣẹ ilẹ̀ Àngúíllà	Escudo de Anguila
Àmì ọ̀pá àṣẹ ilẹ̀ Jersey	Escudo de la Isla de Jersey
Àmì ọ̀pá àṣẹ ilẹ̀ Orílẹ̀-èdè Olómìnira Áràbù Sàhráwì	Escudo de la República Árabe Saharaui Democrática
Ìfòlókè òfurufú ènìyàn	Vuelo espacial tripulado
Orin Kalypso	Calipso (música)
STS-126	STS-126
Àmì ọ̀pá àṣẹ ilẹ̀ Họ́ng Kọng	Escudo de Hong Kong
STS-127	STS-127
1159 Granada	(1159) Granada
ISO 9362	ISO 9362
Gemini 10	Gemini 10
STS-41-C	STS-41-C
Ìdíje Wimbledon 2012 − Àwọn Ọkùnrin Ẹnìkan	Anexo:Campeonato de Wimbledon 2012 (individual masculino)
Atanasio Aguirre	Atanasio Cruz Aguirre
1955 McMath	(1955) McMath
1983 Bok	(1983) Bok
1989 Tatry	(1989) Tatry
1971 Hagihara	(1971) Hagihara
1988 Delores	(1988) Delores
Àmì ọ̀pá àṣẹ ilẹ̀ Saint Helena, Ascension àti Tristan da Cunha	Escudo de Santa Elena
Himno Istmeño	Himno nacional de Panamá
3354 McNair	(3354) McNair
Ìtàn ilẹ̀ Tsad	Historia de Chad
STS-51-D	STS-51-D
Centro Federal de Educação Tecnológica Celso Suckow da Fonseca	Centro Federal de Educação Tecnológica Celso Suckow da Fonseca
1976 Kaverin	(1976) Kaverin
1024 Hale	(1024) Hale
1975 Pikelner	(1975) Pikelner
1973 Colocolo	(1973) Colocolo
1977 Shura	(1977) Shura
1994 Shane	(1994) Shane
1978 Patrice	(1978) Patrice
Audio Interchange File Format	Audio Interchange File Format
Àmìọ̀rọ̀ ANSI escape	Código escape ANSI
STS-99	STS-99
3705 Hotellasilla	(3705) Hotellasilla
Próspero Fernández Oreamuno	Próspero Fernández Oreamuno
2718 Handley	(2718) Handley
2050 Francis	(2050) Francis
4756 Asaramas	(4756) Asaramas
2508 Alupka	(2508) Alupka
Ìdíje Wimbledon 2010 − Àwọn Obìnrin Ẹnìkan	Anexo:Campeonato de Wimbledon 2010 (individual femenino)
ISO/IEC 646	ISO 646
STS-101	STS-101
8277 Machu-Picchu	(8277) Machu-Picchu
Juan Bautista Ceballos	Juan Bautista Ceballos
Taylor Townsend (tennis)	Taylor Townsend (tenista)
Ìdíje Wimbledon 1999 − Àwọn Obìnrin Ẹnìkan	Anexo:Campeonato de Wimbledon 1999 (individual femenino)
Saturnino Lizano Gutiérrez	Saturnino Lizano Gutiérrez
Jẹ́ọ́gráfì ilẹ̀ Ṣèíhẹ́lẹ́sì	Geografía de Seychelles
9766 Bradbury	(9766) Bradbury
Augusto Barcía Trelles	Augusto Barcia Trelles
Ìtàn ilẹ̀ Madagáskàr	Historia de Madagascar
Augusto Samuel Boyd	Augusto Samuel Boyd
Èdè agbègbè	Lengua regional
Mariano Baptista	Mariano Baptista
Ìgbìmọ̀ àwọn Ẹ̀tọ́ Ọmọnìyàn	Comité de Derechos Humanos
Johanna Konta	Johanna Konta
Gúúsù Ásíà	Asia del Sur
Pedro Vélez	Pedro Vélez
Pápá Ọkọ̀ Òfurufú Da Nang	Aeropuerto Internacional de Đà Nẵng
C. L. R. James	Cyril Lionel Robert James
STS-109	STS-109
Ìdíje Wimbledon 1996 − Àwọn Obìnrin Ẹnìkan	Anexo:Campeonato de Wimbledon 1996 (individual femenino)
Solomon Linda	Solomon Linda
17103 Kadyrsizova	(17103) Kadyrsizova
Jẹ́ọ́gráfì ilẹ̀ Sudan	Geografía de Sudán
ISO 10646	ISO 10646
5055 Opekushin	(5055) Opekushin
3162 Nostalgia	(3162) Nostalgia
Ìdíje Wimbledon 1970 − Àwọn Obìnrin Ẹnìkan	Anexo:Campeonato de Wimbledon 1970 (individual femenino)
Jẹ́ọ́gráfì ilẹ̀ Áfríkà	Geografía de África
Open Austrálíà 1975 − Àwọn Obìnrin Ẹnìkan	Anexo:Abierto de Australia 1975 (individual femenino)
Open Austrálíà 1977 (December) − Àwọn Obìnrin Ẹnìkan	Anexo:Abierto de Australia 1977 de diciembre (individual femenino)
3183 Franzkaiser	(3183) Franzkaiser
Open Austrálíà 1977 (January) − Àwọn Obìnrin Ẹnìkan	Anexo:Abierto de Australia 1977 de enero (individual femenino)
Open Austrálíà 1978 − Àwọn Obìnrin Ẹnìkan	Anexo:Abierto de Australia 1978 (individual femenino)
2788 Andenne	(2788) Andenne
Open Austrálíà 1994 − Àwọn Obìnrin Ẹnìkan	Anexo:Abierto de Australia 1994 (individual femenino)
2049 Grietje	(2049) Grietje
Open Austrálíà 1995 − Àwọn Obìnrin Ẹnìkan	Anexo:Abierto de Australia 1995 (individual femenino)
Open Austrálíà 1996 − Àwọn Obìnrin Ẹnìkan	Anexo:Abierto de Australia 1996 (individual femenino)
Open Austrálíà 1997 − Àwọn Obìnrin Ẹnìkan	Anexo:Abierto de Australia 1997 (individual femenino)
Open Austrálíà 2003 − Àwọn Obìnrin Ẹnìkan	Anexo:Abierto de Australia 2003 (individual femenino)
Open Austrálíà 2007 − Àwọn Obìnrin Ẹnìkan	Anexo:Abierto de Australia 2007 (individual femenino)
Open Austrálíà 2010 − Àwọn Obìnrin Ẹnìkan	Anexo:Abierto de Australia 2010 (individual femenino)
Open Austrálíà 2012 − Àwọn Obìnrin Ẹnìkan	Anexo:Abierto de Australia 2012 (individual femenino)
16094 Scottmccord	(16094) Scottmccord
128166 Carora	(128166) Carora
2725 David Bender	(2725) David Bender
Àmì ọ̀pá àṣẹ ilẹ̀ àwọn Azores	Escudo de las Azores
2022 West	(2022) West
10093 Diesel	(10093) Diesel
2730 Barks	(2730) Barks
Dele Sosimi	Dele Sosimi
ISO/IEC 14443	ISO 14443
Chancellor Bay	Bay
Àwọn apá ilẹ̀ Benin	Departamentos de Benín
STS-51-I	STS-51-I
STS-51-G	STS-51-G
STS-97	STS-97
7145 Linzexu	(7145) Linzexu
Ogun Abẹ́lé Siẹrra Lẹ́ónè	Guerra civil de Sierra Leona
Olómìnira Upper Volta	Alto Volta
Upper Volta Fránsì	Alto Volta Francés
Babatunde Olatunji	Babatunde Olatunji
Badagri	Badagry
Agbègbè Ìjọba Ìbílẹ̀ Bakassi	Bakassi
Bàtá	Batá
Baule	Baoulé
Bautista Saavedra	Bautista Saavedra Mallea
Shinto	Sintoísmo
ISO 9660	ISO 9660
Ìpínlẹ̀ Èkó	Lagos (estado)
Orin-ìyìn Orílẹ̀-èdè Gibraltar	Himno de Gibraltar
Benizelos Rouphos	Benizelos Rufos
Àwọn ènìyàn dúdú	Negro (persona)
Bernardino Fernández de Velasco, 14th Duke of Frías	Bernardino Fernández de Velasco (1783-1851)
Bernardo Berro	Bernardo Prudencio Berro
STS-118	STS-118
Rainer von Fieandt	Rainer von Fieandt
1995 Hajek	(1995) Hajek
STS-51-F	STS-51-F
Àmì ọ̀pá àṣẹ ilẹ̀ Åland	Escudo de Åland
Famous Macedonia	Macedonia famosa
Ogun Abẹ́lé Nàìjíríà	Guerra civil de Nigeria
Harlem Renaissance	Renacimiento de Harlem
Open Amẹ́ríkà 2008 − Àwọn Obìnrin Ẹnìkan	Anexo:Abierto de Estados Unidos 2008 (individual femenino)
7968 Elst–Pizarro	(7968) Elst-Pizarro
Open Amẹ́ríkà 2012 − Àwọn Obìnrin Ẹnìkan	Anexo:Abierto de los Estados Unidos 2012 (individual femenino)
STS-103	STS-103
STS-31	STS-31
UNESCO-IHE	UNESCO-IHE
Àsìá ilẹ̀ Sakha	Bandera de la República de Sajá
STS-51-B	STS-51-B
Àsìá ilẹ̀ Buryatia	Bandera de Buriatia
3351 Smith	(3351) Smith
3353 Jarvis	(3353) Jarvis
Kúrùpù	Laringotraqueobronquitis
Ìpínlẹ̀ Násáráwá	Nasarawa (estado)
Ìpínlẹ̀ Òndó	Ondo
Ìpínlẹ̀ Ògùn	Ogun (estado)
2153 Akiyama	(2153) Akiyama
Ìdíje Wimbledon 2008 − Àwọn Obìnrin Ẹnìkan	Anexo:Campeonato de Wimbledon 2008 (individual femenino)
Caminemos pisando la senda	Himno nacional de Guinea Ecuatorial
Èdè Ìrànlọ́wọ́ Káríayé	Lengua auxiliar
ISO 216	ISO 216
Streptococcal pharyngitis	Faringitis estreptocócica
Orílẹ̀-èdè sósíálístì	Estado socialista
Àmì ọ̀pá àṣẹ ilẹ̀ Transnistria	Escudo de Transnistria
Ìtàn ilẹ̀ Kẹ́nyà	Historia de Kenia
STS-49	STS-49
Ìdíje Wimbledon 2012 − Àwọn Obìnrin Ẹnìkan	Anexo:Campeonato de Wimbledon 2012 (individual femenino)
2073 Janáček	(2073) Janáček
2470 Agematsu	(2470) Agematsu
Àsìá ilẹ̀ Udmurtia	Bandera de Udmurtia
Àsìá ilẹ̀ Ingushetia	Bandera de la República de Ingusetia
Ascariasis	Ascariasis
Àgbájọ fún Ìdènà àwọn Ohun Ìjagun Ògùn Olóró	Organización para la Prohibición de Armas Químicas
Orin-ìyìn Orílẹ̀-èdè Họ̀ndúràs	Himno nacional de Honduras
Svalbard àti Jan Mayen	Svalbard y Jan Mayen
Ìlàoòrùn Pakístàn	Pakistán Oriental
Ìpínlẹ̀ Ímò	Imo
2653 Principia	(2653) Principia
2395 Aho	(2395) Aho
ISO 11783	ISO 11783
Calabar	Calabar
2083 Smither	(2083) Smither
2048 Dwornik	(2048) Dwornik
2076 Levin	(2076) Levin
2566 Kirghizia	(2566) Kirghizia
2057 Rosemary	(2057) Rosemary
2014 Vasilevskis	(2014) Vasilevskis
2158 Tietjen	(2158) Tietjen
Jẹ́ọ́gráfì ilẹ̀ Madagáskàr	Geografía de Madagascar
Orin-ìyìn Orílẹ̀-èdè Mauritáníà	Himno nacional de Mauritania
Kandi	Kandi
ISO 639-3	ISO 639-3
Maurice LaMarche	Maurice LaMarche
Franki CFA Àrin Áfríkà	Franco CFA de África Central
Lynwood, California	Lynwood (California)
Ilú-ọba Ọ̀yọ́	Imperio oyo
2776 Baikal	(2776) Baikal
Àsìá ilẹ̀ Àríwá Ossetia-Alania	Bandera de Osetia del Norte-Alania
York University	Universidad de York
Koste Seselwa	Koste Seselwa
Florencia, Caquetá	Florencia (Caquetá)
Forged from the Love of Liberty	Forged From The Love of Liberty
Orílẹ̀-èdè kọ́múnístì	Anexo:Estados socialistas
Àkójọ àwọn orílẹ̀-èdè bi iye mọ̀ọ́kọmọ̀ọ́kà	Anexo:Países por tasa de alfabetización
Ouidah	Ouidah
Contemporary R&B	R&B contemporáneo
Motion JPEG	MJPEG
Onitsha	Onitsha
Ìtàn ilẹ̀ Bùrúndì	Historia de Burundi
Àtòjọ àwọn ẹlẹ́bùn Nobel nínú Físíksì	Anexo:Ganadores del Premio Nobel de Física
ISO/IEC 27001	ISO/IEC 27001
Òkété	Thryonomys
VietJet Air	VietJet Air
3789 Zhongguo	(3789) Zhongguo
2740 Tsoj	(2740) Tsoi
2839 Annette	(2839) Annette
2476 Andersen	(2476) Andersen
Bhumibol Adulyadej	Bhumibol Adulyadej
2267 Agassiz	(2267) Agassiz
Àfin ilé-ìṣọ́ Egeskov	Castillo de Egeskov
Ertra, Ertra, Ertra	Ertra, Ertra, Ertra
Dear Land of Guyana, of Rivers and Plains	Himno nacional de Guyana
Wikipedia:Àwọn èdè	Wikipedia:Lista completa de Wikipedias
STS-100	STS-100
Manuel Gondra	Manuel Gondra
Patricio Escobar	Patricio Escobar
Cecilio Báez	Cecilio Báez
Juan Gualberto González	Juan Gualberto González
Manuel Franco	Manuel Franco
José Pedro Montero	José Pedro Montero
Eduardo Schaerer	Eduardo Schaerer
Félix Paiva	Félix Paiva
Juan Bautista Egusquiza	Juan Bautista Egusquiza
Juan Natalicio González	Juan Natalicio González
