Aprika	África
Talisay (paglilinaw)	Talísay
Mentuhotep II	Montuhotep II
Janon ang Manlalayag	Periplo de Hannón
Cory Monteith	Cory Monteith
George Sanders	George Sanders
Terrence Howard	Terrence Howard
Rob Lowe	Rob Lowe
Carlos Colón, Jr.	Carlos Colón, Jr.
Jon Lovitz	Jon Lovitz
Blake Clark	Blake Clark
Vladimir K. Zworykin	Vladímir Zvorykin
Philippe I, Duke ng Orléans	Felipe I de Orleans
Jeff Dunham	Jeff Dunham
Frank Welker	Frank Welker
Mahmoud Jibril	Mahmoud Jabril
Tony Bennett	Tony Bennett
Sun Myung Moon	Sun Myung Moon
Joe Pantoliano	Joe Pantoliano
George Washington Carver	George Washington Carver
Novaledo	Novaledo
Ebreo (paglilinaw)	Hebreo
Tadamichi Kuribayashi	Tadamichi Kuribayashi
Apollonius ng Tyana	Apolonio de Tiana
Gianluca Ramazzotti	Gianluca Ramazzotti
Ossana	Ossana
Kevin Love	Kevin Love
Padergnone	Padergnone
Weneg (paraon)	Uneg
Palù del Fersina	Palù del Fersina
William H. Seward	William H. Seward
Ur-Nammu	Ur-Nammu
Ruy López de Segura	Ruy López de Segura
Senedj	Senedi
Peio	Peio
Dakilang Cyaxares	Ciáxares
Lee Strasberg	Lee Strasberg
Emperatris Suiko	Emperatriz Suiko
Surayud Chulanont	Surayud Chulanont
René-Robert Cavelier, Sieur de La Salle	René Robert Cavelier de La Salle
Kleon	Cleón de Atenas
Pelugo	Pelugo
Anna Nagata	Anna Nagata
Donna Cruz	Donna Cruz
Anna Easteden	Anna Easteden
Rahm Emanuel	Rahm Emanuel
David Spade	David Spade
Justin Long	Justin Long
Djimon Hounsou	Djimon Hounsou
Antipapa Ursicinus	Ursino (antipapa)
William Westmoreland	William Westmoreland
George Kennedy	George Kennedy
Crista Flanagan	Crista Flanagan
Pamplona (paglilinaw)	Pamplona (desambiguación)
Pali	Pali (desambiguación)
Canaan	Canaán (desambiguación)
Pinzolo	Pinzolo
Emperador Kōmei	Emperador Kōmei
Ryan Seacrest	Ryan Seacrest
Tom Kenny	Tom Kenny
Avidius Cassius	Avidio Casio
Simon Helberg	Simon Helberg
Michael Gough	Michael Gough
Peter MacNicol	Peter MacNicol
Danny Aiello	Danny Aiello
Tom Berenger	Tom Berenger
Brandon Routh	Brandon Routh
Mario Lanza	Mario Lanza
Antipapa Felix II	Félix II (antipapa)
Bombay	Bombay (desambiguación)
James Cromwell	James Cromwell
Shelton Benjamin	Shelton Benjamin
Anwar Ibrahim	Anwar Ibrahim
Sona	Sona
Emperador Guangxu	Emperador Guangxu
Pozza di Fassa	Pozza di Fassa
Predazzo	Predazzo
Preore	Preore
Prezzo	Prezzo
A Best	A BEST
A Channel (manga)	A Channel
A Little More Personal (Raw)	A Little More Personal (Raw)
Prito	Fritura
Revò	Revò
Pagtatalik na pang-aso	Posición del perro
Aa (baranggay)	Aa (Estonia)
Ilog Aa (Pransya)	Río Aa
Aachtopf	Aachtopf
Von	Von
Romallo	Romallo
Romeno	Romeno
Ronzo-Chienis	Ronzo-Chienis
Ronzone	Ronzone
Ruffrè-Mendola	Ruffrè-Mendola
Rumo	Rumo (Italia)
Black's Law Dictionary	Black's Law Dictionary
San Lorenzo in Banale	San Lorenzo in Banale
Ned Kelly	Ned Kelly
Distrito ng Lachin	Laçın (raión)
Aba Po, Santa Mariang Reyna	Salve
Apocalypse Meow	Cat Shit One
Balut	Balut
Beast (komiks)	Bestia (Marvel Comics)
Gonggong	Rhamphocottus richardsonii
1958 Chandra	(1958) Chandra
Aaron Paul	Aaron Paul
Bandolin	Mandolina
Marian Rivera	Marian Rivera
Brea, California	Brea (California)
Chūnibyō Demo Koi ga Shitai!	Chūnibyō Demo Koi ga Shitai!
Tate Donovan	Tate Donovan
Barry Manilow	Barry Manilow
Aaron Swartz	Aaron Swartz
Fundación	Fundación (Magdalena)
Beaumé	Beaumé
Clovis, California	Clovis (California)
Scurelle	Scurelle
Kyou Kara Maou!	Kyō Kara Maō!
Tanabe, Wakayama	Tanabe
Rugrats	Rugrats
Kapuluang Abaco	Islas Ábaco
Sfruz	Sfruz
Pigkawayan, Cotabato	Pigcaguayán
Daqing	Daqing
Siror	Siror
Abashiri, Hokkaidō	Abashiri (Hokkaidō)
Abasia	Abasia (medicina)
Soraga	Soraga
Sover	Sover
Abbasanta	Abbasanta
Tetsuya	Tetsuya Ogawa
Ufotable	Ufotable
Rho meson	Mesón rho
Sola (manga)	Sola Proyect
Alphaproteobacteria	Alphaproteobacteria
Tau neutrino	Neutrino tauónico
Hitomi	Hitomi
Example.com	Example.com
Nagsasariling Sosyalistikong Republikang Soviet ng Abkhaz	República Autónoma Socialista Soviética de Abjasia
Sosyalistikong Republikang Soviet ng Abkhazia	República Socialista Soviética de Abjasia
Silanganing pilosopiya	Filosofía oriental
Deltaproteobacteria	Deltaproteobacteria
Abdel Fattah el-Sisi	Abdelfatah Al-Sisi
Judy Davis	Judy Davis
XxxHolic	×××HOLiC
Anthony LaPaglia	Anthony LaPaglia
Abduksiyon (kinesyolohiya)	Abducción (anatomía)
James Gandolfini	James Gandolfini
Kuhol	Caracol
HMS Dreadnought (1906)	HMS Dreadnought (1906)
Avianca	Avianca
Malaysia Airlines	Malaysia Airlines
Labanan sa Golpo ng Leyte	Batalla del Golfo de Leyte
Desodorante	Desodorante
Pagpaplano	Planeamiento
Tesis na Church-Turing	Tesis de Church-Turing
Alan Bates	Alan Bates
Raanana	Ra'anana
Mga nagsasariling oblast ng Rusya	Óblasts autónomos de Rusia
Lolikon	Lolicon
Angkop na pangangatawan	Fitness
Isolasyonismo	Aislacionismo
Pirot	Pirot
Beyblade	Beyblade
Obituwaryo	Obituario
Pterodactylus	Pterodactylus
Yom haShoa	Yom HaShoah
Michael Cera	Michael Cera
Beau Bridges	Beau Bridges
Brandon Flowers	Brandon Flowers
Antón Lamazares	Antón Lamazares
Joannes	Juan (emperador)
Eta meson	Mesón eta
Phi meson	Mesón phi
Harakat al-Shabaab Mujahideen	Al-Shabbaab
Ludvík Svoboda	Ludvík Svoboda
Crispin Glover	Crispin Glover
Perjury	Perjurio
Takeshi Kaneshiro	Takeshi Kaneshiro
Frankie Muniz	Frankie Muniz
Mentuhotep III	Montuhotep III
Elton Brand	Elton Brand
Denis Leary	Denis Leary
Jim Cummings	Jim Cummings
Dick Van Dyke	Dick Van Dyke
Tommy Emmanuel	Tommy Emmanuel
James Taylor	James Taylor
Ving Rhames	Ving Rhames
David Strathairn	David Strathairn
Will Sasso	Will Sasso
Timothy Hutton	Timothy Hutton
Dudley Moore	Dudley Moore
Jon Cryer	Jon Cryer
Antipapa Benedicto XIII	Benedicto XIII de Aviñón
Alan Alda	Alan Alda
Don Ameche	Don Ameche
Gigantopithecus	Gigantopithecus
Minamoto no Yoshitsune	Minamoto no Yoshitsune
Fats Waller	Fats Waller
John Russell Hind	John Russell Hind
Entheogen	Enteógeno
Pakicetus	Pakicetus
Paranthropus aethiopicus	Paranthropus aethiopicus
Australopithecus anamensis	Australopithecus anamensis
Australopithecus garhi	Australopithecus garhi
Paranthropus robustus	Paranthropus robustus
Paranthropus boisei	Paranthropus boisei
David Cook (mang-aawit)	David Cook
Shalmaneser V	Salmanasar V
Aquifex	Aquifex
Henry Moseley	Henry Moseley
Marlon Wayans	Marlon Wayans
Australopithecus sediba	Australopithecus sediba
Limenitis archippus	Limenitis archippus
Joseph Marie Jacquard	Joseph Marie Jacquard
Vox populi	Vox populi, vox Dei
Askaris	Ascaris
Homo antecessor	Homo antecessor
David Dacko	David Dacko
Seth-Peribsen	Sejemib
Intef I	Intef I
Al Wakrah	Municipio de Al Wakrah
Antonio Pigafetta	Antonio Pigafetta
Hugh Griffith	Hugh Griffith
Peter Dinklage	Peter Dinklage
Cynognathus	Cynognathus
Frank Langella	Frank Langella
Australopithecus bahrelghazali	Australopithecus bahrelghazali
Buddha Yodfa Chulaloke	Rama I
J.P. de Rozier	Jean-François Pilâtre de Rozier
Wallace Shawn	Wallace Shawn
Davy Crockett	Davy Crockett
Juan Carlos Valerón	Juan Carlos Valerón
Jeff Bennett	Jeff Bennett
Kenyanthropus	Kenyanthropus platyops
Ertuğrul Osman	Ertugrul Osman V
Miyavi	Miyavi
Katakataka	Kalanchoe pinnata
Earl Warren	Earl Warren
Titus Labienus	Tito Labieno
Bobby Darin	Bobby Darin
John R. Bolton	John Bolton
John Lithgow	John Lithgow
Ar Rayyan	Municipio de Rayán
Valerius Valens	Valerio Valente
Bahrām Chobin	Bahram VI
Luther Vandross	Luther Vandross
Sam Elliott	Sam Elliott
Isaac Stern	Isaac Stern
Frank Oz	Frank Oz
Pili (mani)	Canarium ovatum
Alecto	Alecto (emperador)
William Rehnquist	William Rehnquist
Johannes Rydberg	Johannes Rydberg
Adad-nirari II	Adad-nirari II
Jack Kirby	Jack Kirby
Thomas Haden Church	Thomas Haden Church
Tsampoy	Myrica rubra
Orrorin	Orrorin tugenensis
Louis Philippe II, Duke ng Orleans	Luis Felipe II de Orleans
Tagan	Pristis pectinata
James Patterson	James Patterson
Joakim Noah	Joakim Noah
Vrasidas	Brásidas
Josh Peck	Josh Peck
Sheshonk I	Sheshonq I
Xi baryon	Barión xi
Antipapa Eulalius	Eulalio (antipapa)
Mike Epps	Mike Epps
Wayne Knight	Wayne Knight
Chris Diamantopoulos	Chris Diamantopoulos
Rob Paulsen	Rob Paulsen
Joel McHale	Joel McHale
San Casimiro de Polonia	Casimiro el Santo
Gary Busey	Gary Busey
Melvyn Douglas	Melvyn Douglas
Jose Ferrer	José Ferrer (actor)
Martin Balsam	Martin Balsam
Actinomyces	Actinomyces
Sekular na humanismo	Humanismo secular
George Ellery Hale	George Ellery Hale
Pedro III ng Aragon	Pedro III de Aragón
Bruno ng Cologne	Bruno de Colonia
Thurgood Marshall	Thurgood Marshall
Emperador Ninkō	Emperador Ninkō
Haing S. Ngor	Haing S. Ngor
Setnakhte	Sethnajt
Andrian Nikolayev	Andrián Nikoláyev
Diosdado Macapagal	Diosdado Macapagal
Marcelo H. del Pilar	Marcelo H. del Pilar
Antipapa Felix V	Amadeo VIII de Saboya
Marcel Lefebvre	Marcel Lefebvre
Mata sa mata	Ley del Talión
Ka (paraon)	Horus Ka
Juan Bautista ng La Salle	Juan Bautista de La Salle
Eduardo Rodríguez	Eduardo Rodríguez Veltzé
Bundok Scopus	Monte Scopus
Emperador Kōan	Emperador Kōan
Crème brûlée	Crème brûlée
Emperador Kōshō	Emperador Kōshō
Robert K. Merton	Robert King Merton
Mongkut	Mongkut
Antipapa Philip	Felipe (antipapa)
Antipapa Dioscorus	Dióscuro (antipapa)
John Rackham	Jack Rackham
Antipapa Bonifacio VII	Bonifacio VII (antipapa)
Mirza Ghulam Ahmad	Mirza Ghulam Ahmad
John Enders	John Franklin Enders
James Whitmore	James Whitmore
Emperador Kōrei	Emperador Kōrei
Stephen Rea	Stephen Rea
Richard Jenkins	Richard Jenkins
Diego Luna	Diego Luna
Jordan Farmar	Jordan Farmar
Eddie Albert	Eddie Albert
Denholm Elliott	Denholm Elliott
Bob Kane	Bob Kane
Chris Hardwick	Chris Hardwick
Kyu Sakamoto	Kyū Sakamoto
Emperador Nintoku	Emperador Nintoku
Ramesses XI	Ramsés XI
Prajadhipok	Prajadhipok
Adad-nirari III	Adad-nirari III
Red Buttons	Red Buttons
Evil Merodac	Evilmerodac
John Di Maggio	John DiMaggio
Goh Chok Tong	Goh Chok Tong
Soichiro Honda	Sōichirō Honda
Tsarevich Alexei ng Rusya	Alexis Petrovich Romanov
Emperador Suizei	Emperador Suizei
Nguyen Du	Nguyễn Du
Emperador Annei	Emperador Annei
Choi Kyu-hah	Choi Kyu-hah
Gary Coleman	Gary Coleman
Joe @@@u0026King@@@u0026 Oliver	Joe King Oliver
Charles Taze Russell	Charles Taze Russell
Willard Scott	Willard Scott
Talaan ng mga planetang menor: 6001–7000	Anexo:Asteroides (6001)–(7000)
Bleda	Bleda
Antipapa Constantine II	Constantino II (antipapa)
Pandaigdigang mga Gideon	Gedeones Internacionales
Rip Torn	Rip Torn
Pier Luigi Nervi	Pier Luigi Nervi
Magreib ng Brandenburg	Anexo:Margraves de Brandeburgo, reyes de Prusia y emperadores de Alemania
Tala ng planetang minor: 4001–5000	Anexo:Asteroides (4001)–(5000)
Jeff Gordon	Jeff Gordon
Leslie Cheung	Leslie Cheung
Andrés Bonifacio	Andrés Bonifacio
Tomohisa Yamashita	Tomohisa Yamashita
Hiero II ng Siracusa	Hierón II
Emperador Higashiyama	Emperador Higashiyama
Jordan, Guimaras	Jordán (Filipinas)
Emperador Kōkaku	Emperador Kōkaku
Emperador Reigen	Emperador Reigen
Nueva Valencia, Guimaras	Nueva Valencia (Filipinas)
Emperador Momozono	Emperador Momozono
Mentuhotep IV	Montuhotep IV
Intef II	Intef II
Emperador Sakuramachi	Emperador Sakuramachi
Emperador Go-Daigo	Emperador Go-Daigo
Gōshō Aoyama	Gōshō Aoyama
General MacArthur, Silangang Samar	General MacArthur
Antipapa Christopher	Cristóbal (antipapa)
Antipapa Juan VIII	Juan (Antipapa)
Antipapa Anacleto II	Anacleto II (antipapa)
Emperador Go-Momozono	Emperador Go-Momozono
Petr Shelokhonov	Piotr Shelojónov
Lev Šestov	Lev Shestov
Auguste Charlois	Auguste Charlois
Eben Moglen	Eben Moglen
Basilisa, Dinagat Islands	Basilisa
John Atanasoff	John Atanasoff
Cagdianao, Dinagat Islands	Cagdayánao
Dinagat, Dinagat Islands	Municipio de Dinágat
Libjo, Dinagat Islands	Libjó
Loreto, Dinagat Islands	Loreto de Dinagat
Tubajon, Dinagat Islands	Tubajón
Asuncion, Davao del Norte	Asunción de Saug
Braulio E. Dujali, Davao del Norte	Dujalí
Carmen, Davao del Norte	Carmen (Dávao del Norte)
Kapalong, Davao del Norte	Kapalong
New Corella, Davao del Norte	Nueva Corella
San Isidro, Davao del Norte	San Isidro (Dávao del Norte)
Santo Tomas, Davao del Norte	Santo Tomás de Dávao
Talaingod, Davao del Norte	Talaingod
Gian Galeazzo Sforza	Gian Galeazzo Sforza
Baganga, Davao Oriental	Baganga
Banaybanay, Davao Oriental	Banaybanay
Boston, Davao Oriental	Boston (Dávao Oriental)
Cateel, Davao Oriental	Cateel
Governor Generoso, Davao Oriental	Sigáboy
Lupon, Davao Oriental	Lupón
Manay, Davao Oriental	Manay
Mati	Mati
Bansalan, Davao del Sur	Bansalán
Don Marcelino, Davao Occidental	Don Marcelino
Hal Holbrook	Hal Holbrook
Emperador Tenji	Emperador Tenji
Elliott Gould	Elliott Gould
Hagonoy, Davao del Sur	Hagonoy (Dávao del Sur)
Iry-Hor	Horus Iry
John Ritter	John Ritter
Philippe de Champaigne	Philippe de Champaigne
Emperador Nakamikado	Emperador Nakamikado
Donald Faison	Donald Faison
Andrew Bynum	Andrew Bynum
Jose Abad Santos, Davao Occidental	José Abad-Santos (Dávao Occidental)
Henry L. Stimson	Henry L. Stimson
Vetranio	Vetranio
Richard Griffiths	Richard Griffiths
Robert Vaughn	Robert Vaughn
Christopher Mordetzky	Christopher Mordetzky
Jackie Earle Haley	Jackie Earle Haley
Kiblawan, Davao del Sur	Kiblaguán
Emperador Kammu	Emperador Kanmu
Emperador Suinin	Emperador Suinin
Jean Picard	Jean Picard
Magsaysay, Davao del Sur	Magsaysay (Dávao del Sur)
Malalag, Davao del Sur	Malalag
Malita, Davao Occidental	Malita
Donald Pleasence	Donald Pleasence
Matanao, Davao del Sur	Matanao
Padada, Davao del Sur	Padada
Michael Richards	Michael Richards
Santa Cruz, Davao del Sur	Santa Cruz (Dávao del Sur)
Santa Maria, Davao Occidental	Santa María (Dávao Occidental)
Sarangani, Davao Occidental	Sarangani
Sulop, Davao del Sur	Sulop
Tom Hulce	Tom Hulce
Alamada, Cotabato	Alamada
Aleosan, Cotabato	Aleosán
Antipas, Cotabato	Antipas
Jeremy Piven	Jeremy Piven
Arakan, Cotabato	Arakán
Banisilan, Cotabato	Banisilán
Peter Boyle	Peter Boyle
Carmen, Cotabato	Carmen de Cotabato
Kabacan, Cotabato	Cabacán
Libungan, Cotabato	Libungán
M'lang, Cotabato	M´Lang
Jacques Piccard	Jacques Piccard
Makilala, Cotabato	Makilala
Giancarlo Giannini	Giancarlo Giannini
Matalam, Cotabato	Matalam
Midsayap, Cotabato	Midsayap
Januarius	Jenaro (obispo)
Pikit, Cotabato	Pikit
President Roxas, Cotabato	Presidente Roxas
Tulunan, Cotabato	Tulunán
Marsilio ng Padua	Marsilio de Padua
Celsus	Celso
Joseph Swan	Joseph Wilson Swan
Shamshi-Adad V	Shamshiadad V
Laak, Compostela Valley	San Vicente de Laak
Maco, Compostela Valley	Maco de Compostela
Ne Win	Ne Win
Montevista, Compostela Valley	Montevista
Nabunturan, Compostela Valley	Nabunturan
Pantukan, Compostela Valley	Pantukan
Alcantara, Cebu	Alcántara (Cebú)
Alcoy, Cebu	Alcoy (Filipinas)
Alegria, Cebu	Alegría (Cebú)
Piye	Pianjy
Argao, Cebu	Argao
Taharqa	Taharqo
Asturias, Cebu	Asturias (Filipinas)
Burl Ives	Burl Ives
John Mills	John Mills
John Houseman	John Houseman
Tokyopop	TOKYOPOP
Santa Claus	Papá Noel
Borbon, Cebu	Borbón (Filipinas)
Carcar	Cárcar (Filipinas)
Shulgi	Shulgi
Genco Gulan	Genco Gulan
Compostela, Cebu	Compostela (Cebú)
Consolacion, Cebu	Consolación (Filipinas)
Cordova, Cebu	Córdova
Richard Farnsworth	Richard Farnsworth
Liloan, Cebu	Liloan (Cebú)
Madridejos, Cebu	Madridejos (Filipinas)
Jose Calderon	José Manuel Calderón
Gnaeus Pompeius Trogus	Pompeyo Trogo
Medellin, Cebu	Medellín (Filipinas)
Minglanilla, Cebu	Minglanilla (Filipinas)
Lungsod ng Naga, Cebu	Naga (Cebú)
Ashur-uballit II	Ashur-uballit II
Scott Grimes	Scott Grimes
Mentuhotep I	Montuhotep I
Intef III	Intef III
San Fernando, Cebu	San Fernando (Cebú)
Santander, Cebu	Santander (Filipinas)
Antigua	Isla Antigua
Talisay, Cebu	Talísay (Cebú)
Toledo, Cebu	Toledo (Filipinas)
Tuburan, Cebu	Tuburán (Cebú)
Antipapa Theodore	Teodoro (antipapa)
Emperador Bidatsu	Emperador Bidatsu
Daniel Burnham	Daniel Burnham
Joel Grey	Joel Grey
Taylor Hicks	Taylor Hicks
Randy Quaid	Randy Quaid
Emperador Antoku	Emperador Antoku
Emperador Saga	Emperador Saga
Emperador Go-Toba	Emperador Go-Toba
Daniel Boone	Daniel Boone
Emperador Seimu	Emperador Seimu
Jack Johnson	Jack Johnson (boxeador)
Phineas Gage	Phineas Gage
Ikasiyam na Krusada	Novena Cruzada
Andrés de Urdaneta	Andrés de Urdaneta
Pamamaril sa Palarong Olimpiko sa Tag-init 2008	Anexo:Tiro en los Juegos Olímpicos de Pekín 2008
Theodoret	Teodoreto de Ciro
Kwame Brown	Kwame Brown
Esquines	Esquines
San Vicente Ferrer	Vicente Ferrer (santo)
Eugène Dubois	Eugène Dubois
Muta	Legaña
Kalusugang pang-isipan	Salud mental
Bimbisara	Bimbisara
Fussa, Tokyo	Fussa (Tokio)
Higasyikurume, Tokyo	Higashikurume (Tokio)
Kokubunji, Tokyo	Kokubunji (Tokio)
Nishio, Aichi	Nishio (Aichi)
Inagi, Tokyo	Inagi (Tokio)
Galeazzo Maria Sforza	Galeazo María Sforza
Partido Komunista ng Chile	Partido Comunista de Chile
Lhôpital	Lhôpital
Hostiaz	Hostiaz
Emperador Kōtoku	Emperador Kōtoku
Songieu	Songieu
Emperador Go-Shirakawa	Emperador Go-Shirakawa
Le Poizat	Le Poizat
Emperador Ōjin	Emperador Ōjin
Amyrtaeus	Amirteo
Narashino, Chiba	Narashino (Chiba)
Lamborghini Aventador	Lamborghini Aventador
Randall Duk Kim	Randall Duk Kim
Balibol sa Palarong Olimpiko sa Tag-init 2008	Anexo:Voleibol en los Juegos Olímpicos de Pekín 2008
Pagsasagwan sa Palarong Olimpiko sa Tag-init 2008	Anexo:Remo en los Juegos Olímpicos de Pekín 2008
Robert Recorde	Robert Recorde
Paglulunday sa Palarong Olimpiko sa Tag-init 2008	Anexo:Piragüismo en los Juegos Olímpicos de Pekín 2008
Eskrima sa Palarong Olimpiko sa Tag-init 2008	Anexo:Esgrima en los Juegos Olímpicos de Pekín 2008
Ed Begley	Ed Begley
Nguyễn Phú Trọng	Nguyễn Phú Trọng
Edward Bulwer-Lytton, ika-1 Baron Lytton	Edward Bulwer-Lytton
Apolinario Mabini	Apolinario Mabini
Rain (mang-aawit)	Rain (cantante)
Miguel López de Legazpi	Miguel López de Legazpi
Ligtas na pagtatalik	Sexo seguro
Scorpion I	Horus Escorpión I
Sinsharishkun	Sin-shar-ishkun
Tongzhi	Emperador Tongzhi
Natan	Natán (profeta)
Chaim Topol	Chaim Topol
Punong Ministro ng Australya	Primer ministro de Australia
Karl Jansky	Karl Guthe Jansky
Gelug	Gelug
Pelikulang pakikipagsapalaran	Cine de aventuras
Caesarea Palaestina	Cesarea Marítima
Antipapa Paschal	Pascual (antipapa)
Pelycosauria	Pelycosauria
Panahong Azuchi–Momoyama	Período Azuchi-Momoyama
Adres	Dirección postal
Sayote	Sechium edule
Nangklao	Nangklao
Buddha Loetla Nabhalai	Buddha Loetla Nabhalai
William T. G. Morton	William Morton
Lou Diamond Phillips	Lou Diamond Phillips
Urayasu, Chiba	Urayasu (Chiba)
Kawagoe, Saitama	Kawagoe (Saitama)
Kashiwa, Chiba	Kashiwa (Chiba)
Sabong	Pelea de gallos
Sanya	Sanya
Richard Wright	Richard Nathaniel Wright
Oliver Wendell Holmes, Sr.	Oliver Wendell Holmes, Sr.
Booker T. Washington	Booker T. Washington
Carlos P. Garcia	Carlos P. García
Elpidio Quirino	Elpidio Quirino
Sergio Osmeña	Sergio Osmeña
Edward Whymper	Edward Whymper
Andrew Graham (astronomer)	Andrew Graham (astrónomo)
Pasto	San Juan de Pasto
Jeffrey Tambor	Jeffrey Tambor
Emperador Go-Mizunoo	Emperador Go-Mizunoo
Quirinus	Quirino (mitología)
Antipapa Clemente VII	Clemente VII (antipapa)
Papa Esteban III	Esteban III
Yuri (genre)	Yuri (género)
Pagdiin-angat	Flexión de codos
Antipapa Gregorio VI	Gregorio (antipapa)
Francis Scott Key	Francis Scott Key
Kurume, Pukuoka	Kurume
Matsudo, Chiba	Matsudo (Chiba)
Yonago, Tottori	Yonago (Tottori)
Apposition	Aposición
Jos	Jos
Kimikang makateoriya	Química teórica
Otto Sverdrup	Otto Sverdrup
Set Fire to the Rain	Set Fire to the Rain
Kimikang Pampaligid	Química ambiental
Punong Bodhi	Árbol de Bodhi
Lophotrochozoa	Lophotrochozoa
Eusebio ng Nicomedia	Eusebio de Nicomedia
Tore ng Juche	Torre Juche
Palagay	Premisa
Dambuhalang page	Manta birostris
Benay	Benay
Apepi (paraon)	Apofis I
Therapsida	Therapsida
Didal	Dedal
Love Hina	Love Hina
Ratan	Ratán
Keenen Ivory Wayans	Keenen Ivory Wayans
Aragona	Aragona
Ilog Abra	Río Abra
Simi Valley, California	Simi Valley (California)
Fairfield, California	Fairfield (California)
Jamestown, Virginia	Jamestown (Virginia)
Stenico	Stenico
Suliranin ni Elektra	Complejo de Electra
Anyang	Anyang
Bati, Liberia, Bati!	Himno nacional de Liberia
Karakoyunlu	Kara Koyunlu
Esterilisasyon	Esterilización (medicina)
Apocalypse	Apocalypse (desambiguación)
Richard Matheson	Richard Matheson
Osteopatiya	Osteopatía
William Laud	William Laud
Savigneux, Ain	Savigneux (Ain)
Varambon	Varambon
Bazoches-sur-Vesles	Bazoches-sur-Vesles
Saint-Maurice-de-Gourdans	Saint-Maurice-de-Gourdans
Pérouges	Pérouges
Paghahanap na luwang-muna	Búsqueda en anchura
Martsa ng kamatayan	Marcha de la muerte
Smooth Criminal	Smooth Criminal
Primado	Primado
Pamahalaang Sentral ng Tibet	Administración Central Tibetana
Sergy, Ain	Sergy (Ain)
Hepatitis E	Hepatitis E
Port, Ain	Port (Ain)
Prémillieu	Prémillieu
Samognat	Samognat
Peyriat	Peyriat
Maillat	Maillat
Tassullo	Tassullo
Ang mga Pakikipagsapalaran ni Tom Sawyer	Las aventuras de Tom Sawyer
Tenna (TN)	Tenna (Italia)
Uji, Kyoto	Uji (Kioto)
Mekaniko	Mecánico
Terres	Terres
Inhinyeriyang biyomedikal	Ingeniería biomédica
Terzolas	Terzolas
Tesero	Tesero
Thomas Johann Seebeck	Thomas Johann Seebeck
Tione di Trento	Tione di Trento
Hepatitis D	Hepatitis D
Tonadico	Tonadico
Torcegno	Torcegno
Trambileno	Trambileno
Kiryat Shmona	Kiryat Shemona
Transacqua	Transacqua
Tres, Italy	Tres (Italia)
Glukosamina	Glucosamina
Daredevil (Marvel Comics)	Daredevil
Valda	Valda
Panahong Shōwa	Era Shōwa
Valfloriana	Valfloriana
Vallarsa	Vallarsa
Rayumatolohiya	Reumatología
Hippopotomonstrosesquipedaliophobia	Anexo:Fobias
Vattaro	Vattaro
Vermiglio	Vermiglio
Ouran Koukou Host Club	Ouran High School Host Club
Vervò	Vervò
Vandeins	Vandeins
Sasebo, Nagasaki	Sasebo
Villa Lagarina	Villa Lagarina
Villa Rendena	Villa Rendena
Ise, Mie	Ise (Mie)
Volano	Volano
Kalakhang Tokyo	Área del Gran Tokio
Montallegro	Montallegro
Niévroz	Niévroz
Saint-Jean-de-Gonville	Saint-Jean-de-Gonville
Prévessin-Moëns	Prévessin-Moëns
Péron, Ain	Péron
Plagne, Ain	Plagne (Ain)
Armenia, Colombia	Armenia (Quindío)
Isesaki, Gunma	Isesaki (Gunma)
Hirado, Nagasaki	Hirado (Nagasaki)
Iisuka, Pukuoka	Iizuka (Fukuoka)
Ikoma, Nara	Ikoma (Nara)
Fuji, Shizuoka	Fuji (Shizuoka)
Lungsod ng Okinawa	Okinawa (Okinawa)
Noda, Chiba	Noda (Chiba)
Museo ng Porsche	Museo Porsche
Nagareyama, Chiba	Nagareyama (Chiba)
Yachiyo, Chiba	Yachiyo (Chiba)
Andrew Stanton	Andrew Stanton
Sistemang somatosensoryo	Sistema somatosensorial
Nuevo Laredo	Nuevo Laredo
Clarksville, Tennessee	Clarksville (Tennessee)
Panahong Taishō	Era Taishō
Sauropsida	Sauropsida
Kilometro Sero	Kilómetro Cero
Victor McLaglen	Victor McLaglen
Nagkakaisang Metodistang Simbahan	Iglesia metodista unida
