Африк	África
Ирвэс танк	Panzer V Panther
Леопард 2	Leopard 2
Ричард Бартон	Richard Burton
Take That	Take That
Цэнхэр жижир	Monticola solitarius
Эдвард Бенеш	Edvard Beneš
Бобби Замора	Bobby Zamora
Арам Хачатурян	Aram Jachaturián
Герман Титов	Guerman Titov
Карл Густаф Эмиль Маннерхайм	Carl Gustaf Emil Mannerheim
Уэльсийн хунтайж Харри	Enrique de Gales
Ян Коллер	Jan Koller
Марко Ройс	Marco Reus
Ивээн тэтгэгч	Patrocinio (publicidad)
Август Энна	August Enna
Роке Санта Крус	Roque Santa Cruz
Монгол-Төвөдийн гэрээ	Tratado de amistad y alianza entre el gobierno de Mongolia y el Tíbet
Ларс Бендер	Lars Bender
Бенедикт Хёведес	Benedikt Höwedes
Кевин Кураньи	Kevin Kurányi
Оливер Нойвилль	Oliver Neuville
МиГ-17	Mikoyan-Gurevich MiG-17
Риккардо Монтоливо	Riccardo Montolivo
Лукаш Пишек	Łukasz Piszczek
МиГ-19	Mikoyan-Gurevich MiG-19
Кисловодск	Kislovodsk
Марианы арлууд	Islas Marianas
Эдин Жеко	Edin Džeko
F-86	North American F-86 Sabre
Берлиний тулалдаан	Batalla de Berlín
Зондын арлууд	Islas de la Sonda
Деннис Аого	Dennis Aogo
Рикардо Кошта	Ricardo Costa (futbolista)
Роман Вайденфеллер	Roman Weidenfeller
Жан-Жак Анно	Jean-Jacques Annaud
Даниел Праньич	Danijel Pranjić
Дорнод фронт (Дэлхийн нэгдүгээр дайн)	Frente Oriental (Primera Guerra Mundial)
Левон Аронян	Levon Aronian
Шинжи Кагава	Shinji Kagawa
Элэгний C вирус	Hepatitis C
Рене Адлер	René Adler
Рон-Роберт Цилер	Ron-Robert Zieler
Диего Контенто	Diego Contento
Үндэсний Сагсан Бөмбөгийн Холбоо	National Basketball Association
Нирун улс	Rouran
Роберт Хут	Robert Huth
Ведад Ибишевич	Vedad Ibišević
Ми-8	Mil Mi-8
Ми-24	Mil Mi-24
Гэрээслэл	Testamento
Т-72	T-72
Петер Симон Паллас	Peter Simon Pallas
Опава	Opava
Бүгд Найрамдах Хятад Ард Улсын төрийн дуулал	Yiyongjun Jinxingqu
Баруун Буг	Bug Occidental
Хуан Фернандесын арлууд	Archipiélago Juan Fernández
Хиагт	Kiajta
Олсныхон	Cannabaceae
Юрий Лужков	Yuri Luzhkov
Хар хувцастнууд 2	Hombres de negro II
Папарацци	Paparazzi
Халил Алтынтоп	Halil Altıntop
Аляскын нуруу	Cordillera de Alaska
Ужгород	Úzhgorod
Житомир	Yitomir
Хмельницький	Jmelnitsky
Днепрожерзинск	Dniprodzerzhynsk
Кременчук	Kremenchuk
Ивано-Франковск	Ivano-Frankivsk
Херсон	Jersón
Ровно	Rivne
Тернополь	Ternópil
Полтав	Poltava
Сумы	Sumy
Өрнийн тоншголжин	Sitta europaea
Рамиз Алиа	Ramiz Alia
Эзэн Хаан Тайшоо	Emperador Taishō
Чернигов	Chernígov
Черкас хот	Cherkasy
Макеевка	Makiivka
Кривой Рог	Krivói Rog
Винниц	Vinnytsia
Горловк	Górlovka
Никобарын арлууд	Islas Nicobar
Голден Стэйт Уорриорз	Golden State Warriors
Голт бор	Syringa
Василий Чуйков	Vasili Chuikov
Элэгний А вирус	Hepatitis A
Черновцы	Chernivtsi
Запорожье хот	Zaporiyia
Ази тивийн хөлбөмбөгийн аварга шалгаруулах тэмцээн	Copa Asiática
Тутмос III	Tutmosis III
Читтагонг муж	Chittagong (división)
Кировоград	Kirovogrado
Манжин	Brassica napobrassica
Хумхаагийн шумуул	Anopheles
Карлтон Коул	Carlton Cole
-стан	-stán
Мэттью Жарвис	Matthew Jarvis
X&Y	X&Y
Viva la Vida or Death and All His Friends	Viva la Vida or Death and All His Friends
I Карлуш	Carlos I de Portugal
Мэттью Тейлор	Matthew Taylor
Рикардо Ваш Те	Ricardo Vaz Tê
Андреас Бреме	Andreas Brehme
Кацүра Таро	Katsura Tarō
Йенс Новотны	Jens Nowotny
Валкири (кино)	Valkyrie
Марк Шварцер	Mark Schwarzer
Графите	Grafite
Уншигч (2008 оны кино)	The Reader
Висла-Одерын давшилт	Ofensiva del Vístula-Óder
ТУ-134	Túpolev Tu-134
Цагаан хот, Тель Авив	Ciudad blanca de Tel Aviv
Ульмийн тулалдаан	Batalla de Ulm
Мари-Аделэйд, Люксембургийн их ван	María Adelaida de Luxemburgo
Энди Кэрролл	Andy Carroll
Филиппиний тэнгис	Mar de Filipinas
Амплитуд	Amplitud (física)
Генийн инженерчлэл	Ingeniería genética
Чукотын тэнгис	Mar de Chukotka
2012 оны бөхийн төрлүүдийн дэлхийн аварга шалгаруулах тэмцээн	Campeonato Mundial de Lucha de 2012
Геополитик	Geopolítica
Бух мэлхий	Lithobates catesbeianus
Баатар-хот	Ciudad Heroica
Эмирт Ажман	Ajmán (emirato)
Легницийн тулалдаан	Batalla de Liegnitz
Андреас Бек	Andreas Beck (futbolista)
Жет Ли	Jet Li
Влёра	Vlorë
Кристиан Диор	Christian Dior
Сан-Антонио Спёрс	San Antonio Spurs
Барион	Barión
Мишель Пфайффер	Michelle Pfeiffer
Зуны олимп	Juegos olímpicos de verano
Атланта Хоокс	Atlanta Hawks
Цагаан хирс	Ceratotherium simum
III Мурад	Murad III
Орос-Японы дайн	Guerra ruso-japonesa
Сүүдэр	Sombra
Эконометрик	Econometría
Константинополийн уналт	Caída de Constantinopla
Тал газар	Llanura
III Хонориус	Honorio III
Оле Рөмэр	Ole Rømer
Давид Рикардо	David Ricardo
Эдинбургийн их сургууль	Universidad de Edimburgo
Өрнө дахин	Occidente
Актиумын тулалдаан	Batalla de Accio
Жүүд Лоу	Jude Law
Крымийн ханлиг	Kanato de Crimea
Ту-124	Túpolev Tu-124
Зээрд дэглий	Ardea purpurea
Да Винчигийн код (Кино)	El código Da Vinci (película)
Махын тоо	Número Mach
Хосе Рауль Капабланка	José Raúl Capablanca
Тогтмол санах ой	Memoria de solo lectura
Симон Рольфес	Simon Rolfes
Клеменс Фриц	Clemens Fritz
Швед улсын хөлбөмбөгийн шигшээ баг	Selección de fútbol de Suecia
Тоожоо Хидэки	Hideki Tōjō
Морины хүч	Caballo de vapor
Невен Суботич	Neven Subotić
Жонатан Спектор	Jonathan Spector
Хосе Олебас	José Holebas
Иван Перишич	Ivan Perišić
Давид Сильва	David Silva
2007/2008 оны Германы хөлбөмбөгийн лиг	1. Bundesliga 2007/08
Хотжилт	Proceso de urbanización
Илкай Гюндоган	İlkay Gündoğan
Владимир Крамник	Vladímir Krámnik
Холбоотон гурван гүрний удирдагчдын Ялтын уулзалт	Conferencia de Yalta
Орландо Мэжик	Orlando Magic
Хьюстон Рокетс	Houston Rockets
Орчлонгийн сайхан хүүхэн шалгаруулах тэмцээн	Miss Universo
Peer to peer computing	Peer-to-peer
Оросын түүх	Historia de Rusia
Хар бие	Cuerpo negro
Хавьер Маскерано	Javier Mascherano
Жамъянмядаг	Trollius
Япон үндэстэн	Pueblo japonés
Алтан гагнуур	Rhodiola rosea
Харри Поттэр ба Үхлийн шүтээн 1-р бүлэг	Harry Potter y las Reliquias de la Muerte - Parte 1
Харри Поттэр ба Хагас цуст Ханхүү (кино)	Harry Potter y el misterio del príncipe (película)
Тату	T.A.T.u.
Үндэстэн дамнасан корпораци	Multinacional
Геохими	Geoquímica
Черкас муж	Óblast de Cherkasy
Император оцон шувуу	Aptenodytes forsteri
Хуфу	Keops
Оуэн Уилсон	Owen Wilson
Ники Минаж	Nicki Minaj
Сүбэдэй баатар	Subotai
Цэнэгт мандал	Ionosfera
Аллахабад	Allahabad
Орлогын тэгш бус байдлын илтгэлцүүр	Coeficiente de Gini
Колин Фөрт	Colin Firth
VI Мехмед	Mehmed VI
Өскемен	Öskemen
Картахена	Cartagena (España)
Жан-Бедель Бокасса	Jean-Bédel Bokassa
Ангар	Río Angará
Негевийн цөл	Néguev
Денвер Наггетс	Denver Nuggets
Кливленд Кавальерс	Cleveland Cavaliers
Сибирийн хайруулдай	Prunella montanella
Петрологи	Petrología
Балучистан	Baluchistán
Эва Лонгориа	Eva Longoria
Херсон муж	Óblast de Jersón
Хью Грант	Hugh Grant
Ромын легион	Legión romana
Канаан	Canaán
Пипетик	Pipeta
Дорнод Сибирийн тэнгис	Mar de Siberia Oriental
Хивс	Alfombra
Шарлотт Бобкэтс	Charlotte Hornets
Пагва лам	Drogön Chögyal Phagpa
Ирландын хөлбөмбөгийн үндэсний шигшээ баг	Selección de fútbol de Irlanda
Неманья Видич	Nemanja Vidić
Ангкор	Angkor
Counter-Strike	Counter-Strike
Хосе Мануэль Рейна	Pepe Reina
Зул сарын баярын эвлэрэл	Tregua de Navidad
ИЛ-38	Ilyushin Il-38
Чийг бам	Escorbuto
Рафаэль ван дер Варт	Rafael van der Vaart
Хосеп Гуардиола	Pep Guardiola
Мексик улсын хөлбөмбөгийн шигшээ баг	Selección de fútbol de México
Марк Уолберг	Mark Wahlberg
Филип Котлер	Philip Kotler
Финикс Санс	Phoenix Suns
Львов муж	Óblast de Leópolis
Шинкансэн	Shinkansen
Виктор Амбарцумян	Víktor Ambartsumián
Багтаамж	Capacidad eléctrica
Хурган цахлай	Hydrocoloeus minutus
Сержио Леоне	Sergio Leone
Бүтээлийн хулгай	Plagio
Макото Хасэбэ	Makoto Hasebe
2012 оны Зуны Олимпийн наадмын медалийн хүснэгт	Anexo:Medallero de los Juegos Olímpicos de Londres 2012
Гагауз нутаг	Gagauzia
Бөгжний эзэн: Хоёр цамхаг	El Señor de los Anillos: las dos torres
Оливер Твист	Oliver Twist
Ибрахим Афеллай	Ibrahim Afellay
Мозамбикийн хоолой	Canal de Mozambique
Хавьер Эрнандес Балькасар	Javier Hernández Balcázar
Швейцарийн хөлбөмбөгийн шигшээ	Selección de fútbol de Suiza
Ким Ён-Сам	Kim Young Sam
Роберт Дауни, хүү	Robert Downey, Jr.
Оюу	Turquesa
Бадахшан аймаг	Provincia de Badajshán
Плевен	Pleven
Ассемблер хэл	Lenguaje ensamblador
Сату-Маре аймаг	Satu Mare (distrito)
Эван Макгрегор	Ewan McGregor
Тоби Магуайр	Tobey Maguire
Мемфис Гриззлис	Memphis Grizzlies
Карло Гольдони	Carlo Goldoni
Монгол улсын төрийн далбаа	Bandera de Mongolia
Колийн хойг	Península de Kola
Органик хөдөө аж ахуй	Agricultura ecológica
Свен Бендер	Sven Bender
Өндрийн харайлт	Salto de altura
Афоризм	Aforismo
StarCraft	StarCraft
Исидор Айзек Раби	Isidor Isaac Rabi
Мэдрэгч дэлгэц	Pantalla táctil
Идлэг шонхор	Falco cherrug
Найман өнцөгт	Octógono
Сакраменто Кингc	Sacramento Kings
Хэрэглээний програм хангамж	Aplicación informática
Польш улсын хөлбөмбөгийн шигшээ баг	Selección de fútbol de Polonia
Астеносфер	Astenosfera
Стилиян Петров	Stiliyan Petrov
Жеффри Раш	Geoffrey Rush
Фабиан Делф	Fabian Delph
Пауло Дибала	Paulo Dybala
Сэргээш	Dopaje
Дэниел Дэй-Льюис	Daniel Day-Lewis
Эрэлт ба нийлүүлэлт	Oferta y demanda
Винниц муж	Óblast de Vinnytsia
Бельгийн хөлбөмбөгийн шигшээ	Selección de fútbol de Bélgica
Биатлон	Biatlón
Мануул	Otocolobus manul
Як-24	Yakovlev Yak-24
Кемба Уокер	Kemba Walker
Жон Оби Микель	Obi Mikel
Загросын нуруу	Zagros
IV Грегориус	Gregorio IV
Хүүхдийн эсрэг хүчирхийлэл	Maltrato infantil
Васлуй аймаг	Vaslui (distrito)
Никлас Бентнер	Nicklas Bendtner
Портлэнд Трэйл Блэйзерс	Portland Trail Blazers
Антонио Ди Натале	Antonio Di Natale
Хүлэмжийн хий	Gas de efecto invernadero
Крагуевац	Kragujevac
Нуристан аймаг	Provincia de Nūristān
Мег Райан	Meg Ryan
Юрийн галавын цэцэрлэг (кино)	Parque Jurásico (película)
Завхан	Zavhan (aymag)
Эдинсон Кавани	Edinson Cavani
Лев Яшин	Lev Yashin
Волынь муж	Óblast de Volinia
Чернигов муж	Óblast de Chernihiv
Майонез	Mayonesa
БРДМ-2	BRDM-2
Крайова хот	Craiova
Үд	Mediodía
Даниеле Де Росси	Daniele De Rossi
Добрич	Dobrich
Тас	Aegypius monachus
Ширакава Масааки	Masaaki Shirakawa
Эмма Томпсон	Emma Thompson
Хуан Мата	Juan Mata
Нилийн матар	Crocodylus niloticus
Спиритуалити	Espiritualidad
Черновцы муж	Óblast de Chernivtsi
Эгэл ногоолзой	Spinus spinus
Дорнын хан бүргэд	Aquila heliaca
