ఆఫ్రికా	África
జోసెఫ్ ప్రీస్ట్‌లీ	Joseph Priestley
సిట్రిక్ ఆమ్లం	Ácido cítrico
నీటి కాసులు	Glaucoma
గిల్‌గమేష్‌	Gilgamesh
బద్దెపురుగు	Cestoda
కవలలు	Gemelos (biología)
సర్ఫింగ్	Surf
దేశాల జాబితా - ఐక్య రాజ్య సమితి సభ్యులు	Anexo:Estados miembros de las Naciones Unidas
నీడ	Sombra
ఎండుగడ్డి	Paja
బుకర్ బహుమతి	Premio Booker
సింకోనా	Cinchona
మైదానం	Llanura
గర్భాశయ కాన్సర్	Cáncer cervical
పుదీనా	Mentha spicata
రాయల్ బ్యాంక్ ఆఫ్ స్కాట్లాండ్	Royal Bank of Scotland
అపాన వాయువు	Flatulencia
రామావతారము	Rama (dios indio)
స్టెఫెనీ మేయర్	Stephenie Meyer
దమ్మామ్	Dammam
రైలు మార్గం	Vía férrea
బొత్తం	Botón (indumentaria)
ముహమ్మద్ అలీ జిన్నా	Muhammad Ali Jinnah
ది డా విన్సీ కోడ్ (చలనచిత్రం)	El código Da Vinci (película)
సీస్మోమీటర్	Sismómetro
మొండెం	Tronco (anatomía)
రీడ్ ఓన్లీ మెమరీ	Memoria de solo lectura
రూబి (కంప్యూటర్ భాష)	Ruby
నగరీకరణ	Proceso de urbanización
ప్రతి ద్రవ్యోల్బణం	Deflación
ఆర్టోకార్పస్	Artocarpus
బిళ్ళ గన్నేరు	Catharanthus roseus
పెటూనియా	Petunia
కాకివెదురు	Arundo donax
అమెరికా కలబంద	Agave americana
రేల	Cassia fistula
రహస్య సంకేత పదం	Contraseña
ఐపోమియా	Ipomoea
సర్రెసీనియా	Sarracenia
అనకార్డియమ్	Anacardium
మెనియాంథేసి	Menyanthaceae
కార్థమస్	Carthamus
వర్ణకాలు	Pigmento
కర్బూజ	Cucurbita maxima
జుమికి పువ్వు	Passiflora
పెడాలియేసి	Pedaliaceae
బెగోనియేసి	Begoniaceae
దంతపు తాటి	Phytelephas
యుట్రిక్యులేరియా	Utricularia
కామాక్షి	Cycas circinalis
లెమ్నా	Lemna
ఫార్మాల్డిహైడ్	Formaldehído
కొఱ్ఱలు	Setaria italica
మిరిస్టికేసి	Myristicaceae
డయోస్కోరియేసి	Dioscoreaceae
సైపరస్	Cyperus
అకాలిఫా	Acalypha
ఫార్మిక్ ఆమ్లం	Ácido fórmico
బర్సెరసి	Burseraceae
ఎమ్మారై	Imagen por resonancia magnética
కెప్పారేసి	Capparaceae
లాక్టికామ్లం	Ácido láctico
కోణీయ ద్రవ్యవేగం	Momento angular
క్రెడిట్ కార్డు	Tarjeta de crédito
కృష్ణ వస్తువు (బ్లాక్ బాడీ)	Cuerpo negro
వరి	Oryza sativa
ఆభరణాలు	Joyería
ప్రస్తారణ	Permutación
యుద్ధం మరియు శాంతి (వార్ అండ్ పీస్)	Guerra y paz
భూగర్భ జలం	Agua subterránea
అట్రోపా	Atropa
మామిడి	Mangifera
కోడిజుట్టు పూలు	Celosia argentea
శివలింగపుష్పం	Couroupita guianensis
పాదరక్షలు	Calzado
లెసిథిడేసి	Lecythidaceae
వెనిలా	Vanilla
వాచ్‌మెన్ (చిత్రం)	Watchmen (película)
స్టెతస్కోప్	Estetoscopio
అలహాబాదు	Allahabad
డ్రీం థియేటర్	Dream Theater
భుజాస్థి	Húmero
లంక (ఊరు)	Isla fluvial
తిరువణ్ణామలై	Tiruvannamalai
బ్లెక్ లైవ్లీ	Blake Lively
వ్యాపనము	Difusión (física)
సోనియా గాంధీ	Sonia Gandhi
బలూచిస్తాన్ (పాకిస్తాన్)	Baluchistán
జెస్సికా బీల్	Jessica Biel
ఈవా లంగోరియా	Eva Longoria
పిపెట్	Pipeta
జింజిబర్	Zingiber
రక్తపింజరి	Viperidae
త్రిస్సూరు	Thrissur
వోల్వో	AB Volvo
ద డార్క్ నైట్	The Dark Knight
ఈస్టర్ ఎగ్	Huevo de Pascua
బాలగ్రంధి	Timo
అలెగ్జాండర్ పోప్	Alexander Pope
సంధ్యాసమయం	Crepúsculo
అనుభవం	Experiencia
కూర	Curry
వాల్ స్ట్రీట్ జర్నల్	The Wall Street Journal
సాంఖ్య దర్శనము	Samkhya
ఆలివెర్ ట్విస్ట్	Oliver Twist
గ్రీన్‌హౌస్(హరితగృహం)	Invernadero
యాంగ్రీ బర్డ్స్	Angry Birds
ఈక్విడే	Equidae
యూరో కార్డేటా	Urochordata
గ్రంథివాపు వ్యాధి	Bocio
అవెంజ్డ్ సెవెన్ ఫోల్డ్	Avenged Sevenfold
మిరపకాయ	Chile (pimiento)
రూటా	Ruta (planta)
చిత్రదుర్గ	Distrito de Chitradurga
నెవర్ బ్యాక్ డౌన్ (2008 చలనచిత్రం)	Never Back Down
గుమ్మడి	Calabaza gigante
బోలు ఎముకల వ్యాధి	Osteoporosis
పులుసునిమ్మ	Citrus × aurantifolia
కార్బ్యురేటర్‌	Carburador
కలము	Pluma (escritura)
యుడికాట్స్	Eudicotyledoneae
అజాన్	Adhan
పట్టకం	Prisma (óptica)
ఆకలి	Hambre
జెనోఫోబియా	Xenofobia
రక్తస్రావం	Hemorragia
వాషింగ్టన్ పోస్ట్	The Washington Post
అమ్మీటరు	Amperímetro
ఏడు ఘోరమైన పాపాలు	Pecados capitales
పలాయన వేగము	Velocidad de escape
సూర్యాస్తమయం	Ocaso
సరఫరా మరియు గిరాకీ	Oferta y demanda
భూతద్దం	Lupa
సూయిడే	Suidae
గజ్జి	Sarna
గ్రీన్‌హౌస్ వాయువు	Gas de efecto invernadero
సహస్రపాదులు	Diplopoda
బార్బీ	Barbie
హ్యాపీ బర్త్‌డే టూ యూ	Cumpleaños feliz
ఒసిఆర్(OCR)	Reconocimiento óptico de caracteres
విజయనగర సామ్రాజ్యము	Imperio vijayanagara
తిరువనంతపురం	Thiruvananthapuram
కర్బన వలయం	Ciclo del carbono
ఆర్థోప్టెరా	Orthoptera
కండ్లకలక	Conjuntivitis
తాత	Abuelo
ట్రాన్‌స్పిరేషన్(బాష్పోత్సేకం)	Transpiración
తాయ్ చి చువాన్	Taichí
కరువు	Hambruna
హ్రస్వదృష్టి	Miopía
శ్వాసకోశ చేప	Dipnoi
లంగరు	Ancla
చెవిపోగు	Pendiente (indumentaria)
నిచ్చెన	Escalera de mano
బొమ్మ	Muñeca
అనాఫిలాక్సిస్	Anafilaxia
జెస్సికా సింప్సన్	Jessica Simpson
ఆల్బుమిన్	Albúmina
ఎలక్ట్రానిక్ న్యూమెరికల్ ఇంటిగ్రేటర్ అండ్ కంప్యూటర్‌	ENIAC
యూనిఫైడ్ మాడలింగ్ లాంగ్వేజ్	Lenguaje unificado de modelado
అటవీ నిర్మూలన	Deforestación
కేట్ హడ్సన్	Kate Hudson
దావానలం	Incendio forestal
పరిధీయ నాడీ వ్యవస్థ	Sistema nervioso periférico
ఆక్సిటోసిన్	Oxitocina
జాసన్ స్టాథమ్	Jason Statham
దక్కన్ పీఠభూమి	Decán
కోరియోలిస్ ప్రభావం	Efecto Coriolis
హిజాజ్	Hiyaz
డార్జిలింగ్	Darjeeling
జాఫర్ అల్ సాదిక్	Ya`far as-Sadiq
క్రొమటోగ్రఫి	Cromatografía
శ్రీనగర్	Srinagar
జలశక్తి	Energía hidráulica
డిమిటార్ బెర్బటోవ్	Dimitar Berbatov
టార్జాన్	Tarzán
పాముల గద్ద	Circaetus gallicus
ప్రజ్ఞాన సూచీ	Cociente intelectual
జెంటూ లినక్స్	Gentoo Linux
రివాల్వర్ (పిస్తోలు)	Revólver
లయ	Ritmo
ఫిలిప్స్	Philips
పరభక్షకాలు	Depredación
ట్రాన్స్ సంగీతం	Trance (música)
స్క్రాబుల్	Scrabble
అగర్తలా	Agartala
వేప	Azadirachta indica
తేనె గద్ద	Pernis apivorus
చిమ్నీ	Chimenea
పార్వతి	Párvati
శరీరం	Cuerpo (anatomía)
ఫెంగ్ షుయ్	Feng shui
కన్య	Virginidad
బహుభార్యాత్వం	Poligamia
కోల్లెజ్	Collage
వంగ మామిడి	Garcinia mangostana
తలతన్యత	Tensión superficial
ఎక్స్ఎఫ్‌సిఇ(Xfce)	Xfce
డౄపల్	Drupal
ఆవశ్యక నూనె	Aceite esencial
వడ్డీ	Interés
రోబోటిక్స్	Robótica
కిరీటము	Corona (tocado)
టాయ్ స్టోరీ	Toy Story
బ్లాగర్	Blogger
పండ్ల తొక్క	Cáscara
నాగార్జునుడు	Nāgārjuna
బాణభట్టుడు	Bana Bhatta
ది ప్రిన్సెస్ ఎండ్ ది ఫారేగ్	The Princess and the Frog
రోమన్ అబ్రమోవిచ్	Román Abramóvich
ప్రవాళం	Coral
లెవెల్ క్రాసింగ్	Paso a nivel
వీయల్సీ మాధ్యమ ప్రదర్శకం	VLC media player
పరుపు	Colchón
ప్రొద్దు తిరుగుడు	Helianthus annuus
ప్రమాదము	Accidente
సట్లెజ్ నది	Río Sutlej
భుబనేశ్వర్	Bhubaneshwar
ఆగ్రా కోట	Fuerte de Agra
భారత జాతీయ చిహ్నం	Emblema nacional de la India
ఫ్రాంఛైజింగ్	Franquicia
గిన్నికోడి	Numididae
దాగుడుమూతలు	Escondite
విరామ బిందువు	Punto (puntuación)
బైతుల్-ముఖద్దస్	Cúpula de la Roca
వించెస్టర్	Winchester
పగడపు దీవులు	Islas del Mar del Coral
ది షాషాంక్ రిడంప్షన్	The Shawshank Redemption
లేడీ అండ్ ది ట్రాంప్	La dama y el vagabundo
బురఖా	Hiyab
కపూర్తలా	Distrito de Kapurthala
ఫిరోజ్‌పూర్	Distrito de Firozpur
మాన్సా	Distrito de Mansa
లుధియానా	Distrito de Ludhiana
ఫతేహ్‌గర్ సాహిబ్	Distrito de Fatehgarh Sahib
భతిండా	Distrito de Bathinda
ఫరీద్‌కోట్	Distrito de Faridkot
బొడ్డు తాడు	Cordón umbilical
అంగిలి	Paladar
ఏమీ లీ	Amy Lee
భూతవైద్యం	Exorcismo
థార్ ఎడారి	Desierto de Thar
ఓ.హెన్రీ	O. Henry
హూవర్ డామ్	Presa Hoover
చీర	Sari
చీపురు	Escoba
ప్యోతర్ కపిత్సా	Piotr Kapitsa
అనునాదం	Resonancia (mecánica)
కడుపులో పుండు	Úlcera péptica
బ్రాంకైటిస్	Bronquitis
మగ్గం	Telar
వ్యవసాయశాస్త్రం	Agronomía
విజయ్ మాల్య	Vijay Mallya
బ్లెండర్	Blender
ప్రాట్ & విట్నీ	Pratt & Whitney
మేరీ కస్సట్	Mary Cassatt
బంగాళాదుంప చిప్స్	Papas fritas inglesas
కంటిపాప	Pupila
బంగారు ప్రమాణం	Patrón oro
ఆహార సంరక్షణ	Conserva
